"","Row","Column","Block","Population","Family","Replicate","Date","Dead","Monarch_Quantity_Past","Monarch_Quantity_Observed","Monarch_Note","Tetraopes_tetropthalmus","Liriomyza_asclepiadis","Aphis_nerii","Aphis_asclepiadis","Myzocallis_asclepiadis","Euchaetes_egle","Lygaeus_kalmii","Labidomera_clivicollis","Rhyssomatus_lineaticollis","Comment","Sample"
"500",9,24,"2","27","4","5","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"501",9,23,"2","45","2","1","07/18/2020","0",0,1,"1st instar",0,20,0,0,0,0,0,0,0,"","July"
"502",9,21,"1","79","4","2","07/18/2020","0",0,0,"",0,23,0,0,0,0,0,0,0,"","July"
"503",9,20,"1","7","3","3","07/18/2020","0",0,1,"1st instar",0,12,0,0,0,0,0,0,0,"","July"
"504",9,19,"1","72","3","1","07/18/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"505",9,17,"1","39","3","2","07/18/2020","0",0,0,"",0,6,0,10,0,0,0,0,0,"","July"
"506",9,16,"1","30","5","3","07/18/2020","0",0,0,"",0,9,0,10,0,0,0,0,0,"","July"
"507",9,15,"1","13","5","2","07/18/2020","0",0,1,"1 egg",0,0,0,18,0,0,0,0,0,"","July"
"508",9,13,"1","79","1","1","07/18/2020","0",0,0,"",0,10,0,9,0,0,2,0,0,"","July"
"509",9,12,"1","51","4","2","07/18/2020","0",0,0,"",0,15,0,0,0,0,0,0,0,"","July"
"510",9,11,"1","17","2","5","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"511",9,9,"1","3","2","2","07/18/2020","0",0,0,"",0,8,0,0,0,0,0,0,0,"","July"
"512",9,8,"1","77","3","1","07/18/2020","0",0,0,"",0,8,0,0,0,0,0,0,0,"","July"
"513",9,7,"1","39","3","4","07/18/2020","0",0,0,"",0,22,0,75,0,0,0,0,0,"","July"
"514",9,6,"1","49","5","5","07/18/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"515",9,5,"1","1","4","3","07/18/2020","0",0,0,"",0,8,0,0,0,0,0,0,0,"","July"
"516",9,4,"1","27","4","1","07/18/2020","0",0,0,"",0,27,0,0,0,0,0,0,0,"","July"
"517",9,2,"1","4","3","1","07/18/2020","0",0,0,"",0,17,0,200,40,0,0,0,0,"","July"
"518",9,1,"1","28","1","5","07/18/2020","0",0,0,"",0,16,0,0,0,0,0,0,0,"","July"
"519",8,45,"2","67","2","2","07/18/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"520",8,44,"2","62","1","3","07/18/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"521",8,43,"2","39","4","1","07/18/2020","0",0,0,"",0,30,0,0,0,0,0,0,0,"","July"
"522",8,42,"2","64","3","3","07/18/2020","0",0,0,"",0,22,0,0,0,0,0,0,0,"","July"
"523",8,41,"2","64","2","2","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"524",8,40,"2","39","3","5","07/18/2020","0",0,1,"1 egg",0,13,0,0,0,0,0,0,0,"","July"
"525",8,39,"2","5","4","1","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"526",8,38,"2","17","3","1","07/18/2020","0",0,1,"1st instar",0,6,0,0,0,0,0,0,0,"","July"
"527",8,37,"2","26","1","1","07/18/2020","0",0,1,"1 egg",0,30,0,30,11,0,0,0,0,"","July"
"528",8,36,"2","27","5","2","07/18/2020","0",0,1,"1 egg",0,28,0,0,0,0,0,0,0,"","July"
"529",8,35,"2","17","4","2","07/18/2020","0",0,0,"",0,30,0,0,0,0,0,0,0,"","July"
"530",8,34,"2","77","4","3","07/18/2020","0",0,0,"",0,16,0,0,0,0,0,0,0,"","July"
"531",8,33,"2","21","1","2","07/18/2020","0",0,0,"",0,22,0,0,0,50,0,0,0,"","July"
"532",8,32,"2","4","3","3","07/18/2020","0",0,0,"",0,11,0,0,0,0,0,0,0,"","July"
"533",8,31,"2","62","4","4","07/18/2020","0",0,1,"5th instar ",0,17,0,0,0,0,0,0,0,"","July"
"534",8,30,"2","39","3","3","07/18/2020","0",0,1,"1 egg",0,5,0,0,0,0,0,0,0,"","July"
"535",8,29,"2","35","3","5","07/18/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"536",8,28,"2","7","1","2","07/18/2020","0",0,1,"1 egg",0,11,0,0,0,0,0,0,0,"","July"
"537",8,27,"2","6","3","5","07/18/2020","0",0,1,"3rd/4th instar",0,12,0,0,3,0,1,0,0,"","July"
"538",8,26,"2","68","4","1","07/18/2020","0",0,0,"",0,6,0,0,0,0,0,0,0,"","July"
"539",8,25,"2","46","2","5","07/18/2020","0",0,0,"",0,6,0,0,0,0,0,0,0,"","July"
"540",8,24,"2","4","2","2","07/18/2020","0",0,0,"",0,6,0,0,0,0,0,0,0,"","July"
"541",8,23,"2","68","5","2","07/18/2020","0",0,2,"1st instar + 1 egg",0,20,0,0,0,0,0,0,0,"","July"
"542",8,22,"1","29","4","3","07/18/2020","0",0,1,"1 egg",0,9,0,0,0,0,0,0,0,"","July"
"543",8,21,"1","16","2","1","07/18/2020","0",0,2,"2nd instar + 1 egg",0,10,0,0,0,0,0,0,0,"","July"
"544",8,20,"1","15","5","1","07/18/2020","0",0,1,"1 egg",0,2,0,0,0,0,0,0,0,"","July"
"545",8,19,"1","47","5","1","07/18/2020","0",0,2,"2 eggs",0,26,0,0,0,0,0,0,0,"","July"
"546",8,18,"1","62","1","2","07/18/2020","0",0,1,"1st instar",0,7,0,0,0,0,0,0,0,"","July"
"547",8,17,"1","57","3","2","07/18/2020","0",0,1,"1st instar",0,4,0,0,0,0,1,0,0,"","July"
"548",8,16,"1","14","3","2","07/18/2020","0",0,1,"1 egg",0,8,0,0,0,0,1,0,0,"","July"
"549",8,15,"1","15","1","5","07/18/2020","0",0,0,"",0,2,0,0,0,0,0,0,0,"","July"
"550",8,13,"1","72","4","5","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"551",8,12,"1","20","5","1","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"552",8,11,"1","11","4","5","07/18/2020","0",0,0,"",0,7,0,0,0,0,0,0,0,"","July"
"553",8,10,"1","12","3","2","07/18/2020","0",0,0,"",0,14,0,0,0,0,0,0,0,"","July"
"554",8,9,"1","7","3","2","07/18/2020","0",0,0,"",0,22,0,0,0,0,0,0,0,"","July"
"555",8,8,"1","15","4","4","07/18/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"556",8,7,"1","17","1","4","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"557",8,6,"1","74","1","3","07/18/2020","0",0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","July"
"558",8,5,"1","13","5","4","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"559",8,4,"1","21","5","1","07/18/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"560",8,3,"1","67","3","2","07/18/2020","0",0,1,"1 egg",0,12,0,0,0,0,0,0,0,"","July"
"561",8,2,"1","57","1","2","07/18/2020","0",0,2,"1 chrysalis + 1 egg",0,34,0,0,0,0,0,0,0,"","July"
"562",8,1,"1","9","2","1","07/18/2020","0",0,0,"",0,12,0,0,0,0,1,0,0,"","July"
"563",7,46,"2","29","5","2","07/18/2020","0",0,1,"1 egg ",0,6,0,1,0,0,0,0,0,"","July"
"564",7,45,"2","2","5","4","07/18/2020","0",0,0,"",0,6,0,0,0,0,0,0,0,"","July"
"565",7,44,"2","11","2","5","07/18/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"566",7,41,"2","16","3","5","07/18/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"567",7,40,"2","30","4","4","07/18/2020","0",0,0,"",0,37,0,0,0,0,0,0,0,"","July"
"568",7,39,"2","19","5","3","07/18/2020","0",0,1,"1 egg",0,21,0,0,0,0,0,0,0,"","July"
"569",7,38,"2","64","3","4","07/18/2020","0",0,0,"",0,26,0,0,0,0,0,0,0,"","July"
"570",7,37,"2","1","1","1","07/18/2020","0",0,1,"1 egg",0,24,0,0,0,0,0,0,0,"","July"
"571",7,36,"2","79","5","1","07/18/2020","0",0,0,"",0,2,0,0,0,0,0,0,0,"","July"
"572",7,34,"2","57","4","5","07/18/2020","0",0,2,"2 eggs",0,16,0,0,0,0,0,0,0,"","July"
"573",7,33,"2","12","2","2","07/18/2020","0",0,0,"",0,40,0,0,0,0,0,0,0,"","July"
"574",7,31,"2","62","2","3","07/18/2020","0",0,1,"1 egg",0,22,0,0,0,0,0,0,0,"","July"
"575",7,30,"2","56","3","5","07/18/2020","0",0,0,"",0,11,0,0,0,0,0,0,2,"","July"
"576",7,29,"2","39","2","5","07/18/2020","0",0,1,"1 egg",0,12,0,5,0,0,0,0,0,"","July"
"577",7,28,"2","8","2","2","07/18/2020","0",0,2,"2 eggs",0,10,0,2,0,0,0,0,0,"","July"
"578",7,27,"2","30","2","4","07/18/2020","0",0,2,"2 eggs",0,9,0,0,0,0,0,0,0,"","July"
"579",7,26,"2","67","1","5","07/18/2020","0",0,1,"1 egg",0,10,0,0,0,0,0,0,0,"","July"
"580",7,25,"2","12","2","4","07/18/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"581",7,24,"2","7","2","3","07/18/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"582",7,22,"1","35","4","4","07/18/2020","0",0,1,"1 egg",0,4,0,0,0,0,0,0,0,"","July"
"583",7,21,"1","35","3","2","07/18/2020","0",0,0,"",0,13,0,0,0,0,0,0,0,"","July"
"584",7,20,"1","79","3","3","07/18/2020","0",0,0,"",0,16,0,0,0,0,0,0,0,"","July"
"585",7,19,"1","29","1","2","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"586",7,18,"1","5","3","2","07/18/2020","0",0,0,"",0,11,0,0,0,0,0,0,0,"","July"
"587",7,17,"1","5","2","4","07/18/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"588",7,16,"1","68","1","5","07/18/2020","0",0,2,"1 egg + 1st instar",0,11,0,0,0,0,0,0,0,"","July"
"589",7,14,"1","46","5","5","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"590",7,13,"1","19","2","2","07/18/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"591",7,12,"1","4","4","2","07/18/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"592",7,11,"1","47","4","4","07/18/2020","0",0,0,"",0,12,0,0,0,0,0,0,0,"","July"
"593",7,10,"1","79","3","4","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"594",7,9,"1","39","2","4","07/18/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"595",7,8,"1","5","5","4","07/18/2020","0",0,0,"",0,4,0,5,0,0,0,0,0,"","July"
"596",7,7,"1","67","2","1","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"597",7,5,"1","62","1","5","07/18/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"598",7,4,"1","47","2","2","07/18/2020","0",0,1,"1 egg",0,10,0,0,0,0,0,0,0,"","July"
"599",7,3,"1","7","1","3","07/18/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"600",7,1,"1","3","2","5","07/18/2020","0",0,1,"1 egg",0,6,0,0,0,0,0,0,0,"","July"
"601",6,46,"2","7","4","3","07/18/2020","0",0,2,"1 egg + 1st/2nd instar",0,13,0,0,0,0,0,0,0,"","July"
"602",6,45,"2","18","2","4","07/18/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"603",6,44,"2","17","5","2","07/18/2020","0",0,1,"1st instar",0,25,0,0,0,0,0,0,0,"","July"
"604",6,43,"2","79","2","5","07/18/2020","0",0,1,"1 egg",0,10,0,0,0,0,0,0,0,"","July"
"605",6,41,"2","42","1","2","07/18/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"606",6,40,"2","17","2","1","07/18/2020","0",0,3,"3 eggs",0,20,0,6,0,0,0,0,0,"","July"
"607",6,39,"2","62","4","1","07/18/2020","0",0,1,"1 egg",0,19,0,0,0,0,1,0,0,"","July"
"608",6,38,"2","1","4","5","07/18/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"609",6,37,"2","17","3","2","07/18/2020","0",0,0,"",0,7,0,0,0,0,0,0,0,"","July"
"610",6,36,"2","74","2","3","07/18/2020","0",0,1,"1st/2nd instar",0,18,0,0,0,0,0,0,0,"","July"
"611",6,35,"2","1","3","4","07/18/2020","0",0,1,"1 egg",0,27,0,0,0,0,0,0,0,"","July"
"612",6,33,"2","14","1","1","07/18/2020","0",0,1,"1 egg",0,10,0,0,0,0,0,0,0,"","July"
"613",6,32,"2","18","2","1","07/18/2020","0",0,1,"1 egg",0,15,0,0,0,0,0,0,0,"","July"
"614",6,31,"2","18","4","3","07/18/2020","0",0,1,"1 egg",0,10,0,0,0,0,0,0,0,"","July"
"615",6,30,"2","12","5","4","07/18/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"616",6,29,"2","62","3","4","07/18/2020","0",0,0,"",0,8,0,0,0,0,0,0,0,"","July"
"617",6,28,"2","36","1","1","07/18/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"618",6,27,"2","5","5","3","07/18/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"619",6,26,"2","1","1","3","07/18/2020","0",0,0,"",0,16,0,0,0,0,0,0,0,"","July"
"620",6,24,"2","77","4","5","07/18/2020","0",0,1,"1 egg",0,2,0,0,0,0,1,0,0,"","July"
"621",6,23,"2","21","2","2","07/18/2020","0",0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","July"
"622",6,22,"1","79","4","1","07/18/2020","0",0,1,"1st instar",0,15,0,0,0,0,0,0,0,"","July"
"623",6,20,"1","3","5","1","07/18/2020","0",0,0,"",0,8,0,0,0,0,0,0,0,"","July"
"624",6,19,"1","19","5","2","07/18/2020","0",0,0,"",0,15,0,0,0,0,0,0,0,"","July"
"625",6,16,"1","51","2","1","07/18/2020","0",0,0,"",0,13,0,0,0,0,0,0,0,"","July"
"626",6,15,"1","26","1","2","07/18/2020","0",0,0,"",0,13,0,0,0,0,0,0,0,"","July"
"627",6,14,"1","36","2","5","07/18/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"628",6,13,"1","46","5","1","07/18/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"629",6,12,"1","7","5","2","07/18/2020","0",0,1,"2nd/3rd instar",0,0,0,0,0,0,0,0,0,"","July"
"630",6,11,"1","40","5","5","07/18/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"631",6,10,"1","49","4","5","07/18/2020","0",0,0,"",0,2,0,0,0,0,0,0,0,"","July"
"632",6,9,"1","21","4","4","07/18/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"633",6,8,"1","7","5","3","07/18/2020","0",0,0,"",0,4,0,0,0,150,0,0,0,"","July"
"634",6,7,"1","57","5","3","07/18/2020","0",0,0,"",0,6,0,0,0,0,0,0,0,"","July"
"635",6,6,"1","12","1","4","07/18/2020","0",0,2,"2 eggs",0,0,0,0,0,0,0,0,0,"","July"
"636",6,5,"1","11","2","4","07/18/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"637",6,4,"1","27","3","3","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"638",6,3,"1","2","2","3","07/18/2020","0",0,0,"",0,33,0,0,0,0,0,0,0,"","July"
"639",6,2,"1","61","4","5","07/18/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"640",6,1,"1","36","4","4","07/18/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"641",5,46,"2","29","5","4","07/20/2020","0",0,1,"1 egg",0,2,0,0,0,0,0,0,0,"","July"
"642",5,45,"2","64","1","2","07/20/2020","0",0,0,"",0,8,0,0,0,0,0,0,0,"","July"
"643",5,44,"2","69","1","4","07/20/2020","0",0,0,"",0,12,0,0,0,0,0,0,0,"","July"
"644",5,43,"2","36","3","4","07/20/2020","0",0,0,"",0,24,0,0,115,1,2,0,0,"","July"
"645",5,42,"2","39","5","3","07/20/2020","0",0,0,"",0,18,0,0,0,0,0,0,0,"","July"
"646",5,41,"2","2","1","5","07/20/2020","0",0,0,"",0,6,0,0,0,0,0,0,0,"","July"
"647",5,40,"2","14","1","4","07/20/2020","0",0,0,"",1,7,0,0,0,2,0,0,0,"","July"
"648",5,39,"2","77","5","1","07/20/2020","0",0,1,"2nd/3rd instar",1,37,0,0,0,2,1,0,0,"","July"
"649",5,38,"2","72","4","3","07/20/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"650",5,37,"2","8","3","3","07/20/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"651",5,36,"2","41","1","5","07/20/2020","0",0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","July"
"652",5,35,"2","17","5","1","07/20/2020","0",0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","July"
"653",5,34,"2","67","5","1","07/20/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"654",5,33,"2","40","3","1","07/20/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"655",5,32,"2","27","5","3","07/20/2020","0",0,1,"1 egg",0,19,0,0,0,0,0,0,0,"","July"
"656",5,31,"2","77","4","2","07/20/2020","0",0,0,"",0,14,0,0,0,0,0,0,1,"","July"
"657",5,30,"2","6","5","4","07/20/2020","0",0,2,"2 eggs",0,10,0,0,0,0,0,0,0,"","July"
"658",5,29,"2","17","1","3","07/20/2020","0",0,0,"",0,2,0,0,0,0,0,0,0,"","July"
"659",5,28,"2","79","1","3","07/20/2020","0",0,1,"1 egg",0,20,0,0,30,0,0,0,0,"","July"
"660",5,27,"2","30","5","2","07/20/2020","0",0,0,"",0,21,0,0,0,0,1,0,0,"","July"
"661",5,26,"2","74","2","1","07/20/2020","0",0,0,"",0,15,0,2,0,0,0,0,0,"","July"
"662",5,25,"2","12","5","2","07/20/2020","0",0,1,"1st instar",0,4,0,0,0,0,0,0,0,"","July"
"663",5,24,"2","62","1","1","07/20/2020","0",0,1,"1 egg",0,4,0,0,0,0,0,0,0,"","July"
"664",5,23,"2","3","4","3","07/20/2020","0",0,0,"",0,8,0,0,0,0,0,0,0,"","July"
"665",5,22,"1","13","1","4","07/20/2020","0",0,0,"",0,12,0,0,0,0,0,0,0,"","July"
"666",5,21,"1","47","4","5","07/20/2020","0",0,1,"1 egg",0,26,0,0,0,0,0,0,0,"","July"
"667",5,20,"1","9","1","5","07/20/2020","0",0,0,"",0,8,0,0,1,0,0,0,0,"","July"
"668",5,19,"1","21","3","5","07/20/2020","0",0,1,"1st instar",0,8,0,0,0,0,0,0,0,"","July"
"669",5,18,"1","46","5","3","07/20/2020","0",0,0,"",0,26,0,0,0,0,0,0,0,"","July"
"670",5,17,"1","47","3","3","07/20/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"671",5,16,"1","47","1","5","07/20/2020","0",0,1,"1st instar ",0,16,0,0,0,0,0,0,0,"","July"
"672",5,15,"1","72","3","5","07/20/2020","0",0,1,"1 egg",0,20,0,0,0,0,0,0,0,"","July"
"673",5,14,"1","49","2","3","07/20/2020","0",0,1,"1 egg",0,10,0,0,0,0,0,0,0,"","July"
"674",5,13,"1","21","3","1","07/20/2020","0",0,0,"",0,4,0,1,0,0,0,0,0,"","July"
"675",5,12,"1","23","1","5","07/20/2020","0",0,0,"",0,18,0,0,0,0,0,0,0,"","July"
"676",5,11,"1","3","2","4","07/20/2020","0",0,2,"1 egg + 2nd instar",0,2,0,0,0,0,0,0,0,"","July"
"677",5,8,"1","4","5","2","07/20/2020","0",0,0,"",0,27,0,0,0,0,0,0,0,"","July"
"678",5,7,"1","11","1","2","07/20/2020","0",0,0,"",0,17,0,0,0,4,1,0,0,"","July"
"679",5,6,"1","8","3","5","07/20/2020","0",0,0,"",0,27,0,0,0,3,0,0,0,"","July"
"680",5,5,"1","32","1","3","07/20/2020","0",0,1,"1 egg",0,14,0,0,0,0,0,0,0,"","July"
"681",5,3,"1","19","3","5","07/20/2020","0",0,0,"",0,19,0,0,0,0,0,0,0,"","July"
"682",5,2,"1","21","5","3","07/20/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"683",5,1,"1","77","1","1","07/20/2020","0",0,0,"",0,7,0,0,0,0,0,0,0,"","July"
"684",4,46,"2","46","4","1","07/20/2020","0",0,0,"",0,6,0,0,0,0,0,1,0,"","July"
"685",4,45,"2","18","5","2","07/20/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"686",4,44,"2","61","4","4","07/20/2020","0",0,1,"2nd instar",0,14,0,0,0,0,0,0,0,"","July"
"687",4,43,"2","1","3","5","07/20/2020","0",0,0,"",0,16,0,5,0,0,0,0,0,"","July"
"688",4,42,"2","2","2","2","07/20/2020","0",0,0,"",0,36,0,0,0,1,0,0,0,"","July"
"689",4,41,"2","36","1","5","07/20/2020","0",0,0,"",2,31,0,1,0,1,0,0,0,"","July"
"690",4,40,"2","36","1","4","07/20/2020","0",0,0,"",0,35,0,4,0,0,1,0,0,"","July"
"691",4,39,"2","18","1","1","07/20/2020","0",0,0,"",0,18,0,0,0,0,0,0,0,"","July"
"692",4,38,"2","40","5","3","07/20/2020","0",0,3,"1 egg + 3rd instar + 1st instar",0,20,5,0,0,1,0,0,0,"","July"
"693",4,37,"2","36","5","3","07/20/2020","0",0,1,"1 egg",0,16,0,0,0,0,0,0,0,"","July"
"694",4,36,"2","7","5","5","07/20/2020","0",0,1,"1 egg",1,43,0,0,0,0,0,0,0,"","July"
"695",4,34,"2","51","4","3","07/20/2020","0",0,3,"2 eggs + 2nd/3rd instar",0,19,0,0,0,0,0,0,0,"","July"
"696",4,33,"2","4","3","2","07/20/2020","0",0,1,"1 egg",0,11,0,2,0,0,0,0,0,"","July"
"697",4,32,"2","72","5","3","07/20/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"698",4,31,"2","6","3","1","07/20/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"699",4,30,"2","4","1","4","07/20/2020","0",0,2,"2 eggs",0,18,0,0,0,0,3,0,0,"","July"
"700",4,29,"2","23","1","2","07/20/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"701",4,28,"2","68","4","3","07/20/2020","0",0,0,"",0,13,0,0,0,0,0,0,0,"","July"
"702",4,27,"2","32","1","2","07/20/2020","0",0,0,"",0,2,0,0,0,0,0,0,0,"","July"
"703",4,26,"2","56","2","3","07/20/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"704",4,25,"2","15","2","5","07/20/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"705",4,24,"2","77","1","4","07/20/2020","0",0,1,"1 egg",0,2,0,0,1,0,0,0,0,"","July"
"706",4,23,"1","74","2","5","07/20/2020","0",0,0,"",0,7,0,0,0,0,0,0,0,"","July"
"707",4,21,"1","72","5","5","07/20/2020","0",0,0,"",0,6,0,0,0,0,0,0,0,"","July"
"708",4,20,"1","8","1","1","07/20/2020","0",0,0,"",0,15,0,0,0,0,0,0,0,"","July"
"709",4,19,"1","2","3","1","07/20/2020","0",0,0,"",0,2,0,0,0,0,0,0,0,"","July"
"710",4,18,"1","67","1","4","07/20/2020","0",0,0,"",0,0,0,0,0,0,0,1,0,"","July"
"711",4,17,"1","56","4","2","07/20/2020","0",0,0,"",0,11,0,0,0,0,0,0,0,"","July"
"712",4,16,"1","4","1","1","07/20/2020","0",0,1,"1 egg",0,9,0,0,0,0,0,0,0,"","July"
"713",4,15,"1","36","2","1","07/20/2020","0",0,0,"",0,13,0,0,0,0,0,0,0,"","July"
"714",4,14,"1","79","4","4","07/20/2020","0",0,1,"1 instar",0,7,0,0,0,0,0,0,0,"","July"
"715",4,13,"1","17","4","4","07/20/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"716",4,11,"1","1","4","1","07/20/2020","0",0,0,"",0,12,0,0,0,0,0,0,0,"","July"
"717",4,9,"1","30","4","3","07/20/2020","0",0,0,"",0,25,0,0,0,0,0,0,0,"","July"
"718",4,8,"1","1","2","2","07/20/2020","0",0,1,"1 egg",0,29,0,0,0,0,0,0,0,"","July"
"719",4,7,"1","1","2","1","07/20/2020","0",0,0,"",0,14,0,0,0,0,0,0,0,"","July"
"720",4,6,"1","21","2","3","07/20/2020","0",0,0,"",0,13,0,0,0,0,1,0,0,"","July"
"721",4,5,"1","47","1","1","07/20/2020","0",0,0,"",0,29,0,0,0,0,0,0,0,"","July"
"722",4,4,"1","47","3","5","07/20/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"723",4,3,"1","12","4","1","07/20/2020","0",0,1,"1 egg",0,37,0,0,0,0,0,0,0,"","July"
"724",4,2,"1","79","2","1","07/20/2020","0",0,1,"1 egg",0,9,0,0,0,0,0,0,0,"","July"
"725",4,1,"1","21","4","1","07/20/2020","0",0,0,"",0,16,0,0,0,0,0,1,0,"","July"
"726",3,46,"2","19","1","1","07/20/2020","0",0,1,"2nd instar",0,14,0,0,0,0,0,0,0,"","July"
"727",3,45,"2","1","1","5","07/20/2020","0",0,1,"1 egg",0,2,0,0,0,0,0,0,0,"","July"
"728",3,44,"2","67","2","5","07/20/2020","0",0,1,"1 egg",0,7,0,0,0,0,0,0,0,"","July"
"729",3,43,"2","40","5","2","07/20/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"730",3,42,"2","46","2","2","07/20/2020","0",0,2,"2 eggs",0,25,0,0,0,1,0,0,0,"","July"
"731",3,41,"2","67","4","3","07/20/2020","0",0,1,"1 egg",0,19,0,2,0,1,0,0,0,"","July"
"732",3,40,"2","12","5","3","07/20/2020","0",0,1,"1 egg",1,15,0,12,0,0,1,0,0,"","July"
"733",3,39,"2","49","5","3","07/20/2020","0",0,0,"",0,21,0,0,0,0,0,0,0,"","July"
"734",3,38,"2","46","2","3","07/20/2020","0",0,1,"1 egg ",0,22,0,0,0,0,0,0,0,"","July"
"735",3,37,"2","56","2","1","07/20/2020","0",0,2,"2 eggs",0,11,0,0,0,0,0,0,0,"","July"
"736",3,36,"2","72","2","3","07/20/2020","0",0,0,"",0,37,0,0,0,0,0,0,0,"","July"
"737",3,35,"2","77","5","5","07/20/2020","0",0,0,"",0,19,0,10,0,0,0,0,0,"","July"
"738",3,34,"2","31","1","3","07/20/2020","0",0,2,"1 egg + 1st/2nd instar",0,11,0,2,0,0,1,0,0,"","July"
"739",3,33,"2","21","2","5","07/20/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"740",3,31,"2","56","4","4","07/20/2020","0",0,2,"1st instar + 3rd/4th instar",0,19,0,0,0,0,2,0,0,"","July"
"741",3,30,"2","72","1","3","07/20/2020","0",0,1,"1st/2nd instar",0,0,0,0,0,0,1,0,0,"","July"
"742",3,29,"2","4","4","4","07/20/2020","0",0,2,"1 egg + 1st instar",0,14,0,2,0,0,0,0,0,"","July"
"743",3,28,"2","77","3","2","07/20/2020","0",0,0,"",0,11,0,352,0,0,0,0,0,"","July"
"744",3,27,"2","39","4","2","07/20/2020","0",0,0,"",0,34,0,0,0,0,0,0,0,"","July"
"745",3,26,"2","62","3","1","07/20/2020","0",0,1,"1 egg",0,29,0,0,0,0,0,0,0,"","July"
