Row,Column,Block,Population,Family,Replicate,Comment,Date,Height_ram1,Height_ram2,Height_ram3,Height_ram4,Height_ram5,Height_ram6,Height_ram7,Height_ram8,Total_Height,Dead
15,32,4,77,2,3,,9/1/2020,,,,,,,,,0,1
15,33,4,4,5,1,,9/1/2020,52.2,,,,,,,,52.2,0
15,34,4,11,3,4,,9/1/2020,,,,,,,,,0,1
15,35,4,57,4,1,,9/1/2020,37.5,52.3,55.2,,,,,,145,0
15,36,4,72,4,2,,9/1/2020,13.5,14.6,,,,,,,28.1,0
15,37,4,5,1,1,,9/1/2020,59.6,41.2,37.5,40.6,64,,,,242.9,0
15,38,4,56,4,5,,9/1/2020,72.2,,,,,,,,72.2,0
15,39,4,40,2,5,,9/1/2020,4.8,26.7,50.1,,,,,,81.6,0
15,40,4,9,1,1,,9/1/2020,40.2,24.4,,,,,,,64.6,0
15,41,4,40,3,3,,9/1/2020,14.6,45.5,,,,,,,60.1,0
15,42,4,3,3,4,,9/1/2020,15.8,,,,,,,,15.8,0
15,43,4,20,5,2,,9/1/2020,51.5,36.7,,,,,,,88.2,0
15,44,4,3,2,1,,9/1/2020,17.6,,,,,,,,17.6,0
15,45,4,41,4,5,,9/1/2020,22.1,,,,,,,,22.1,0
15,46,4,18,4,5,,9/1/2020,,,,,,,,,0,1
16,1,3,15,4,2,,8/31/2020,36.5,39.2,47.2,,,,,,122.9,0
16,2,3,57,4,2,,8/31/2020,,,,,,,,,0,1
16,3,3,27,1,1,,8/31/2020,,,,,,,,,0,1
16,4,3,77,2,1,,8/31/2020,73.2,,,,,,,,73.2,0
16,5,3,29,4,4,,8/31/2020,18.1,20.4,,,,,,,38.5,0
16,6,3,21,3,2,,8/31/2020,39.2,75,51,56.6,63.5,10.2,,,295.5,0
16,7,3,31,1,2,,8/31/2020,40.5,59.2,,,,,,,99.7,0
16,8,3,36,5,1,,8/31/2020,66.5,12,38.5,,,,,,117,0
16,9,3,21,4,2,,8/31/2020,38,74.1,34.3,,,,,,146.4,0
16,10,3,15,5,3,,8/31/2020,16.4,44.2,,,,,,,60.6,0
16,11,3,46,4,4,,8/31/2020,68.3,58.6,75,,,,,,201.9,0
16,12,3,5,2,1,,8/31/2020,20.8,29.6,21.6,19.1,20.1,55.9,47,,214.1,0
16,13,3,41,1,2,,8/31/2020,44.3,49,73.3,,,,,,166.6,0
16,14,3,49,2,2,,8/31/2020,61.1,55,,,,,,,116.1,0
16,15,3,67,5,4,,8/31/2020,47.7,,,,,,,,47.7,0
16,16,3,7,5,4,,8/31/2020,54.2,65.5,63.3,,,,,,183,0
16,17,3,5,4,5,,8/31/2020,18,,,,,,,,18,0
16,18,3,4,5,5,,8/31/2020,,,,,,,,,0,1
16,19,3,68,5,1,,8/31/2020,,,,,,,,,0,1
16,20,3,4,2,3,,8/31/2020,46.4,,,,,,,,46.4,0
16,21,3,61,4,2,,8/31/2020,9.3,4.6,11.5,10.7,6.8,,,,42.9,0
16,22,3,39,4,4,,8/31/2020,50.1,,,,,,,,50.1,0
16,23,3,1,5,3,,8/31/2020,5.8,4.1,3.1,13,,,,,26,0
16,24,3,2,3,2,,8/31/2020,38.3,,,,,,,,38.3,0
16,25,3,19,1,3,,8/31/2020,8.3,6,47,,,,,,61.3,0
16,26,4,NO PLANT,NO PLANT,NO PLANT,NO PLANT,8/31/2020,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,0
16,27,4,27,1,2,,8/31/2020,24.4,,,,,,,,24.4,0
16,28,4,2,4,2,,8/31/2020,7.9,43.2,48.8,,,,,,99.9,0
16,29,4,30,2,5,,8/31/2020,23,34.8,,,,,,,57.8,0
16,30,4,19,1,4,,8/31/2020,56.9,,,,,,,,56.9,0
16,31,4,39,1,4,,8/31/2020,,,,,,,,,0,1
16,32,4,79,5,5,,8/31/2020,23,75.2,78.8,42.1,,,,,219.1,0
16,33,4,18,2,5,,8/31/2020,83.2,54,,,,,,,137.2,0
16,34,4,31,2,4,,8/31/2020,,,,,,,,,0,1
16,35,4,67,1,1,,8/31/2020,8.1,4.3,36.7,,,,,,49.1,0
16,36,4,45,1,5,,8/31/2020,,,,,,,,,0,1
16,37,4,3,3,1,,8/31/2020,16.8,12.6,,,,,,,29.4,0
16,38,4,79,2,3,,8/31/2020,7.1,7.4,,,,,,,14.5,0
16,39,4,68,3,2,,8/31/2020,14.4,12,14.7,,,,,,41.1,0
16,40,4,39,1,2,,8/31/2020,15.3,,,,,,,,15.3,0
16,41,4,2,4,1,,8/31/2020,64.1,6.2,14.2,,,,,,84.5,0
16,42,4,20,5,3,,8/31/2020,,,,,,,,,0,1
16,43,4,3,2,3,,8/31/2020,10.4,12.5,12.3,,,,,,35.2,0
16,44,4,18,3,5,,8/31/2020,4.5,7,12.8,,,,,,24.3,0
16,45,4,42,1,5,,8/31/2020,,,,,,,,,0,1
16,46,4,12,3,5,,8/31/2020,13,,,,,,,,13,0
17,1,3,6,4,3,,8/31/2020,36,,,,,,,,36,0
17,2,3,8,2,1,,8/31/2020,29.1,,,,,,,,29.1,0
17,3,3,62,5,1,,8/31/2020,57.8,42,52.6,,,,,,152.4,0
17,4,3,12,5,5,,8/31/2020,10.1,33.2,,,,,,,43.3,0
17,5,3,8,1,3,,8/31/2020,,,,,,,,,0,1
17,6,3,79,5,4,,8/31/2020,41.7,30.6,,,,,,,72.3,0
17,7,3,3,4,5,,8/31/2020,70,63.3,,,,,,,133.3,0
17,8,3,46,3,4,,8/31/2020,49,31.5,53.4,48.2,,,,,182.1,0
17,9,3,79,1,5,,8/31/2020,56.4,,,,,,,,56.4,0
17,10,3,39,4,5,,8/31/2020,41.1,50.5,52.8,60.8,,,,,205.2,0
17,11,3,69,2,3,,8/31/2020,61.1,5.3,10.4,50.3,63,,,,190.1,0
17,12,3,67,4,4,,8/31/2020,17.5,17.1,30,56.6,53.2,,,,174.4,0
17,13,3,11,2,1,,8/31/2020,63.2,,,,,,,,63.2,0
17,14,3,13,5,1,,8/31/2020,69.2,73.8,,,,,,,143,0
17,15,3,54,1,5,,8/31/2020,,,,,,,,,0,1
17,16,3,40,2,1,,8/31/2020,41.3,47.2,62.9,,,,,,151.4,0
17,17,3,12,2,5,,8/31/2020,49.2,52.3,,,,,,,101.5,0
17,18,3,15,4,5,,8/31/2020,3.8,,,,,,,,3.8,0
17,19,3,77,5,2,,8/31/2020,7.6,12.7,70.4,,,,,,90.7,0
17,20,3,40,1,1,,8/31/2020,60.4,,,,,,,,60.4,0
17,21,3,69,1,5,,8/31/2020,,,,,,,,,0,1
17,22,3,67,3,1,,8/31/2020,56.1,,,,,,,,56.1,0
17,23,3,36,4,5,,8/31/2020,,,,,,,,,0,1
17,24,3,16,1,3,,8/31/2020,8.8,10.5,24,,,,,,43.3,0
17,25,3,13,1,1,,8/31/2020,25.6,19,31.9,6.2,25,19.7,,,127.4,0
17,26,4,18,1,5,,8/31/2020,39.2,51.6,52.7,,,,,,143.5,0
17,27,4,61,3,2,,8/31/2020,46.3,18,51.4,,,,,,115.7,0
17,28,4,12,4,3,,8/31/2020,21.9,,,,,,,,21.9,0
17,29,4,5,5,1,,8/31/2020,27.3,,,,,,,,27.3,0
17,30,4,49,2,5,,8/31/2020,5,41.4,,,,,,,46.4,0
17,31,4,74,1,1,,8/31/2020,43.5,,,,,,,,43.5,0
17,32,4,36,4,3,,8/31/2020,43.2,11,,,,,,,54.2,0
17,33,4,67,3,4,,8/31/2020,18.2,,,,,,,,18.2,0
17,34,4,15,1,3,,8/31/2020,,,,,,,,,0,1
17,35,4,5,3,4,,8/31/2020,,,,,,,,,0,1
17,36,4,16,3,2,,8/31/2020,,,,,,,,,0,1
17,37,4,7,2,5,,8/31/2020,,,,,,,,,0,1
17,38,4,26,1,5,,8/31/2020,9.1,,,,,,,,9.1,0
17,39,4,57,3,3,,8/31/2020,,,,,,,,,0,1
17,40,4,68,2,4,,8/31/2020,,,,,,,,,0,1
17,41,4,19,2,3,,8/31/2020,16.2,,,,,,,,16.2,0
17,42,4,61,5,4,,8/31/2020,,,,,,,,,0,1
17,43,4,30,3,2,,8/31/2020,10.1,,,,,,,,10.1,0
17,44,4,5,4,2,,8/31/2020,5.1,,,,,,,,5.1,0
17,45,4,27,5,5,,8/31/2020,8,36.7,,,,,,,44.7,0
17,46,4,1,4,4,,8/31/2020,72.7,89,,,,,,,161.7,0
18,1,3,5,1,2,,8/31/2020,29.6,,,,,,,,29.6,0
18,2,3,39,2,3,,8/31/2020,21.3,18.2,,,,,,,39.5,0
18,3,3,61,1,4,,8/31/2020,23,26.1,,,,,,,49.1,0
18,4,3,64,5,4,,8/31/2020,59.8,29,40.6,58.7,,,,,188.1,0
18,5,3,46,4,5,,8/31/2020,59.6,,,,,,,,59.6,0
18,6,3,2,3,3,,8/31/2020,70.2,,,,,,,,70.2,0
18,7,3,17,2,2,,8/31/2020,,,,,,,,,0,1
18,8,3,68,1,3,,8/31/2020,34.4,7.4,8.8,5.5,16.7,,,,72.8,0
18,9,3,4,4,3,,8/31/2020,12.1,16.6,,,,,,,28.7,0
18,10,3,3,5,2,,8/31/2020,39.6,,,,,,,,39.6,0
18,11,3,18,3,2,,8/31/2020,46,47.6,32.2,,,,,,125.8,0
18,12,3,56,3,2,,8/31/2020,84,67.2,59.1,90.6,,,,,300.9,0
18,13,3,42,1,3,,8/31/2020,46.7,19.6,,,,,,,66.3,0
18,14,3,62,5,4,,8/31/2020,33.2,62.1,,,,,,,95.3,0
18,15,3,14,3,4,,8/31/2020,,,,,,,,,0,1
18,16,3,28,4,2,,8/31/2020,50.8,,,,,,,,50.8,0
18,17,3,11,1,5,,8/31/2020,74.6,,,,,,,,74.6,0
18,18,3,49,3,2,,8/31/2020,29,23.4,11.5,23.1,12.2,,,,99.2,0
18,19,3,7,4,5,,8/31/2020,55,,,,,,,,55,0
18,20,3,15,1,1,,8/31/2020,68.6,,,,,,,,68.6,0
18,21,3,69,1,3,,8/31/2020,33.3,53,,,,,,,86.3,0
18,22,3,74,5,3,,8/31/2020,,,,,,,,,0,1
18,23,3,47,3,4,,8/31/2020,24.3,31.1,,,,,,,55.4,0
18,24,3,62,3,2,,8/31/2020,15,36.5,,,,,,,51.5,0
18,25,3,39,1,3,,8/31/2020,54.4,,,,,,,,54.4,0
18,26,4,36,5,5,,8/31/2020,54,,,,,,,,54,0
18,27,4,6,3,2,,8/31/2020,18.6,38,,,,,,,56.6,0
18,28,4,39,1,1,,8/31/2020,29.3,39.3,35.5,,,,,,104.1,0
18,29,4,20,1,1,,8/31/2020,57,24.4,,,,,,,81.4,0
18,30,4,21,1,5,,8/31/2020,72.2,67.7,,,,,,,139.9,0
18,31,4,64,1,5,,8/31/2020,8,21.2,,,,,,,29.2,0
18,32,4,5,3,3,,8/31/2020,50.2,,,,,,,,50.2,0
18,33,4,18,5,4,,8/31/2020,56.7,,,,,,,,56.7,0
18,34,4,21,1,1,,8/31/2020,33.5,,,,,,,,33.5,0
18,35,4,6,5,5,,8/31/2020,,,,,,,,,0,1
18,36,4,35,2,3,,8/31/2020,19,14.4,,,,,,,33.4,0
18,37,4,69,2,5,,8/31/2020,,,,,,,,,0,1
18,38,4,31,4,1,,8/31/2020,14.1,12.8,,,,,,,26.9,0
18,39,4,30,3,5,,8/31/2020,10.2,6,,,,,,,16.2,0
18,40,4,46,2,1,,8/31/2020,18.4,,,,,,,,18.4,0
18,41,4,3,5,5,,8/31/2020,12.4,9.6,7.7,,,,,,29.7,0
18,42,4,18,2,3,,8/31/2020,12,,,,,,,,12,0
18,43,4,40,5,4,,8/31/2020,9.3,13.1,9.7,15.1,,,,,47.2,0
18,44,4,20,3,1,,8/31/2020,16.4,,,,,,,,16.4,0
18,45,4,3,1,1,,8/31/2020,13.7,,,,,,,,13.7,0
18,46,4,2,2,4,,8/31/2020,23.2,,,,,,,,23.2,0
19,1,3,2,2,1,,8/31/2020,36.7,10.8,8.2,15.8,35,39.4,,,145.9,0
19,2,3,31,3,1,,8/31/2020,36,36.2,7.3,,,,,,79.5,0
19,3,3,40,4,3,,8/31/2020,46.1,20.2,40.1,,,,,,106.4,0
19,4,3,4,2,5,,8/31/2020,28,23.2,,,,,,,51.2,0
19,5,3,72,2,5,,8/31/2020,37.3,37,,,,,,,74.3,0
19,6,3,64,5,5,,8/31/2020,29.4,34.2,17.5,,,,,,81.1,0
19,7,3,69,2,2,,8/31/2020,33,28.4,,,,,,,61.4,0
19,8,3,26,1,3,,8/31/2020,24,38.6,37.7,82,,,,,182.3,0
19,9,3,61,5,2,,8/31/2020,79.7,,,,,,,,79.7,0
19,10,3,45,1,3,,8/31/2020,,,,,,,,,0,1
19,11,3,72,4,1,,8/31/2020,26.2,26.5,8.1,,,,,,60.8,0
19,12,3,18,3,4,,8/31/2020,61.5,76.7,47.1,,,,,,185.3,0
19,13,3,19,2,1,,8/31/2020,78.6,38.4,53,62.5,10.1,,,,242.6,0
19,14,3,64,3,1,,8/31/2020,39.8,34.1,11.1,,,,,,85,0
19,15,3,47,1,2,,8/31/2020,51.8,40.3,,,,,,,92.1,0
19,16,3,2,5,1,,8/31/2020,,,,,,,,,0,1
19,17,3,6,3,3,,8/31/2020,45.3,,,,,,,,45.3,0
19,18,3,12,1,1,,8/31/2020,56.8,46.6,53.1,,,,,,156.5,0
19,19,3,46,2,4,,8/31/2020,59.5,,,,,,,,59.5,0
19,20,3,28,4,3,,8/31/2020,48.4,39.6,35.4,73.6,,,,,197,0
19,21,3,74,1,4,,8/31/2020,7.7,20.6,,,,,,,28.3,0
19,22,3,46,3,1,,8/31/2020,20.3,,,,,,,,20.3,0
19,23,3,6,1,4,,8/31/2020,38.4,43.6,54.7,,,,,,136.7,0
19,24,3,61,3,5,,8/31/2020,7.3,9.1,4.3,12.1,13.3,,,,46.1,0
19,25,3,15,2,2,,8/31/2020,15.1,28.7,,,,,,,43.8,0
19,26,4,8,1,5,,8/31/2020,,,,,,,,,0,1
19,27,4,1,5,1,,8/31/2020,66.8,,,,,,,,66.8,0
19,28,4,13,2,2,,8/31/2020,20.6,47.4,44.3,,,,,,112.3,0
19,29,4,61,3,1,,8/31/2020,19,5.5,10.6,6.8,10,,,,51.9,0
19,30,4,7,2,1,,8/31/2020,15.6,15.2,73.3,,,,,,104.1,0
19,31,4,1,4,2,,8/31/2020,,,,,,,,,0,1
19,32,4,62,5,3,,8/31/2020,19.2,48.4,,,,,,,67.6,0
19,33,4,57,4,3,,8/31/2020,4.1,10.4,45.6,64.3,,,,,124.4,0
19,34,4,29,5,5,,8/31/2020,15.5,,,,,,,,15.5,0
19,35,4,28,1,1,,8/31/2020,10.6,6.8,5.3,,,,,,22.7,0
19,36,4,11,4,1,,8/31/2020,,,,,,,,,0,1
19,37,4,27,5,1,,8/31/2020,43.6,,,,,,,,43.6,0
19,38,4,79,3,2,,8/31/2020,,,,,,,,,0,1
19,39,4,21,2,4,,8/31/2020,10.1,8.4,,,,,,,18.5,0
19,40,4,15,1,2,,8/31/2020,24.1,28.5,,,,,,,52.6,0
19,41,4,19,2,5,,8/31/2020,72.6,16.4,25,19.3,,,,,133.3,0
19,42,4,9,2,3,,8/31/2020,11.1,8.7,,,,,,,19.8,0
19,43,4,49,2,1,,8/31/2020,20.4,22.1,,,,,,,42.5,0
19,44,4,20,3,3,,8/31/2020,9.1,11.4,9.6,8.6,6.4,,,,45.1,0
19,45,4,15,3,2,,8/31/2020,67.7,,,,,,,,67.7,0
19,46,4,46,3,5,,8/31/2020,18.2,9.2,4.4,2.3,2.2,,,,36.3,0
20,1,3,2,3,4,,8/31/2020,53.5,49.2,17.9,9,18.2,,,,147.8,0
20,2,3,56,3,1,,8/31/2020,,,,,,,,,0,1
20,3,3,3,3,2,,8/31/2020,2.2,,,,,,,,2.2,0
20,4,3,46,5,4,,8/31/2020,61.3,61.2,32.8,,,,,,155.3,0
20,5,3,29,1,1,,8/31/2020,33.4,,,,,,,,33.4,0
20,6,3,19,5,3,,8/31/2020,25.5,49.8,,,,,,,75.3,0
20,7,3,49,1,3,,8/31/2020,,,,,,,,,0,1
20,8,3,27,2,2,,8/31/2020,18.1,19.7,,,,,,,37.8,0
20,9,3,36,5,4,,8/31/2020,43.1,48.5,,,,,,,91.6,0
20,10,3,21,5,2,,8/31/2020,54.1,,,,,,,,54.1,0
20,11,3,1,5,4,,8/31/2020,63.1,,,,,,,,63.1,0
20,12,3,67,5,2,,8/31/2020,24.5,28.1,22,6.7,14.1,,,,95.4,0
20,13,3,3,4,4,,8/31/2020,61.8,63.5,49.4,17.6,23.2,,,,215.5,0
20,14,3,30,4,1,,8/31/2020,21.5,7.7,,,,,,,29.2,0
20,15,3,1,3,3,,8/31/2020,69.6,,,,,,,,69.6,0
20,16,3,72,1,4,,8/31/2020,16.9,13.6,12.2,,,,,,42.7,0
20,17,3,6,1,5,,8/31/2020,52.8,64.7,,,,,,,117.5,0
20,18,3,67,3,3,,8/31/2020,43.2,17.1,,,,,,,60.3,0
20,19,3,5,3,1,,8/31/2020,53.4,22,,,,,,,75.4,0
20,20,3,11,2,2,,8/31/2020,75.3,6.7,,,,,,,82,0
20,21,3,18,1,3,,8/31/2020,28.9,,,,,,,,28.9,0
20,22,3,57,2,2,,8/31/2020,8.7,,,,,,,,8.7,0
20,23,3,18,4,4,,8/31/2020,76.1,34.5,29.8,20.1,7,,,,167.5,0
20,24,3,8,3,4,,8/30/2020,35.3,40.1,,,,,,,75.4,0
20,25,3,51,4,4,,8/30/2020,60.4,74.5,75.1,,,,,,210,0
20,26,4,31,4,5,,8/30/2020,53,7.3,,,,,,,60.3,0
20,27,4,19,3,3,,8/30/2020,14.6,15.6,,,,,,,30.2,0
20,28,4,5,2,5,,8/30/2020,31.3,,,,,,,,31.3,0
20,29,4,36,2,3,,8/30/2020,53.8,,,,,,,,53.8,0
20,30,4,18,4,2,,8/30/2020,8,11,4.5,30.2,,,,,53.7,0
20,31,4,30,2,3,,8/30/2020,47.6,,,,,,,,47.6,0
20,32,4,79,1,2,,8/30/2020,21.3,41.9,53.4,62.2,,,,,178.8,0
20,33,4,36,1,3,,8/30/2020,17.1,42.7,,,,,,,59.8,0
20,34,4,2,5,2,,8/30/2020,33.7,,,,,,,,33.7,0
20,35,4,28,4,1,,8/30/2020,22.9,19,38.8,,,,,,80.7,0
20,36,4,77,1,3,totally eaten by Monarchs,8/30/2020,10.4,8.2,,,,,,,18.6,0
20,37,4,40,2,3,,8/30/2020,29.2,14.9,,,,,,,44.1,0
20,38,4,15,4,3,,8/30/2020,14.3,40.1,,,,,,,54.4,0
20,39,4,47,1,3,,8/30/2020,17.4,,,,,,,,17.4,0
20,40,4,3,5,3,,8/30/2020,11.4,12.4,,,,,,,23.8,0
20,41,4,30,5,1,,8/30/2020,8.6,4.5,,,,,,,13.1,0
20,42,4,27,4,4,,8/30/2020,17.6,12.5,,,,,,,30.1,0
20,43,4,18,5,5,,8/30/2020,,,,,,,,,0,1
20,44,4,2,3,5,ramets dead,8/30/2020,,,,,,,,,0,1
20,45,4,36,3,2,,8/30/2020,,,,,,,,,0,1
20,46,4,35,3,4,,8/30/2020,37,31.5,,,,,,,68.5,0
21,1,3,30,2,2,,8/30/2020,55.5,,,,,,,,55.5,0
21,2,3,8,3,1,,8/30/2020,37.5,37.5,33.4,,,,,,108.4,0
21,3,3,31,1,4,,8/30/2020,73.8,11.3,,,,,,,85.1,0
21,4,3,2,1,4,,8/30/2020,39.8,4.8,11.9,12.6,8.5,,,,77.6,0
21,5,3,16,3,1,,8/30/2020,,,,,,,,,0,1
21,6,3,29,5,1,,8/30/2020,21.5,34.3,,,,,,,55.8,0
21,7,3,8,2,4,,8/30/2020,46.9,,,,,,,,46.9,0
21,8,3,16,1,5,,8/30/2020,,,,,,,,,0,1
21,9,3,67,2,3,,8/30/2020,38.4,,,,,,,,38.4,0
21,10,3,46,1,4,,8/30/2020,51,34.4,46.6,,,,,,132,0
21,11,3,72,5,2,,8/30/2020,59.1,21.3,5,,,,,,85.4,0
21,12,3,3,1,2,,8/30/2020,,,,,,,,,0,1
21,13,3,2,4,4,,8/30/2020,,,,,,,,,0,1
21,14,3,47,3,1,,8/30/2020,20.5,17.7,,,,,,,38.2,0
21,15,3,51,4,5,,8/30/2020,36.6,,,,,,,,36.6,0
21,16,3,14,2,4,,8/30/2020,,,,,,,,,0,1
21,17,3,42,2,3,,8/30/2020,13.1,3.6,13.2,9.1,12.5,11.2,14.1,18.6,95.4,0
21,18,3,13,5,3,,8/30/2020,,,,,,,,,0,1
21,19,3,47,5,5,,8/30/2020,46,,,,,,,,46,0
21,20,3,77,4,1,,8/30/2020,39.9,,,,,,,,39.9,0
21,21,3,30,3,4,,8/30/2020,106.9,60.1,11.3,11.1,,,,,189.4,0
21,22,3,6,5,1,,8/30/2020,13.2,9.9,17.3,,,,,,40.4,0
21,23,3,18,4,1,,8/30/2020,56.2,48,,,,,,,104.2,0
21,24,3,35,5,4,,8/30/2020,26.5,26.1,18.3,,,,,,70.9,0
21,25,3,35,3,1,,8/30/2020,,,,,,,,,0,1
21,26,4,30,5,5,,8/30/2020,23.5,24.1,4,6.2,,,,,57.8,0
21,27,4,18,2,2,,8/30/2020,52.9,,,,,,,,52.9,0
21,28,4,8,2,3,,8/30/2020,27.4,7.5,,,,,,,34.9,0
21,29,4,68,2,1,,8/30/2020,18.6,11,9.8,10.3,,,,,49.7,0
21,30,4,6,4,1,,8/30/2020,85.8,,,,,,,,85.8,0
21,31,4,4,5,3,,8/30/2020,,,,,,,,,0,1
21,32,4,39,4,3,,8/30/2020,96.5,111.3,98.3,72.2,,,,,378.3,0
21,33,4,35,4,2,,8/30/2020,42.8,16.8,25.7,18.2,,,,,103.5,0
21,34,4,7,1,4,,8/30/2020,46.6,40.2,9.3,,,,,,96.1,0
21,35,4,19,5,4,,8/30/2020,30.2,20.3,12.1,,,,,,62.6,0
21,36,4,27,3,5,,8/30/2020,39.1,42.5,,,,,,,81.6,0
21,37,4,23,1,3,,8/30/2020,25.5,13.9,20.8,,,,,,60.2,0
21,38,4,3,3,3,,8/30/2020,26,8.2,,,,,,,34.2,0
21,39,4,40,4,4,,8/30/2020,17.5,11,9,,,,,,37.5,0
21,40,4,27,1,3,,8/30/2020,,,,,,,,,0,1
21,41,4,12,3,3,,8/30/2020,37.4,32.2,18.6,14.8,2.6,,,,105.6,0
21,42,4,31,2,5,,8/30/2020,8.2,,,,,,,,8.2,0
21,43,4,3,4,2,,8/30/2020,38.3,36.6,,,,,,,74.9,0
21,44,4,56,2,5,,8/30/2020,43.4,,,,,,,,43.4,0
21,45,4,11,3,3,,8/30/2020,35.6,2.1,,,,,,,37.7,0
21,46,4,47,2,5,,8/30/2020,17.7,,,,,,,,17.7,0
