"","Row","Column","Block","Population","Family","Replicate","Alive","Herbivory","Date","Surveyor","Comment"
"667",15,23,"3","27","5","4",1,"2,3,6,2,3","8/24/2021","Sophie",NA
"668",15,24,"3","68","3","1",1,"0,1,0,3,0","8/24/2021","Sophie",NA
"669",15,25,"3","74","1","2",1,"0,10,0,16,22","8/24/2021","Sophie",NA
"670",15,26,"4","29","3","1",1,"0,0,2,0,4","8/24/2021","Sophie",NA
"671",15,27,"4","29","2","4",0,NA,"8/24/2021","Sophie",NA
"672",15,28,"4","15","3","3",1,"0,14,3,2,0","8/24/2021","Sophie",NA
"673",15,29,"4","14","2","5",1,"2,0,1,0,2","8/24/2021","Sophie",NA
"674",15,30,"4","31","3","5",1,"5,0,33,28,8","8/24/2021","Sophie",NA
"675",15,31,"4","69","1","1",1,"0,3,1,0,3","8/24/2021","Sophie",NA
"676",15,32,"4","77","2","3",0,NA,"8/24/2021","Sophie",NA
"677",15,33,"4","4","5","1",1,"0,18,0,0,3","8/24/2021","Sophie",NA
"678",15,34,"4","11","3","4",1,"4,4,1,10,0","8/24/2021","Sophie",NA
"679",15,35,"4","57","4","1",1,"0,2,2,1,3","8/24/2021","Sophie",NA
"680",15,36,"4","72","4","2",0,NA,"8/24/2021","Sophie",NA
"681",15,37,"4","5","1","1",1,"0,2,3,0,0","8/24/2021","Sophie",NA
"682",15,38,"4","56","4","5",1,"20,3,28,3,5","8/24/2021","Sophie",NA
"683",15,39,"4","40","2","5",1,"20,8,3,0,0","8/24/2021","Sophie",NA
"684",15,40,"4","9","1","1",1,"3,0,3,0,0","8/24/2021","Sophie",NA
"685",15,41,"4","40","3","3",1,"0,30,1,0,25","8/24/2021","Sophie",NA
"686",15,42,"4","3","3","4",0,NA,"8/24/2021","Sophie",NA
"687",15,43,"4","20","5","2",1,"0,0,8,0,0","8/24/2021","Sophie",NA
"688",15,44,"4","3","2","1",0,NA,"8/24/2021","Sophie",NA
"689",15,45,"4","41","4","5",1,"3,5,1,0,1","8/24/2021","Sophie",NA
"690",15,46,"4","18","4","5",0,NA,"8/24/2021","Sophie",NA
"691",16,1,"3","15","4","2",1,"2,6,2,2,0","8/24/2021","Sophie",NA
"692",16,2,"3","57","4","2",0,NA,"8/24/2021","Sophie",NA
"693",16,3,"3","27","1","1",0,NA,"8/24/2021","Sophie",NA
"694",16,4,"3","77","2","1",1,"0,1,0,9,0","8/24/2021","Sophie",NA
"695",16,5,"3","29","4","4",1,"38,8,0,1,10","8/24/2021","Sophie",NA
"696",16,6,"3","21","3","2",1,"2,2,0,0,3","8/24/2021","Sophie",NA
"697",16,7,"3","31","1","2",1,"0,0,1,0,1","8/24/2021","Sophie",NA
"698",16,8,"3","36","5","1",1,"0,10,0,0,4","8/24/2021","Sophie",NA
"699",16,9,"3","21","4","2",1,"0,0,0,0,0","8/24/2021","Sophie",NA
"700",16,10,"3","15","5","3",1,"2,20,1,0,3","8/24/2021","Sophie",NA
"701",16,11,"3","46","4","4",1,"0,0,0,0,02","8/24/2021","Sophie",NA
"702",16,12,"3","5","2","1",1,"4,28,0,8,3","8/24/2021","Sophie",NA
"703",16,13,"3","41","1","2",1,"1,0,22,6,26","8/24/2021","Sophie",NA
"704",16,14,"3","49","2","2",1,"0,0,0,0,05","8/24/2021","Sophie",NA
"705",16,15,"3","67","5","4",1,"0,0,0,0,0","8/24/2021","Sophie",NA
"706",16,16,"3","7","5","4",1,"0,8,1,1,0","8/24/2021","Sophie",NA
"707",16,17,"3","5","4","5",0,NA,"8/24/2021","Sophie",NA
"708",16,18,"3","4","5","5",0,NA,"8/24/2021","Sophie",NA
"709",16,19,"3","68","5","1",0,NA,"8/24/2021","Sophie",NA
"710",16,20,"3","4","2","3",0,NA,"8/24/2021","Sophie",NA
"711",16,21,"3","61","4","2",1,"25,25,12,4,2","8/24/2021","Sophie",NA
"712",16,22,"3","39","4","4",1,"0,6,5,2,2","8/24/2021","Sophie",NA
"713",16,23,"3","1","5","3",1,"0,0,0,0,0","8/24/2021","Sophie",NA
"714",16,24,"3","2","3","2",1,"2,0,2,0,3","8/24/2021","Sophie",NA
"715",16,25,"3","19","1","3",1,"0,0,0,3,3","8/24/2021","Sophie",NA
"717",16,27,"4","27","1","2",0,NA,"8/24/2021","Sophie",NA
"718",16,28,"4","2","4","2",1,"0,0,0,1,7","8/24/2021","Sophie",NA
"719",16,29,"4","30","2","5",1,"1,2,2,3,2","8/24/2021","Sophie",NA
"720",16,30,"4","19","1","4",1,"0,0,0,0,0","8/24/2021","Sophie",NA
"721",16,31,"4","39","1","4",0,NA,"8/24/2021","Sophie",NA
"722",16,32,"4","79","5","5",1,"0,0,0,4,0","8/24/2021","Sophie",NA
"723",16,33,"4","18","2","5",1,"6,1,1,5,3","8/24/2021","Sophie",NA
"724",16,34,"4","31","2","4",0,NA,"8/24/2021","Sophie",NA
"725",16,35,"4","67","1","1",1,"35,2,3,12,28","8/24/2021","Sophie",NA
"726",16,36,"4","45","1","5",0,NA,"8/24/2021","Sophie",NA
"727",16,37,"4","3","3","1",1,"12,1,0,5,44","8/24/2021","Sophie",NA
"728",16,38,"4","79","2","3",0,NA,"8/24/2021","Sophie",NA
"729",16,39,"4","68","3","2",1,"40,5,6,0,0","8/24/2021","Sophie",NA
"730",16,40,"4","39","1","2",0,NA,"8/24/2021","Sophie",NA
"731",16,41,"4","2","4","1",0,NA,"8/24/2021","Sophie",NA
"732",16,42,"4","20","5","3",0,NA,"8/24/2021","Sophie",NA
"733",16,43,"4","3","2","3",1,"0,0,0,0,0","8/24/2021","Sophie",NA
"734",16,44,"4","18","3","5",1,"0,0,0,0,0","8/24/2021","Sophie",NA
"735",16,45,"4","42","1","5",0,NA,"8/24/2021","Sophie",NA
"736",16,46,"4","12","3","5",1,"0,0,0,8,82","8/24/2021","Sophie",NA
"737",17,1,"3","6","4","3",1,"6,0,1,1,0","8/23/2021","Sophie",NA
"738",17,2,"3","8","2","1",1,"0,0,4,4,20","8/23/2021","Sophie",NA
"739",17,3,"3","62","5","1",1,"0,33,0,0,2","8/23/2021","Sophie",NA
"740",17,4,"3","12","5","5",1,"0,0,0,0,06","8/23/2021","Sophie",NA
"741",17,5,"3","8","1","3",0,NA,"8/23/2021","Sophie",NA
"742",17,6,"3","79","5","4",1,"0,0,5,58,30","8/23/2021","Sophie",NA
"743",17,7,"3","3","4","5",1,"2,1,0,3,3","8/23/2021","Sophie",NA
"744",17,8,"3","46","3","4",1,"0,5,0,24,8","8/23/2021","Sophie",NA
"745",17,9,"3","79","1","5",1,"0,0,2,3,1","8/23/2021","Sophie",NA
"746",17,10,"3","39","4","5",1,"4,15,3,1,2","8/23/2021","Sophie",NA
"747",17,11,"3","69","2","3",1,"1,1,3,3,0","8/23/2021","Sophie",NA
"748",17,12,"3","67","4","4",1,"1,0,0,6,6","8/23/2021","Sophie",NA
"749",17,13,"3","11","2","1",1,"0,3,0,1,0","8/23/2021","Sophie",NA
"750",17,14,"3","13","5","1",1,"0,2,1,2,44","8/23/2021","Sophie",NA
"751",17,15,"3","54","1","5",0,NA,"8/23/2021","Sophie",NA
"752",17,16,"3","40","2","1",1,"0,0,6,0,2","8/23/2021","Sophie",NA
"753",17,17,"3","12","2","5",1,"0,1,2,0,0","8/23/2021","Sophie",NA
"754",17,18,"3","15","4","5",0,NA,"8/23/2021","Sophie",NA
"755",17,19,"3","77","5","2",1,"0,1,0,1,4","8/23/2021","Sophie",NA
"756",17,20,"3","40","1","1",1,"1,0,0,0,4","8/23/2021","Sophie",NA
"757",17,21,"3","69","1","5",0,NA,"8/23/2021","Sophie",NA
"758",17,22,"3","67","3","1",1,"0,5,6,3,0","8/23/2021","Sophie",NA
"759",17,23,"3","36","4","5",0,NA,"8/23/2021","Sophie",NA
"760",17,24,"3","16","1","3",0,NA,"8/23/2021","Sophie",NA
"761",17,25,"3","13","1","1",0,NA,"8/23/2021","Sophie",NA
"762",17,26,"4","18","1","5",1,"1,1,20,18,0","8/23/2021","Sophie",NA
"763",17,27,"4","61","3","2",1,"4,0,3,2,1","8/23/2021","Sophie",NA
"764",17,28,"4","12","4","3",1,"3,4,2,1,2","8/23/2021","Sophie",NA
"765",17,29,"4","5","5","1",1,"0,0,1,0,3","8/23/2021","Sophie",NA
"766",17,30,"4","49","2","5",1,"0,30,2,0,0","8/23/2021","Sophie",NA
"767",17,31,"4","74","1","1",0,NA,"8/23/2021","Sophie",NA
"768",17,32,"4","36","4","3",1,"1,1,3,2,3","8/23/2021","Sophie",NA
"769",17,33,"4","67","3","4",0,NA,"8/23/2021","Sophie",NA
"770",17,34,"4","15","1","3",0,NA,"8/23/2021","Sophie",NA
"771",17,35,"4","5","3","4",0,NA,"8/23/2021","Sophie",NA
"772",17,36,"4","16","3","2",0,NA,"8/23/2021","Sophie",NA
"773",17,37,"4","7","2","5",0,NA,"8/23/2021","Sophie",NA
"774",17,38,"4","26","1","5",0,NA,"8/23/2021","Sophie",NA
"775",17,39,"4","57","3","3",0,NA,"8/23/2021","Sophie",NA
"776",17,40,"4","68","2","4",0,NA,"8/23/2021","Sophie",NA
"777",17,41,"4","19","2","3",0,NA,"8/23/2021","Sophie",NA
"778",17,42,"4","61","5","4",0,NA,"8/23/2021","Sophie",NA
"779",17,43,"4","30","3","2",0,NA,"8/23/2021","Sophie",NA
"780",17,44,"4","5","4","2",0,NA,"8/23/2021","Sophie",NA
"781",17,45,"4","27","5","5",0,NA,"8/23/2021","Sophie",NA
"782",17,46,"4","1","4","4",1,"0,0,0,01,01","8/23/2021","Sophie",NA
"783",18,1,"3","5","1","2",0,NA,"8/23/2021","Sophie",NA
"784",18,2,"3","39","2","3",1,"0,0,10,5,25","8/23/2021","Sophie",NA
"785",18,3,"3","61","1","4",1,"3,1,1,0,0","8/23/2021","Sophie",NA
"786",18,4,"3","64","5","4",1,"4,1,1,0,1","8/23/2021","Sophie",NA
"787",18,5,"3","46","4","5",1,"33,5,1,2,0","8/23/2021","Sophie",NA
"788",18,6,"3","2","3","3",1,"1,6,3,2,5","8/23/2021","Sophie",NA
"789",18,7,"3","17","2","2",0,NA,"8/23/2021","Sophie",NA
"790",18,8,"3","68","1","3",1,"1,0,2,6,0","8/23/2021","Sophie",NA
"791",18,9,"3","4","4","3",1,"0,0,12,26,22","8/23/2021","Sophie",NA
"792",18,10,"3","3","5","2",1,"0,0,0,6,3","8/23/2021","Sophie",NA
"793",18,11,"3","18","3","2",1,"0,0,0,1,68","8/23/2021","Sophie",NA
"794",18,12,"3","56","3","2",1,"2,0,0,2,3","8/23/2021","Sophie",NA
"795",18,13,"3","42","1","3",0,NA,"8/23/2021","Sophie",NA
"796",18,14,"3","62","5","4",1,"8,6,0,0,5","8/23/2021","Sophie",NA
"797",18,15,"3","14","3","4",0,NA,"8/23/2021","Sophie",NA
"798",18,16,"3","28","4","2",1,"0,0,0,0,12","8/23/2021","Sophie",NA
"799",18,17,"3","11","1","5",1,"1,0,0,1,0","8/23/2021","Sophie",NA
"800",18,18,"3","49","3","2",1,"0,0,0,0,0","8/23/2021","Sophie",NA
"801",18,19,"3","7","4","5",1,"0,6,4,4,10","8/23/2021","Sophie",NA
"802",18,20,"3","15","1","1",1,"0,0,12,4,2","8/23/2021","Sophie",NA
"803",18,21,"3","69","1","3",1,"0,4,20,8,0","8/23/2021","Sophie",NA
"804",18,22,"3","74","5","3",1,"8,28,4,3,0","8/23/2021","Sophie",NA
"805",18,23,"3","47","3","4",0,NA,"8/23/2021","Sophie",NA
"806",18,24,"3","62","3","2",0,NA,"8/23/2021","Sophie",NA
"807",18,25,"3","39","1","3",1,"2,4,28,3,5","8/23/2021","Sophie",NA
"808",18,26,"4","36","5","5",1,"0,2,2,2,3","8/23/2021","Sophie",NA
"809",18,27,"4","6","3","2",0,NA,"8/23/2021","Sophie",NA
"810",18,28,"4","39","1","1",1,"0,1,0,1,1","8/23/2021","Sophie",NA
"811",18,29,"4","20","1","1",1,"1,1,0,2,3","8/23/2021","Sophie",NA
"812",18,30,"4","21","1","5",1,"0,14,2,1,0","8/23/2021","Sophie",NA
"813",18,31,"4","64","1","5",0,NA,"8/23/2021","Sophie",NA
"814",18,32,"4","5","3","3",1,"0,10,0,1,8","8/23/2021","Sophie",NA
"815",18,33,"4","18","5","4",0,NA,"8/23/2021","Sophie",NA
"816",18,34,"4","21","1","1",1,"1,18,1,2,2","8/23/2021","Sophie",NA
"817",18,35,"4","6","5","5",0,NA,"8/23/2021","Sophie",NA
"818",18,36,"4","35","2","3",1,"0,2,20,0,10","8/23/2021","Sophie",NA
"819",18,37,"4","69","2","5",0,NA,"8/23/2021","Sophie",NA
"820",18,38,"4","31","4","1",0,NA,"8/23/2021","Sophie",NA
"821",18,39,"4","30","3","5",0,NA,"8/23/2021","Sophie",NA
"822",18,40,"4","46","2","1",1,"98,-,-,-,-","8/23/2021","Sophie",NA
"823",18,41,"4","3","5","5",1,"0,0,0,0,0","8/23/2021","Sophie",NA
"824",18,42,"4","18","2","3",1,"1,6,50,20,5","8/23/2021","Sophie",NA
"825",18,43,"4","40","5","4",1,"0,10,0,0,0","8/23/2021","Sophie",NA
"826",18,44,"4","20","3","1",1,"3,3,0,0,0","8/23/2021","Sophie",NA
"827",18,45,"4","3","1","1",1,"0,0,0,0,48","8/23/2021","Sophie",NA
"828",18,46,"4","2","2","4",1,"14,6,4,4,1","8/23/2021","Sophie",NA
"829",19,1,"3","2","2","1",1,"12,12,4,3,2","8/23/2021","Sophie",NA
"830",19,2,"3","31","3","1",1,"3,6,8,1,0","8/23/2021","Sophie",NA
"831",19,3,"3","40","4","3",1,"0,1,1,25,6","8/23/2021","Sophie",NA
"832",19,4,"3","4","2","5",0,NA,"8/23/2021","Sophie",NA
"833",19,5,"3","72","2","5",1,"3,2,2,2,5","8/23/2021","Sophie",NA
"834",19,6,"3","64","5","5",1,"0,0,2,2,2","8/23/2021","Sophie",NA
"835",19,7,"3","69","2","2",1,"0,2,0,1,1","8/23/2021","Sophie",NA
"836",19,8,"3","26","1","3",0,NA,"8/23/2021","Sophie",NA
"837",19,9,"3","61","5","2",1,"5,3,1,0,4","8/23/2021","Sophie",NA
"838",19,10,"3","45","1","3",0,NA,"8/23/2021","Sophie",NA
"839",19,11,"3","72","4","1",1,"0,0,0,1,3","8/23/2021","Sophie",NA
"840",19,12,"3","18","3","4",1,"0,0,0,0,02","8/23/2021","Sophie",NA
"841",19,13,"3","19","2","1",1,"0,0,0,0,03","8/23/2021","Sophie",NA
"842",19,14,"3","64","3","1",1,"0,6,0,0,5","8/23/2021","Sophie",NA
"843",19,15,"3","47","1","2",1,"4,2,2,2,0","8/23/2021","Sophie",NA
"844",19,16,"3","2","5","1",1,"0,5,8,6,6","8/23/2021","Sophie",NA
"845",19,17,"3","6","3","3",1,"4,0,0,0,2","8/23/2021","Sophie",NA
"846",19,18,"3","12","1","1",1,"4,20,0,72,52","8/23/2021","Sophie",NA
"847",19,19,"3","46","2","4",0,NA,"8/23/2021","Sophie",NA
"848",19,20,"3","28","4","3",1,"0,0,0,0,03","8/23/2021","Sophie",NA
"849",19,21,"3","74","1","4",1,"3,0,2,0,4","8/23/2021","Sophie",NA
"850",19,22,"3","46","3","1",1,"26,4,3,28,4","8/23/2021","Sophie",NA
"851",19,23,"3","6","1","4",1,"0,0,0,0,05","8/23/2021","Sophie",NA
"852",19,24,"3","61","3","5",0,NA,"8/23/2021","Sophie",NA
"853",19,25,"3","15","2","2",1,"6,4,4,0,3","8/23/2021","Sophie",NA
"854",19,26,"4","8","1","5",1,"3,2,5,1,1","8/23/2021","Sophie",NA
"855",19,27,"4","1","5","1",0,NA,"8/23/2021","Sophie",NA
"856",19,28,"4","13","2","2",1,"1,0,2,0,2","8/23/2021","Sophie",NA
"857",19,29,"4","61","3","1",1,"8,1,10,3,0","8/23/2021","Sophie",NA
"858",19,30,"4","7","2","1",1,"0,0,0,0,01","8/23/2021","Sophie",NA
"859",19,31,"4","1","4","2",0,NA,"8/23/2021","Sophie",NA
"860",19,32,"4","62","5","3",1,"2,1,1,3,0","8/23/2021","Sophie",NA
"861",19,33,"4","57","4","3",1,"1,1,1,3,2","8/23/2021","Sophie",NA
"862",19,34,"4","29","5","5",1,"0,3,75,2,-","8/23/2021","Sophie",NA
"863",19,35,"4","28","1","1",0,NA,"8/23/2021","Sophie",NA
"864",19,36,"4","11","4","1",0,NA,"8/23/2021","Sophie",NA
"865",19,37,"4","27","5","1",1,"1,2,1,3,4","8/23/2021","Sophie",NA
"866",19,38,"4","79","3","2",0,NA,"8/23/2021","Sophie",NA
"867",19,39,"4","21","2","4",1,"1,4,68,62,3","8/23/2021","Sophie",NA
"868",19,40,"4","15","1","2",0,NA,"8/23/2021","Sophie",NA
"869",19,41,"4","19","2","5",1,"32,16,26,1,2","8/23/2021","Sophie",NA
"870",19,42,"4","9","2","3",0,"0,0,0,0,0","8/23/2021","Sophie",NA
"871",19,43,"4","49","2","1",0,NA,"8/23/2021","Sophie",NA
"872",19,44,"4","20","3","3",0,NA,"8/23/2021","Sophie",NA
"873",19,45,"4","15","3","2",1,"25,38,4,94,96","8/23/2021","Sophie",NA
"874",19,46,"4","46","3","5",0,NA,"8/23/2021","Sophie",NA
"875",20,1,"3","2","3","4",0,NA,"8/23/2021","Sophie",NA
"876",20,2,"3","56","3","1",0,NA,"8/23/2021","Sophie",NA
"877",20,3,"3","3","3","2",0,NA,"8/23/2021","Sophie",NA
"878",20,4,"3","46","5","4",0,NA,"8/23/2021","Sophie",NA
"879",20,5,"3","29","1","1",1,"2,0,0,8,46","8/23/2021","Sophie",NA
"880",20,6,"3","19","5","3",1,"0,0,3,2,1","8/23/2021","Sophie",NA
"881",20,7,"3","49","1","3",0,NA,"8/23/2021","Sophie",NA
"882",20,8,"3","27","2","2",1,"0,50,0,10,96","8/23/2021","Sophie",NA
"883",20,9,"3","36","5","4",0,NA,"8/23/2021","Sophie",NA
"884",20,10,"3","21","5","2",1,"50,22,96,96,88","8/23/2021","Sophie",NA
"885",20,11,"3","1","5","4",1,"8,22,5,30,2","8/23/2021","Sophie",NA
"886",20,12,"3","67","5","2",0,NA,"8/23/2021","Sophie",NA
"887",20,13,"3","3","4","4",0,NA,"8/23/2021","Sophie",NA
"888",20,14,"3","30","4","1",1,"3,0,3,56,2","8/23/2021","Sophie",NA
"889",20,15,"3","1","3","3",1,"0,3,16,3,0","8/23/2021","Sophie",NA
"890",20,16,"3","72","1","4",1,"0,1,10,0,6","8/23/2021","Sophie",NA
"891",20,17,"3","6","1","5",0,NA,"8/23/2021","Sophie",NA
"892",20,18,"3","67","3","3",1,"23,4,4,16,2","8/23/2021","Sophie",NA
"893",20,19,"3","5","3","1",1,"0,0,0,0,02","8/23/2021","Sophie",NA
"894",20,20,"3","11","2","2",1,"28,28,2,56,6","8/23/2021","Sophie",NA
"895",20,21,"3","18","1","3",0,NA,"8/23/2021","Sophie",NA
"896",20,22,"3","57","2","2",0,NA,"8/23/2021","Sophie",NA
"897",20,23,"3","18","4","4",1,"0,1,1,0,1","8/23/2021","Sophie",NA
"898",20,24,"3","8","3","4",1,"12,3,0,10,8","8/23/2021","Sophie",NA
"899",20,25,"3","51","4","4",1,"0,6,0,4,0","8/23/2021","Sophie",NA
"900",20,26,"4","31","4","5",0,NA,"8/23/2021","Sophie",NA
"901",20,27,"4","19","3","3",0,NA,"8/23/2021","Sophie",NA
"902",20,28,"4","5","2","5",1,"1,3,0,5,8","8/23/2021","Sophie",NA
"903",20,29,"4","36","2","3",0,NA,"8/23/2021","Sophie",NA
"904",20,30,"4","18","4","2",1,"0,50,0,0,2","8/23/2021","Sophie",NA
"905",20,31,"4","30","2","3",0,NA,"8/23/2021","Sophie",NA
"906",20,32,"4","79","1","2",1,"6,14,18,0,1","8/23/2021","Sophie",NA
"907",20,33,"4","36","1","3",1,"4,0,0,0,2","8/23/2021","Sophie",NA
"908",20,34,"4","2","5","2",1,"0,0,0,0,0","8/23/2021","Sophie",NA
"909",20,35,"4","28","4","1",1,"0,3,4,5,3","8/23/2021","Sophie",NA
"910",20,36,"4","77","1","3",0,NA,"8/23/2021","Sophie",NA
"911",20,37,"4","40","2","3",1,"0,0,0,0,0","8/23/2021","Sophie",NA
"912",20,38,"4","15","4","3",1,"1,3,4,0,0","8/23/2021","Sophie",NA
"913",20,39,"4","47","1","3",0,NA,"8/23/2021","Sophie",NA
"914",20,40,"4","3","5","3",1,"28,25,0,0,2","8/23/2021","Sophie",NA
"915",20,41,"4","30","5","1",0,NA,"8/23/2021","Sophie",NA
"916",20,42,"4","27","4","4",0,NA,"8/23/2021","Sophie",NA
"917",20,43,"4","18","5","5",0,NA,"8/23/2021","Sophie",NA
"918",20,44,"4","2","3","5",1,"3,1,0,0,0","8/23/2021","Sophie",NA
"919",20,45,"4","36","3","2",0,NA,"8/23/2021","Sophie",NA
"920",20,46,"4","35","3","4",1,"0,2,1,0,1","8/23/2021","Sophie",NA
"921",21,1,"3","30","2","2",0,NA,"8/23/2021","Sophie",NA
"922",21,2,"3","8","3","1",1,"30,5,66,64,12","8/23/2021","Sophie",NA
"923",21,3,"3","31","1","4",1,"0,3,5,4,26","8/23/2021","Sophie",NA
"924",21,4,"3","2","1","4",0,NA,"8/23/2021","Sophie",NA
"925",21,5,"3","16","3","1",0,NA,"8/23/2021","Sophie",NA
"926",21,6,"3","29","5","1",0,NA,"8/23/2021","Sophie",NA
"927",21,7,"3","8","2","4",1,"1,1,4,0,0","8/23/2021","Sophie",NA
"928",21,8,"3","16","1","5",0,NA,"8/23/2021","Sophie",NA
"929",21,9,"3","67","2","3",1,"0,0,0,0,02","8/23/2021","Sophie",NA
"930",21,10,"3","46","1","4",1,"3,26,2,1,5","8/23/2021","Sophie",NA
"931",21,11,"3","72","5","2",1,"5,1,0,28,12","8/23/2021","Sophie",NA
"932",21,12,"3","3","1","2",0,NA,"8/23/2021","Sophie",NA
"933",21,13,"3","2","4","4",0,NA,"8/23/2021","Sophie",NA
"934",21,14,"3","47","3","1",1,"0,3,5,3,3","8/23/2021","Sophie",NA
"935",21,15,"3","51","4","5",1,"0,0,0,0,1","8/23/2021","Sophie",NA
"936",21,16,"3","14","2","4",0,NA,"8/23/2021","Sophie",NA
"937",21,17,"3","42","2","3",1,"4,2,0,0,2","8/23/2021","Sophie",NA
"938",21,18,"3","13","5","3",0,NA,"8/23/2021","Sophie",NA
"939",21,19,"3","47","5","5",1,"2,2,5,1,24","8/23/2021","Sophie",NA
"940",21,20,"3","77","4","1",1,"0,18,2,4,0","8/23/2021","Sophie",NA
"941",21,21,"3","30","3","4",1,"3,1,2,4,3","8/23/2021","Sophie",NA
"942",21,22,"3","6","5","1",1,"0,0,1,0,2","8/23/2021","Sophie",NA
"943",21,23,"3","18","4","1",1,"5,2,3,3,1","8/23/2021","Sophie",NA
"944",21,24,"3","35","5","4",1,"0,1,4,1,0","8/23/2021","Sophie",NA
"945",21,25,"3","35","3","1",0,NA,"8/23/2021","Sophie",NA
"946",21,26,"4","30","5","5",1,"0,0,1,2,4","8/23/2021","Sophie",NA
"947",21,27,"4","18","2","2",1,"0,1,0,3,0","8/23/2021","Sophie",NA
"948",21,28,"4","8","2","3",1,"0,2,12,36,1","8/23/2021","Sophie",NA
"949",21,29,"4","68","2","1",0,NA,"8/23/2021","Sophie",NA
"950",21,30,"4","6","4","1",1,"0,3,10,18,0","8/23/2021","Sophie",NA
"951",21,31,"4","4","5","3",0,NA,"8/23/2021","Sophie",NA
"952",21,32,"4","39","4","3",1,"3,3,22,1,2","8/23/2021","Sophie",NA
"953",21,33,"4","35","4","2",1,"0,0,3,2,0","8/23/2021","Sophie",NA
"954",21,34,"4","7","1","4",0,NA,"8/23/2021","Sophie",NA
"955",21,35,"4","19","5","4",0,NA,"8/23/2021","Sophie",NA
"956",21,36,"4","27","3","5",1,"3,3,4,2,0","8/23/2021","Sophie",NA
"957",21,37,"4","23","1","3",0,NA,"8/23/2021","Sophie",NA
"958",21,38,"4","3","3","3",0,NA,"8/23/2021","Sophie",NA
"959",21,39,"4","40","4","4",0,NA,"8/23/2021","Sophie",NA
"960",21,40,"4","27","1","3",0,NA,"8/23/2021","Sophie",NA
"961",21,41,"4","12","3","3",1,"0,0,0,0,40","8/23/2021","Sophie",NA
"962",21,42,"4","31","2","5",0,NA,"8/23/2021","Sophie",NA
"963",21,43,"4","3","4","2",1,"8,10,0,2,5","8/23/2021","Sophie",NA
"964",21,44,"4","56","2","5",1,"0,2,1,0,3","8/23/2021","Sophie",NA
"965",21,45,"4","11","3","3",0,NA,"8/23/2021","Sophie",NA
"966",21,46,"4","47","2","5",0,NA,"8/23/2021","Sophie",NA
