"","Row","Column","Block","Population","Family","Replicate","Surveyor","Date","Monarch_Quantity_Observed","Liriomyza_asclepiadis","Labidomera_clivicollis","Comment","Sample"
"693",16,3,"3","27","1","1","Samer","7/12/21",0,0,0,NA,"Early"
"694",16,4,"3","77","2","1","Samer","7/12/21",5,0,0,NA,"Early"
"695",16,5,"3","29","4","4","Samer","7/12/21",0,0,0,NA,"Early"
"696",16,6,"3","21","3","2","Samer","7/12/21",5,0,0,NA,"Early"
"697",16,7,"3","31","1","2","Samer","7/12/21",3,0,0,NA,"Early"
"698",16,8,"3","36","5","1","Samer","7/12/21",3,0,0,NA,"Early"
"699",16,9,"3","21","4","2","Samer","7/12/21",4,0,0,NA,"Early"
"700",16,10,"3","15","5","3","Samer","7/12/21",2,0,0,NA,"Early"
"701",16,11,"3","46","4","4","Samer","7/12/21",0,0,0,NA,"Early"
"702",16,12,"3","5","2","1","Samer","7/12/21",9,0,0,NA,"Early"
"703",16,13,"3","41","1","2","Samer","7/12/21",2,0,0,NA,"Early"
"704",16,14,"3","49","2","2","Samer","7/12/21",10,0,0,NA,"Early"
"705",16,15,"3","67","5","4","Samer","7/12/21",5,0,0,NA,"Early"
"706",16,16,"3","7","5","4","Samer","7/12/21",23,0,0,NA,"Early"
"707",16,17,"3","5","4","5","Samer","7/12/21",0,0,0,NA,"Early"
"708",16,18,"3","4","5","5","Samer","7/12/21",0,0,0,NA,"Early"
"709",16,19,"3","68","5","1","Samer","7/12/21",0,0,0,NA,"Early"
"710",16,20,"3","4","2","3","Samer","7/12/21",0,0,0,NA,"Early"
"711",16,21,"3","61","4","2","Samer","7/12/21",0,0,0,NA,"Early"
"712",16,22,"3","39","4","4","Samer","7/12/21",0,0,0,NA,"Early"
"713",16,23,"3","1","5","3","Samer","7/12/21",0,0,0,NA,"Early"
"714",16,24,"3","2","3","2","Samer","7/12/21",0,1,0,NA,"Early"
"715",16,25,"3","19","1","3","Samer","7/12/21",0,0,0,NA,"Early"
"717",16,27,"4","27","1","2","Samer","7/12/21",0,0,0,NA,"Early"
"718",16,28,"4","2","4","2","Samer","7/12/21",2,0,0,NA,"Early"
"719",16,29,"4","30","2","5","Samer","7/12/21",2,0,0,NA,"Early"
"720",16,30,"4","19","1","4","Samer","7/12/21",0,0,0,NA,"Early"
"721",16,31,"4","39","1","4","Samer","7/12/21",3,0,0,NA,"Early"
"722",16,32,"4","79","5","5","Samer","7/12/21",0,5,0,NA,"Early"
"723",16,33,"4","18","2","5","Samer","7/12/21",2,0,0,NA,"Early"
"724",16,34,"4","31","2","4","Samer","7/12/21",0,0,0,NA,"Early"
"725",16,35,"4","67","1","1","Samer","7/12/21",0,0,0,NA,"Early"
"726",16,36,"4","45","1","5","Samer","7/12/21",0,0,0,NA,"Early"
"727",16,37,"4","3","3","1","Samer","7/12/21",1,0,0,NA,"Early"
"728",16,38,"4","79","2","3","Samer","7/12/21",0,0,0,NA,"Early"
"729",16,39,"4","68","3","2","Samer","7/12/21",0,0,0,NA,"Early"
"730",16,40,"4","39","1","2","Samer","7/12/21",0,0,0,NA,"Early"
"731",16,41,"4","2","4","1","Samer","7/12/21",0,0,0,NA,"Early"
"732",16,42,"4","20","5","3","Samer","7/12/21",0,0,0,NA,"Early"
"733",16,43,"4","3","2","3","Samer","7/12/21",0,0,0,NA,"Early"
"734",16,44,"4","18","3","5","Samer","7/12/21",0,0,0,NA,"Early"
"735",16,45,"4","42","1","5","Samer","7/12/21",0,0,0,NA,"Early"
"736",16,46,"4","12","3","5","Samer","7/12/21",0,0,0,NA,"Early"
"737",17,1,"3","6","4","3","Samer","7/12/21",0,0,0,NA,"Early"
"738",17,2,"3","8","2","1","Samer","7/12/21",0,0,0,NA,"Early"
"739",17,3,"3","62","5","1","Samer","7/12/21",3,0,0,NA,"Early"
"740",17,4,"3","12","5","5","Samer","7/12/21",0,0,0,NA,"Early"
"741",17,5,"3","8","1","3","Samer","7/12/21",0,0,0,NA,"Early"
"742",17,6,"3","79","5","4","Samer","7/12/21",1,0,0,NA,"Early"
"743",17,7,"3","3","4","5","Samer","7/12/21",2,0,0,NA,"Early"
"744",17,8,"3","46","3","4","Samer","7/12/21",0,0,0,NA,"Early"
"745",17,9,"3","79","1","5","Samer","7/12/21",1,0,0,NA,"Early"
"746",17,10,"3","39","4","5","Samer","7/12/21",2,0,0,NA,"Early"
"747",17,11,"3","69","2","3","Samer","7/12/21",2,1,0,NA,"Early"
"748",17,12,"3","67","4","4","Samer","7/12/21",0,0,0,NA,"Early"
"749",17,13,"3","11","2","1","Samer","7/12/21",2,0,0,NA,"Early"
"750",17,14,"3","13","5","1","Samer","7/12/21",1,0,0,NA,"Early"
"751",17,15,"3","54","1","5","Samer","7/12/21",0,0,0,NA,"Early"
"752",17,16,"3","40","2","1","Samer","7/12/21",2,0,0,NA,"Early"
"753",17,17,"3","12","2","5","Samer","7/12/21",0,0,0,NA,"Early"
"754",17,18,"3","15","4","5","Samer","7/12/21",0,0,0,NA,"Early"
"755",17,19,"3","77","5","2","Samer","7/12/21",2,0,0,NA,"Early"
"756",17,20,"3","40","1","1","Samer","7/12/21",0,0,0,NA,"Early"
"757",17,21,"3","69","1","5","Samer","7/12/21",0,0,0,NA,"Early"
"758",17,22,"3","67","3","1","Samer","7/12/21",0,0,0,NA,"Early"
"759",17,23,"3","36","4","5","Samer","7/12/21",0,0,0,NA,"Early"
"760",17,24,"3","16","1","3","Samer","7/12/21",0,0,0,NA,"Early"
"761",17,25,"3","13","1","1","Samer","7/12/21",0,0,0,NA,"Early"
"762",17,26,"4","18","1","5","Samer","7/12/21",0,0,0,NA,"Early"
"763",17,27,"4","61","3","2","Samer","7/12/21",0,0,0,NA,"Early"
"764",17,28,"4","12","4","3","Samer","7/12/21",0,0,0,NA,"Early"
"765",17,29,"4","5","5","1","Samer","7/12/21",3,0,0,NA,"Early"
"766",17,30,"4","49","2","5","Samer","7/12/21",1,0,0,NA,"Early"
"767",17,31,"4","74","1","1","Samer","7/12/21",0,0,0,NA,"Early"
"768",17,32,"4","36","4","3","Samer","7/12/21",0,4,0,NA,"Early"
"769",17,33,"4","67","3","4","Samer","7/12/21",0,0,0,NA,"Early"
"770",17,34,"4","15","1","3","Samer","7/12/21",0,0,0,NA,"Early"
"771",17,35,"4","5","3","4","Samer","7/12/21",0,0,0,NA,"Early"
"772",17,36,"4","16","3","2","Samer","7/12/21",0,0,0,NA,"Early"
"773",17,37,"4","7","2","5","Samer","7/12/21",0,0,0,NA,"Early"
"774",17,38,"4","26","1","5","Samer","7/12/21",0,0,0,NA,"Early"
"775",17,39,"4","57","3","3","Samer","7/12/21",0,0,0,NA,"Early"
"776",17,40,"4","68","2","4","Samer","7/12/21",0,0,0,NA,"Early"
"777",17,41,"4","19","2","3","Samer","7/12/21",0,0,0,NA,"Early"
"778",17,42,"4","61","5","4","Samer","7/12/21",0,0,0,NA,"Early"
"779",17,43,"4","30","3","2","Samer","7/12/21",0,0,0,NA,"Early"
"780",17,44,"4","5","4","2","Samer","7/12/21",0,0,0,NA,"Early"
"781",17,45,"4","27","5","5","Samer","7/12/21",0,0,0,NA,"Early"
"782",17,46,"4","1","4","4","Samer","7/12/21",2,0,0,NA,"Early"
"783",18,1,"3","5","1","2","Samer","7/12/21",0,0,0,NA,"Early"
"784",18,2,"3","39","2","3","Samer","7/12/21",3,0,0,NA,"Early"
"785",18,3,"3","61","1","4","Samer","7/12/21",0,0,0,NA,"Early"
"786",18,4,"3","64","5","4","Samer","7/12/21",1,0,0,NA,"Early"
"787",18,5,"3","46","4","5","Samer","7/12/21",5,0,0,NA,"Early"
"788",18,6,"3","2","3","3","Samer","7/12/21",1,0,0,NA,"Early"
"789",18,7,"3","17","2","2","Samer","7/12/21",0,0,0,NA,"Early"
"790",18,8,"3","68","1","3","Samer","7/12/21",1,0,0,NA,"Early"
"791",18,9,"3","4","4","3","Samer","7/12/21",1,0,0,NA,"Early"
"792",18,10,"3","3","5","2","Samer","7/12/21",0,0,0,NA,"Early"
"793",18,11,"3","18","3","2","Samer","7/12/21",5,0,0,NA,"Early"
"794",18,12,"3","56","3","2","Samer","7/12/21",3,0,0,NA,"Early"
"795",18,13,"3","42","1","3","Samer","7/12/21",16,0,0,NA,"Early"
"796",18,14,"3","62","5","4","Samer","7/12/21",0,0,0,NA,"Early"
"797",18,15,"3","14","3","4","Samer","7/12/21",1,0,0,NA,"Early"
"798",18,16,"3","28","4","2","Samer","7/12/21",9,0,0,NA,"Early"
"799",18,17,"3","11","1","5","Samer","7/12/21",5,0,0,NA,"Early"
"800",18,18,"3","49","3","2","Samer","7/12/21",0,0,0,NA,"Early"
"801",18,19,"3","7","4","5","Samer","7/12/21",4,0,0,NA,"Early"
"802",18,20,"3","15","1","1","Samer","7/12/21",0,0,0,NA,"Early"
"803",18,21,"3","69","1","3","Samer","7/12/21",4,0,0,NA,"Early"
"804",18,22,"3","74","5","3","Samer","7/12/21",0,0,0,NA,"Early"
"805",18,23,"3","47","3","4","Samer","7/12/21",0,0,0,NA,"Early"
"806",18,24,"3","62","3","2","Samer","7/12/21",0,0,0,NA,"Early"
"807",18,25,"3","39","1","3","Samer","7/12/21",0,0,0,NA,"Early"
"808",18,26,"4","36","5","5","Samer","7/12/21",1,0,0,NA,"Early"
"809",18,27,"4","6","3","2","Samer","7/12/21",0,0,0,NA,"Early"
"810",18,28,"4","39","1","1","Samer","7/12/21",0,0,0,NA,"Early"
"811",18,29,"4","20","1","1","Samer","7/12/21",0,0,0,NA,"Early"
"812",18,30,"4","21","1","5","Samer","7/12/21",0,0,0,NA,"Early"
"813",18,31,"4","64","1","5","Samer","7/12/21",0,0,0,NA,"Early"
"814",18,32,"4","5","3","3","Samer","7/12/21",0,0,0,NA,"Early"
"815",18,33,"4","18","5","4","Samer","7/12/21",1,0,0,NA,"Early"
"816",18,34,"4","21","1","1","Samer","7/12/21",0,0,0,NA,"Early"
"817",18,35,"4","6","5","5","Samer","7/12/21",0,0,0,NA,"Early"
"818",18,36,"4","35","2","3","Samer","7/12/21",0,0,0,NA,"Early"
"819",18,37,"4","69","2","5","Samer","7/12/21",0,0,0,NA,"Early"
"820",18,38,"4","31","4","1","Samer","7/12/21",0,0,0,NA,"Early"
"821",18,39,"4","30","3","5","Samer","7/12/21",0,0,0,NA,"Early"
"822",18,40,"4","46","2","1","Samer","7/12/21",0,0,0,NA,"Early"
"823",18,41,"4","3","5","5","Samer","7/12/21",0,0,0,NA,"Early"
"824",18,42,"4","18","2","3","Samer","7/12/21",1,0,0,NA,"Early"
"825",18,43,"4","40","5","4","Samer","7/12/21",0,0,0,NA,"Early"
"826",18,44,"4","20","3","1","Samer","7/12/21",1,0,0,NA,"Early"
"827",18,45,"4","3","1","1","Samer","7/12/21",1,0,0,NA,"Early"
"828",18,46,"4","2","2","4","Samer","7/12/21",3,0,0,NA,"Early"
"829",19,1,"3","2","2","1","Hayden","7/12/21",1,0,0,NA,"Early"
"830",19,2,"3","31","3","1","Hayden","7/12/21",1,5,0,NA,"Early"
"831",19,3,"3","40","4","3","Hayden","7/12/21",0,1,0,NA,"Early"
"832",19,4,"3","4","2","5","Hayden","7/12/21",1,1,0,NA,"Early"
"833",19,5,"3","72","2","5","Hayden","7/12/21",3,4,0,NA,"Early"
"834",19,6,"3","64","5","5","Hayden","7/12/21",2,2,0,NA,"Early"
"835",19,7,"3","69","2","2","Hayden","7/12/21",4,0,0,NA,"Early"
"836",19,8,"3","26","1","3","Hayden","7/12/21",1,3,0,NA,"Early"
"837",19,9,"3","61","5","2","Hayden","7/12/21",0,2,0,NA,"Early"
"838",19,10,"3","45","1","3","Hayden","7/12/21",0,0,0,NA,"Early"
"839",19,11,"3","72","4","1","Hayden","7/12/21",1,1,0,NA,"Early"
"840",19,12,"3","18","3","4","Hayden","7/12/21",0,5,1,NA,"Early"
"841",19,13,"3","19","2","1","Hayden","7/12/21",0,0,0,NA,"Early"
"842",19,14,"3","64","3","1","Hayden","7/12/21",0,5,NA,NA,"Early"
"843",19,15,"3","47","1","2","Hayden","7/12/21",2,18,0,NA,"Early"
"844",19,16,"3","2","5","1","Hayden","7/12/21",1,10,0,NA,"Early"
"845",19,17,"3","6","3","3","Hayden","7/12/21",0,0,0,NA,"Early"
"846",19,18,"3","12","1","1","Hayden","7/12/21",1,2,0,NA,"Early"
"847",19,19,"3","46","2","4","Hayden","7/12/21",0,0,0,NA,"Early"
"848",19,20,"3","28","4","3","Hayden","7/12/21",1,1,0,NA,"Early"
"849",19,21,"3","74","1","4","Hayden","7/12/21",0,0,0,NA,"Early"
"850",19,22,"3","46","3","1","Hayden","7/12/21",0,0,0,NA,"Early"
"851",19,23,"3","6","1","4","Hayden","7/12/21",1,0,0,NA,"Early"
"852",19,24,"3","61","3","5","Hayden","7/12/21",1,3,0,NA,"Early"
"853",19,25,"3","15","2","2","Hayden","7/12/21",1,1,0,NA,"Early"
"854",19,26,"4","8","1","5","Hayden","7/12/21",2,0,0,NA,"Early"
"855",19,27,"4","1","5","1","Hayden","7/12/21",1,1,0,NA,"Early"
"856",19,28,"4","13","2","2","Hayden","7/12/21",0,0,1,NA,"Early"
"857",19,29,"4","61","3","1","Hayden","7/12/21",0,0,0,NA,"Early"
"858",19,30,"4","7","2","1","Hayden","7/12/21",0,0,0,NA,"Early"
"859",19,31,"4","1","4","2","Hayden","7/12/21",0,0,0,NA,"Early"
"860",19,32,"4","62","5","3","Hayden","7/12/21",2,0,0,NA,"Early"
"861",19,33,"4","57","4","3","Hayden","7/12/21",2,0,0,NA,"Early"
"862",19,34,"4","29","5","5","Hayden","7/12/21",1,0,0,NA,"Early"
"863",19,35,"4","28","1","1","Hayden","7/12/21",0,0,0,NA,"Early"
"864",19,36,"4","11","4","1","Hayden","7/12/21",0,0,0,NA,"Early"
"865",19,37,"4","27","5","1","Hayden","7/12/21",3,0,0,NA,"Early"
"866",19,38,"4","79","3","2","Hayden","7/12/21",1,0,0,NA,"Early"
"867",19,39,"4","21","2","4","Hayden","7/12/21",0,2,0,NA,"Early"
"868",19,40,"4","15","1","2","Hayden","7/12/21",0,0,0,NA,"Early"
"869",19,41,"4","19","2","5","Hayden","7/12/21",2,0,0,NA,"Early"
"870",19,42,"4","9","2","3","Hayden","7/12/21",1,1,0,NA,"Early"
"871",19,43,"4","49","2","1","Hayden","7/12/21",1,4,0,NA,"Early"
"872",19,44,"4","20","3","3","Hayden","7/12/21",1,0,0,NA,"Early"
"873",19,45,"4","15","3","2","Hayden","7/12/21",0,4,0,NA,"Early"
"874",19,46,"4","46","3","5","Hayden","7/12/21",0,0,0,NA,"Early"
"875",20,1,"3","2","3","4","Samer","7/12/21",0,0,0,NA,"Early"
"876",20,2,"3","56","3","1","Samer","7/12/21",0,0,0,NA,"Early"
"877",20,3,"3","3","3","2","Samer","7/12/21",0,0,0,NA,"Early"
"878",20,4,"3","46","5","4","Samer","7/12/21",0,0,0,NA,"Early"
"879",20,5,"3","29","1","1","Samer","7/12/21",0,0,0,NA,"Early"
"880",20,6,"3","19","5","3","Samer","7/12/21",0,0,0,NA,"Early"
"881",20,7,"3","49","1","3","Samer","7/12/21",0,0,0,NA,"Early"
"882",20,8,"3","27","2","2","Samer","7/12/21",0,0,0,NA,"Early"
"883",20,9,"3","36","5","4","Samer","7/12/21",0,0,0,NA,"Early"
"884",20,10,"3","21","5","2","Samer","7/12/21",0,0,1,NA,"Early"
"885",20,11,"3","1","5","4","Samer","7/12/21",1,0,0,NA,"Early"
"886",20,12,"3","67","5","2","Samer","7/12/21",0,0,0,NA,"Early"
"887",20,13,"3","3","4","4","Samer","7/12/21",3,0,0,NA,"Early"
"888",20,14,"3","30","4","1","Samer","7/12/21",0,0,0,NA,"Early"
"889",20,15,"3","1","3","3","Samer","7/12/21",1,1,0,NA,"Early"
"890",20,16,"3","72","1","4","Samer","7/12/21",2,0,0,NA,"Early"
"891",20,17,"3","6","1","5","Samer","7/12/21",1,0,0,NA,"Early"
"892",20,18,"3","67","3","3","Samer","7/12/21",2,0,0,NA,"Early"
"893",20,19,"3","5","3","1","Samer","7/12/21",0,0,0,NA,"Early"
"894",20,20,"3","11","2","2","Samer","7/12/21",0,0,0,NA,"Early"
"895",20,21,"3","18","1","3","Samer","7/12/21",0,0,0,NA,"Early"
"896",20,22,"3","57","2","2","Samer","7/12/21",0,0,0,NA,"Early"
"897",20,23,"3","18","4","4","Samer","7/12/21",3,0,0,NA,"Early"
"898",20,24,"3","8","3","4","Samer","7/12/21",3,0,0,NA,"Early"
"899",20,25,"3","51","4","4","Samer","7/12/21",0,0,0,NA,"Early"
"900",20,26,"4","31","4","5","Samer","7/12/21",0,0,0,NA,"Early"
"901",20,27,"4","19","3","3","Samer","7/12/21",0,0,0,NA,"Early"
"902",20,28,"4","5","2","5","Samer","7/12/21",0,0,0,NA,"Early"
"903",20,29,"4","36","2","3","Samer","7/12/21",1,0,0,NA,"Early"
"904",20,30,"4","18","4","2","Samer","7/12/21",0,0,0,NA,"Early"
"905",20,31,"4","30","2","3","Samer","7/12/21",0,0,0,NA,"Early"
"906",20,32,"4","79","1","2","Samer","7/12/21",2,0,0,NA,"Early"
"907",20,33,"4","36","1","3","Samer","7/12/21",0,0,0,NA,"Early"
"908",20,34,"4","2","5","2","Samer","7/12/21",0,0,0,NA,"Early"
"909",20,35,"4","28","4","1","Samer","7/12/21",1,0,0,NA,"Early"
"910",20,36,"4","77","1","3","Samer","7/12/21",0,1,0,NA,"Early"
"911",20,37,"4","40","2","3","Samer","7/12/21",0,0,0,NA,"Early"
"912",20,38,"4","15","4","3","Samer","7/12/21",3,0,0,NA,"Early"
"913",20,39,"4","47","1","3","Samer","7/12/21",0,0,0,NA,"Early"
"914",20,40,"4","3","5","3","Samer","7/12/21",1,0,0,NA,"Early"
"915",20,41,"4","30","5","1","Samer","7/12/21",0,0,0,NA,"Early"
"916",20,42,"4","27","4","4","Samer","7/12/21",0,0,0,NA,"Early"
"917",20,43,"4","18","5","5","Samer","7/12/21",0,0,0,NA,"Early"
"918",20,44,"4","2","3","5","Samer","7/12/21",4,1,0,NA,"Early"
"919",20,45,"4","36","3","2","Samer","7/12/21",0,0,0,NA,"Early"
"920",20,46,"4","35","3","4","Samer","7/12/21",1,0,0,NA,"Early"
"921",21,1,"3","30","2","2","Hayden","7/12/21",1,0,0,NA,"Early"
"922",21,2,"3","8","3","1","Hayden","7/12/21",2,0,0,NA,"Early"
"923",21,3,"3","31","1","4","Hayden","7/12/21",0,3,0,NA,"Early"
"924",21,4,"3","2","1","4","Hayden","7/12/21",0,1,0,NA,"Early"
"925",21,5,"3","16","3","1","Hayden","7/12/21",0,0,0,NA,"Early"
"926",21,6,"3","29","5","1","Hayden","7/12/21",0,0,0,NA,"Early"
"927",21,7,"3","8","2","4","Hayden","7/12/21",1,3,0,NA,"Early"
"928",21,8,"3","16","1","5","Hayden","7/12/21",0,0,0,NA,"Early"
"929",21,9,"3","67","2","3","Hayden","7/12/21",1,2,0,NA,"Early"
"930",21,10,"3","46","1","4","Hayden","7/12/21",0,1,0,NA,"Early"
"931",21,11,"3","72","5","2","Hayden","7/12/21",0,0,0,NA,"Early"
"932",21,12,"3","3","1","2","Hayden","7/12/21",0,0,0,NA,"Early"
"933",21,13,"3","2","4","4","Hayden","7/12/21",0,0,0,NA,"Early"
"934",21,14,"3","47","3","1","Hayden","7/12/21",0,2,0,NA,"Early"
"935",21,15,"3","51","4","5","Hayden","7/12/21",1,4,0,NA,"Early"
"936",21,16,"3","14","2","4","Hayden","7/12/21",0,0,0,NA,"Early"
"937",21,17,"3","42","2","3","Hayden","7/12/21",3,3,0,NA,"Early"
"938",21,18,"3","13","5","3","Hayden","7/12/21",0,0,0,NA,"Early"
"939",21,19,"3","47","5","5","Hayden","7/12/21",0,0,0,NA,"Early"
"940",21,20,"3","77","4","1","Hayden","7/12/21",0,0,0,NA,"Early"
"941",21,21,"3","30","3","4","Hayden","7/12/21",3,1,0,NA,"Early"
"942",21,22,"3","6","5","1","Hayden","7/12/21",0,0,0,NA,"Early"
"943",21,23,"3","18","4","1","Hayden","7/12/21",2,3,0,NA,"Early"
"944",21,24,"3","35","5","4","Hayden","7/12/21",2,0,0,NA,"Early"
"945",21,25,"3","35","3","1","Hayden","7/12/21",0,0,0,NA,"Early"
"946",21,26,"4","30","5","5","Hayden","7/12/21",0,0,0,NA,"Early"
"947",21,27,"4","18","2","2","Hayden","7/12/21",0,0,0,NA,"Early"
"948",21,28,"4","8","2","3","Hayden","7/12/21",0,0,0,NA,"Early"
"949",21,29,"4","68","2","1","Hayden","7/12/21",0,0,0,NA,"Early"
"950",21,30,"4","6","4","1","Hayden","7/12/21",0,0,0,NA,"Early"
"951",21,31,"4","4","5","3","Hayden","7/12/21",0,1,0,NA,"Early"
"952",21,32,"4","39","4","3","Hayden","7/12/21",1,3,0,NA,"Early"
"953",21,33,"4","35","4","2","Hayden","7/12/21",0,0,0,NA,"Early"
"954",21,34,"4","7","1","4","Hayden","7/12/21",0,0,0,NA,"Early"
"955",21,35,"4","19","5","4","Hayden","7/12/21",0,0,0,NA,"Early"
"956",21,36,"4","27","3","5","Hayden","7/12/21",0,0,0,NA,"Early"
"957",21,37,"4","23","1","3","Hayden","7/12/21",0,0,0,NA,"Early"
"958",21,38,"4","3","3","3","Hayden","7/12/21",0,0,0,NA,"Early"
"959",21,39,"4","40","4","4","Hayden","7/12/21",1,0,0,NA,"Early"
"960",21,40,"4","27","1","3","Hayden","7/12/21",0,0,0,NA,"Early"
"961",21,41,"4","12","3","3","Hayden","7/12/21",1,8,0,NA,"Early"
"962",21,42,"4","31","2","5","Hayden","7/12/21",0,0,0,NA,"Early"
"963",21,43,"4","3","4","2","Hayden","7/12/21",3,7,0,NA,"Early"
"964",21,44,"4","56","2","5","Hayden","7/12/21",1,0,0,NA,"Early"
"965",21,45,"4","11","3","3","Hayden","7/12/21",1,4,0,NA,"Early"
"966",21,46,"4","47","2","5","Hayden","7/12/21",3,5,0,NA,"Early"
"979",1,13,"1","40","3","5","Samer","8/20/21",0,0,0,NA,"Late"
"980",1,14,"1","41","2","5","Samer","8/20/21",0,3,0,NA,"Late"
"981",1,15,"1","14","2","1","Samer","8/20/21",0,0,0,NA,"Late"
"982",1,16,"1","40","4","5","Samer","8/20/21",0,0,0,NA,"Late"
"983",1,17,"1","15","5","5","Samer","8/20/21",0,6,0,NA,"Late"
"984",1,18,"1","49","4","2","Samer","8/20/21",0,0,0,NA,"Late"
"985",1,19,"1","7","2","2","Samer","8/20/21",0,3,0,NA,"Late"
"986",1,20,"1","29","3","5","Samer","8/20/21",0,0,0,NA,"Late"
"987",1,21,"1","15","5","2","Samer","8/20/21",0,3,0,NA,"Late"
"988",1,22,"1","3","3","5","Samer","8/20/21",0,2,0,NA,"Late"
"989",1,23,"1","68","4","5","Samer","8/20/21",0,4,0,NA,"Late"
"990",1,24,"2","11","3","5","Samer","8/20/21",0,3,0,NA,"Late"
"991",1,25,"2","36","4","2","Samer","8/20/21",0,0,0,NA,"Late"
"992",1,26,"2","40","3","4","Samer","8/20/21",0,0,0,NA,"Late"
"993",1,27,"2","67","3","5","Samer","8/20/21",0,0,0,NA,"Late"
"994",1,28,"2","13","3","4","Samer","8/20/21",0,0,0,NA,"Late"
"995",1,29,"2","5","2","2","Samer","8/20/21",0,2,0,NA,"Late"
"996",1,30,"2","31","3","4","Samer","8/20/21",0,0,0,NA,"Late"
"997",1,31,"2","31","1","1","Samer","8/20/21",0,3,0,NA,"Late"
"998",1,32,"2","62","5","2","Samer","8/20/21",0,2,0,NA,"Late"
"999",1,33,"2","13","1","5","Samer","8/20/21",0,3,0,NA,"Late"
"1000",1,34,"2","13","2","3","Samer","8/20/21",0,2,0,NA,"Late"
"1001",1,35,"2","19","3","2","Samer","8/20/21",0,3,0,NA,"Late"
"1002",1,36,"2","30","3","1","Samer","8/20/21",0,0,0,NA,"Late"
"1003",1,37,"2","18","1","2","Samer","8/20/21",1,2,0,NA,"Late"
"1004",1,38,"2","31","5","1","Samer","8/20/21",0,0,0,NA,"Late"
"1005",1,39,"2","7","4","2","Samer","8/20/21",0,0,0,NA,"Late"
"1006",1,40,"2","8","1","4","Samer","8/20/21",0,3,0,NA,"Late"
"1007",1,41,"2","23","1","5","Samer","8/20/21",0,3,0,NA,"Late"
"1008",1,42,"2","4","1","3","Samer","8/20/21",0,2,0,NA,"Late"
"1009",1,43,"2","36","3","3","Samer","8/20/21",0,3,0,NA,"Late"
"1010",1,44,"2","30","4","5","Samer","8/20/21",0,2,0,NA,"Late"
"1011",1,45,"2","62","2","1","Samer","8/20/21",0,2,0,NA,"Late"
"1012",1,46,"2","6","2","4","Samer","8/20/21",0,1,0,NA,"Late"
"1013",2,1,"1","79","4","5","Samer","8/20/21",0,3,0,NA,"Late"
"1014",2,2,"1","6","2","5","Samer","8/20/21",0,6,0,NA,"Late"
"1015",2,3,"1","68","1","4","Samer","8/20/21",0,3,0,NA,"Late"
"1016",2,4,"1","39","2","1","Samer","8/20/21",0,2,0,NA,"Late"
"1017",2,5,"1","49","3","5","Samer","8/20/21",0,2,0,NA,"Late"
"1018",2,6,"1","14","5","2","Samer","8/20/21",0,2,0,NA,"Late"
"1019",2,7,"1","56","3","4","Samer","8/20/21",0,0,0,NA,"Late"
"1020",2,8,"1","27","2","5","Samer","8/20/21",0,0,0,NA,"Late"
"1021",2,9,"1","21","3","4","Samer","8/20/21",0,2,0,NA,"Late"
"1022",2,10,"1","14","2","2","Samer","8/20/21",0,3,0,NA,"Late"
"1023",2,11,"1","72","2","1","Samer","8/20/21",0,1,0,NA,"Late"
"1024",2,12,"1","2","1","1","Samer","8/20/21",0,4,0,NA,"Late"
"1025",2,13,"1","36","2","4","Samer","8/20/21",0,0,0,NA,"Late"
"1026",2,14,"1","35","2","1","Samer","8/20/21",0,10,0,NA,"Late"
"1027",2,15,"1","15","3","4","Samer","8/20/21",0,0,0,NA,"Late"
"1028",2,16,"1","40","2","2","Samer","8/20/21",0,2,0,NA,"Late"
"1029",2,17,"1","46","1","5","Samer","8/20/21",0,0,0,NA,"Late"
"1030",2,18,"1","6","4","2","Samer","8/20/21",0,6,1,NA,"Late"
"1031",2,19,"1","9","1","3","Samer","8/20/21",0,1,0,NA,"Late"
"1032",2,20,"1","18","5","1","Samer","8/20/21",0,0,0,NA,"Late"
"1033",2,21,"1","79","1","4","Samer","8/20/21",0,5,1,NA,"Late"
"1034",2,22,"1","77","1","5","Samer","8/20/21",0,2,1,NA,"Late"
"1035",2,23,"1","31","4","2","Samer","8/20/21",0,6,1,NA,"Late"
"1036",2,24,"2","47","2","3","Samer","8/20/21",0,3,0,NA,"Late"
"1037",2,25,"2","68","5","3","Samer","8/20/21",0,3,0,NA,"Late"
"1038",2,26,"2","28","1","4","Samer","8/20/21",0,5,0,NA,"Late"
"1039",2,27,"2","14","3","5","Samer","8/20/21",0,5,1,NA,"Late"
"1040",2,28,"2","2","5","5","Samer","8/20/21",0,5,0,NA,"Late"
"1041",2,29,"2","42","2","2","Samer","8/20/21",0,0,0,NA,"Late"
"1042",2,30,"2","41","1","1","Samer","8/20/21",0,3,0,NA,"Late"
"1043",2,31,"2","68","3","3","Samer","8/20/21",0,4,0,NA,"Late"
"1044",2,32,"2","14","4","2","Samer","8/20/21",0,0,0,NA,"Late"
"1045",2,33,"2","72","1","2","Samer","8/20/21",0,8,1,NA,"Late"
"1046",2,34,"2","2","4","3","Samer","8/20/21",0,5,0,NA,"Late"
"1047",2,35,"2","4","1","2","Samer","8/20/21",0,3,0,NA,"Late"
"1048",2,36,"2","49","4","3","Samer","8/20/21",0,0,0,NA,"Late"
"1049",2,37,"2","17","2","4","Samer","8/20/21",0,6,0,NA,"Late"
