Row,Column,Block,Population,Family,Replicate,Date,Weevil_dam_June,Scar_length_mm,Scar_length_mm_nocalculations,Dead
21,22,3,6,5,1,7/27/2020,1,0,0,0
21,23,3,18,4,1,7/27/2020,1,0,0,0
21,24,3,35,5,4,7/27/2020,2,32.85,32.85,0
21,25,3,35,3,1,7/27/2020,0,0,0,1
21,26,4,30,5,5,7/27/2020,0,0,0,0
21,27,4,18,2,2,7/27/2020,1,47.55,47.55,0
21,28,4,8,2,3,7/27/2020,0,3.37,3.37,0
21,29,4,68,2,1,7/27/2020,1,9.09,9.09,0
21,30,4,6,4,1,7/27/2020,0,0,0,0
21,31,4,4,5,3,7/27/2020,0,0,0,1
21,32,4,39,4,3,7/27/2020,0,9.13,9.13,0
21,33,4,35,4,2,7/27/2020,0,0,0,0
21,34,4,7,1,4,7/27/2020,4,64.62,64.62,0
21,35,4,19,5,4,7/27/2020,1,11.4,11.4,0
21,36,4,27,3,5,7/27/2020,1,20.35,20.35,0
21,37,4,23,1,3,7/27/2020,0,0,0,0
21,38,4,3,3,3,7/27/2020,1,0,0,0
21,39,4,40,4,4,7/27/2020,0,0,0,0
21,40,4,27,1,3,7/27/2020,0,0,0,1
21,41,4,12,3,3,7/27/2020,2,48.91,48.91,0
21,42,4,31,2,5,7/27/2020,0,0,0,0
21,43,4,3,4,2,7/27/2020,4,21.15,21.15,0
21,44,4,56,2,5,7/27/2020,1,0,0,0
21,45,4,11,3,3,7/27/2020,3,0,0,0
21,46,4,47,2,5,7/27/2020,0,0,0,0
