"","Population","Row","Column","Block","Family","Replicate","Weevil_dam_binary","Total_Height_early","Scar_length_cm","scar_div_earlyheight","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_Rur","Urb_score","Pop_ID"
"876",79,19,38,4,3,2,0,31.6,0,0,"AS092",43.601609,-79.583684,"South",17437.5813140448,17.4375813140448,"Urban",2.43357,NA
"877",79,20,32,4,1,2,1,62.9,1.55,0.0246422893481717,"AS092",43.601609,-79.583684,"South",17437.5813140448,17.4375813140448,"Urban",2.43357,NA
"878",79,10,39,2,3,5,0,14.2,0,0,"AS092",43.601609,-79.583684,"South",17437.5813140448,17.4375813140448,"Urban",2.43357,NA
"879",79,6,22,1,4,1,1,92.1,9.399,0.102052117263844,"AS092",43.601609,-79.583684,"South",17437.5813140448,17.4375813140448,"Urban",2.43357,NA
"880",79,2,21,1,1,4,0,40.3,0,0,"AS092",43.601609,-79.583684,"South",17437.5813140448,17.4375813140448,"Urban",2.43357,NA
"881",1,17,46,4,4,4,NA,123.7,9.08,0.0734033953112369,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"882",1,10,5,1,5,2,NA,36.1,1.953,0.0540997229916897,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"883",1,6,35,2,3,4,NA,50,5.65,0.113,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"884",1,11,18,1,2,4,NA,5.6,1.36,0.242857142857143,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"885",1,3,45,2,1,5,NA,32.3,5.111,0.158235294117647,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"886",1,20,11,3,5,4,NA,36.5,5.738,0.157205479452055,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"887",1,13,27,4,2,3,NA,3.2,0,0,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"888",1,13,43,4,3,1,NA,0,0,NA,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"889",1,20,15,3,3,3,NA,44.6,10.358,0.232242152466368,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"890",1,19,31,4,4,2,NA,0,0,NA,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"891",1,15,16,3,5,5,NA,246.1,11.727,0.0476513612352702,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"892",1,9,46,2,1,4,NA,17.2,4.948,0.287674418604651,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"893",1,13,31,4,2,5,NA,24.5,1.465,0.0597959183673469,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"894",1,4,7,1,2,1,NA,60.1,4.11,0.0683860232945092,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"895",1,12,2,3,3,2,NA,117.8,7.13,0.0605263157894737,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"896",1,4,11,1,4,1,NA,43.5,6.7,0.154022988505747,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"897",1,6,38,2,4,5,NA,34.7,2.06,0.0593659942363112,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"898",1,6,26,2,1,3,NA,95.1,16.12,0.16950578338591,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"899",1,9,5,1,4,3,NA,86.4,15.435,0.178645833333333,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"900",1,19,27,4,5,1,NA,23.7,2.09,0.0881856540084388,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"901",1,4,43,2,3,5,NA,40.2,4.92,0.122388059701493,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"902",1,3,6,1,1,2,NA,0,0,NA,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"903",1,7,37,2,1,1,NA,113.8,10.502,0.0922847100175747,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"904",1,16,23,3,5,3,NA,33.9,9.503,0.280324483775811,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"905",1,4,8,1,2,2,NA,91.8,2.55,0.0277777777777778,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377,"MW001"
"906",2,20,34,4,5,2,NA,81.2,13.858,0.170665024630542,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"907",2,19,1,3,2,1,NA,150.6,3.09,0.0205179282868526,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"908",2,16,24,3,3,2,NA,33.3,6.723,0.201891891891892,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"909",2,20,1,3,3,4,NA,27.2,4.061,0.149301470588235,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"910",2,11,9,1,1,2,NA,158.6,23.91,0.150756620428752,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"911",2,21,13,3,4,4,NA,0,0,NA,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"912",2,20,44,4,3,5,NA,33.3,7.117,0.213723723723724,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"913",2,16,41,4,4,1,NA,38.7,10.132,0.261808785529716,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"914",2,3,10,1,5,3,NA,17.7,0,0,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"915",2,2,12,1,1,1,NA,78.5,11.544,0.147057324840764,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"916",2,14,31,4,1,3,NA,41,3.75,0.0914634146341463,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"917",2,3,14,1,2,5,NA,143.8,24,0.166898470097357,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"918",2,5,41,2,1,5,NA,61.6,13.05,0.211850649350649,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"919",2,7,45,2,5,4,NA,26.2,0,0,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"920",2,2,34,2,4,3,NA,124.5,7.47,0.06,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"921",2,18,46,4,2,4,NA,29.2,7.862,0.269246575342466,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"922",2,19,16,3,5,1,NA,10.3,0,0,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"923",2,4,42,2,2,2,NA,112.3,6.6,0.0587711487088157,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"924",2,11,20,1,4,5,NA,98.1,9.79,0.099796126401631,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"925",2,18,6,3,3,3,NA,46.6,8.092,0.173648068669528,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"926",2,2,28,2,5,5,NA,175.8,5.34,0.0303754266211604,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"927",2,6,3,1,2,3,NA,76.5,2.12,0.0277124183006536,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"928",2,16,28,4,4,2,NA,136.9,12.428,0.090781592403214,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"929",2,21,4,3,1,4,NA,49.8,6.377,0.128052208835341,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"930",2,4,19,1,3,1,NA,86.6,1.83,0.0211316397228637,"AS002",43.550225,-79.654062,"South",24987.050922191,24.987050922191,"Urban",0.0619652,"MW002"
"931",3,20,3,3,3,2,NA,15.4,2.184,0.141818181818182,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"932",3,21,38,4,3,3,NA,23.5,1.383,0.0588510638297872,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"933",3,17,7,3,4,5,NA,74.4,7.09,0.0952956989247312,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"934",3,6,20,1,5,1,NA,58.5,2.92,0.0499145299145299,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"935",3,10,26,2,5,4,NA,33.1,10.134,0.306163141993958,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"936",3,16,37,4,3,1,NA,35.5,1.9,0.0535211267605634,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"937",3,20,13,3,4,4,NA,63.3,20.091,0.31739336492891,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"938",3,21,12,3,1,2,NA,0,0,NA,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"939",3,9,9,1,2,2,NA,57.3,3.996,0.069738219895288,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"940",3,15,44,4,2,1,NA,20.2,1.319,0.0652970297029703,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"941",3,7,1,1,2,5,NA,135.1,17.228,0.127520355292376,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"942",3,18,41,4,5,5,NA,4.4,0,0,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"943",3,5,11,1,2,4,NA,58.5,1.165,0.0199145299145299,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"944",3,18,45,4,1,1,NA,17.8,0,0,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"945",3,15,42,4,3,4,NA,14,0,0,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"946",3,1,22,1,3,5,NA,67.8,0.72,0.0106194690265487,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"947",3,20,40,4,5,3,NA,10,0,0,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"948",3,11,2,1,4,1,NA,298.1,3.86,0.0129486749412949,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"949",3,16,43,4,2,3,NA,36.6,1.01,0.0275956284153005,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"950",3,21,43,4,4,2,NA,84,0,0,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"951",3,18,10,3,5,2,NA,21.4,0.763,0.0356542056074766,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"952",3,5,23,2,4,3,NA,47.1,5.181,0.11,"AS003",43.565106,-79.671002,"South",25491.7782859607,25.4917782859607,"Urban",-0.5488855,"MW003"
"953",4,4,30,2,1,4,NA,132.9,8.03,0.0604213694507148,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"954",4,6,42,2,3,4,NA,0,0,NA,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"955",4,9,2,1,3,1,NA,86.6,15.629,0.180473441108545,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"956",4,11,30,4,4,1,NA,48.9,7.71,0.157668711656442,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"957",4,11,37,4,2,1,NA,0,0,NA,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"958",4,8,24,2,2,2,NA,52.5,1.64,0.0312380952380952,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"959",4,19,4,3,2,5,NA,40.4,2.89,0.0715346534653465,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"960",4,2,35,2,1,2,NA,249.5,10.34,0.0414428857715431,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"961",4,21,31,4,5,3,NA,0,0,NA,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"962",4,15,33,4,5,1,NA,35.9,11.439,0.318635097493036,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"963",4,3,29,2,4,4,NA,214.8,12.815,0.0596601489757914,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"964",4,15,1,3,5,4,NA,51.6,13.082,0.253527131782946,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"965",4,16,18,3,5,5,NA,0,0,NA,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"966",4,14,6,3,1,5,NA,104.3,13.86,0.132885906040268,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"967",4,16,20,3,2,3,NA,92.6,2.058,0.0222246220302376,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"968",4,5,8,1,5,2,NA,43.2,8.004,0.185277777777778,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"969",4,8,32,2,3,3,NA,39.2,6.334,0.161581632653061,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"970",4,1,42,2,1,3,NA,69,8.017,0.116188405797101,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"971",4,4,33,2,3,2,NA,81.9,8.8,0.107448107448107,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"972",4,18,9,3,4,3,NA,72.1,8.547,0.118543689320388,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"973",4,3,9,1,3,5,NA,0,0,NA,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"974",4,7,12,1,4,2,NA,34,1.331,0.0391470588235294,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"975",4,11,21,1,2,4,NA,30.5,1.14,0.0373770491803279,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"976",4,4,16,1,1,1,NA,266.5,5.77,0.0216510318949343,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"977",4,3,24,2,4,5,NA,90.9,1.902,0.0209240924092409,"AS005",43.567334,-79.686386,"South",26539.6859866781,26.5396859866781,"Urban",-0.9282644,"MW004"
"978",5,14,34,4,4,3,NA,47.9,0.99,0.0206680584551148,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"979",5,7,18,1,3,2,NA,57.2,1.742,0.0304545454545455,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"980",5,10,42,4,4,4,NA,94.8,4.446,0.0468987341772152,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"981",5,13,39,4,1,3,NA,20.2,0,0,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"982",5,17,44,4,4,2,NA,0,0,NA,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"983",5,18,32,4,3,3,NA,58.2,10.26,0.176288659793814,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"984",5,20,28,4,2,5,NA,13.2,4.657,0.35280303030303,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"985",5,20,19,3,3,1,NA,26.8,2.984,0.11134328358209,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"986",5,17,35,4,3,4,NA,0,0,NA,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"987",5,7,32,2,1,4,NA,32.4,3.368,0.103950617283951,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"988",5,10,34,2,5,2,NA,107,8.389,0.0784018691588785,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"989",5,17,29,4,5,1,NA,55,11.49,0.208909090909091,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"990",5,14,45,4,1,5,NA,21.5,0.99,0.046046511627907,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"991",5,6,27,2,5,3,NA,140.5,21,0.149466192170818,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"992",5,7,8,1,5,4,NA,39.2,11.693,0.298290816326531,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"993",5,16,12,3,2,1,NA,77.9,5.745,0.0737483953786906,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"994",5,1,29,2,2,2,NA,129.1,4.77,0.0369481022463207,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"995",5,10,24,2,3,5,NA,10.4,0,0,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"996",5,7,17,1,2,4,NA,28.8,8.318,0.288819444444444,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"997",5,16,17,3,4,5,NA,0,0,NA,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"998",5,9,14,1,5,5,NA,0,0,NA,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"999",5,15,37,4,1,1,NA,291.7,22.519,0.0771991772368872,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"1000",5,18,1,3,1,2,NA,23.5,9.158,0.389702127659574,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"1001",5,8,39,2,4,1,NA,34,1.382,0.0406470588235294,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"1002",5,9,44,2,2,3,NA,96.1,15.559,0.161904266389178,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108,"MW005"
"1003",6,4,31,2,3,1,NA,30.5,1.09,0.0357377049180328,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1004",6,19,23,3,1,4,NA,92.1,7.79,0.0845819761129208,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1005",6,4,12,1,4,5,NA,0,0,NA,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1006",6,9,37,2,4,4,NA,39.2,2.866,0.0731122448979592,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1007",6,7,2,1,2,3,NA,0,0,NA,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1008",6,20,17,3,1,5,NA,55.3,13.394,0.242206148282098,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1009",6,2,2,1,2,5,NA,55.8,1.61,0.0288530465949821,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1010",6,8,27,2,3,5,NA,170.1,11.49,0.0675485008818342,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1011",6,2,18,1,4,2,NA,233.9,21.32,0.0911500641299701,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1012",6,6,18,1,2,1,NA,0,0,NA,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1013",6,5,30,2,5,4,NA,31.1,1.368,0.0439871382636656,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1014",6,2,38,2,1,3,NA,191.8,13.6,0.0709071949947862,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1015",6,18,27,4,3,2,NA,21.2,3.577,0.16872641509434,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1016",6,21,30,4,4,1,NA,71.9,9.29,0.129207232267038,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1017",6,13,35,4,5,3,NA,9.4,0,0,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1018",6,12,27,4,1,2,NA,104,4.24,0.0407692307692308,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1019",6,11,40,4,3,4,NA,24.7,0,0,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1020",6,19,17,3,3,3,NA,42.3,10.69,0.252718676122931,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1021",6,21,22,3,5,1,NA,9.3,0,0,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1022",6,12,23,1,1,1,NA,82.3,0,0,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1023",6,17,1,3,4,3,NA,68.6,7.04,0.102623906705539,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1024",6,1,46,2,2,4,NA,31.1,0,0,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1025",6,14,27,4,5,2,NA,280.8,26.06,0.0928062678062678,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1026",6,18,35,4,5,5,NA,0,0,NA,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062,"MW006"
"1027",7,7,15,1,4,4,NA,15.7,0,0,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825,"MW007"
"1028",7,6,46,2,4,3,NA,165.5,17.47,0.105558912386707,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825,"MW007"
"1029",7,15,22,3,4,1,NA,18.01,6.411,0.355968906163243,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825,"MW007"
"1030",7,8,9,1,3,2,NA,0,0,NA,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825,"MW007"
"1031",7,3,21,1,3,1,NA,22.7,0,0,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825,"MW007"
"1032",7,12,9,3,2,4,NA,36.1,0,0,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825,"MW007"
"1033",7,16,16,3,5,4,NA,42.5,7.823,0.184070588235294,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825,"MW007"
"1034",7,7,3,1,1,3,NA,65.1,7.15,0.109831029185868,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825,"MW007"
"1035",7,1,19,1,2,2,NA,84.4,11.73,0.138981042654028,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825,"MW007"
"1036",7,1,39,2,4,2,NA,41.4,5.808,0.140289855072464,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825,"MW007"
"1037",7,9,28,2,3,5,NA,37.7,1.907,0.0505835543766578,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825,"MW007"
"1038",7,8,28,2,1,2,NA,59.6,3.223,0.0540771812080537,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825,"MW007"
