"","Population","Row","Column","Block","Family","Replicate","Herbivory_mean_late","Herbivory_mean_early","Year","Patch_ID","Latitude","Longitude","Transect_ID","City_dist","Urb_score","Deer_damage_DC3","Exposed_rhizome_DC1","Herbivory_early","Herbivory_late","Urb_Rur"
"1452","46",19,46,4,"3","5",1,0.06,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"10,0,0,0,20","100,100,100,100,100","Rural"
"1453","46",2,17,1,"1","5",0.19,0.004,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"0,0,0,0,02","0,0,32,60,3","Rural"
"1454","46",12,5,3,"1","2",0.006,0.032,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"16,0,0,0,0","0,0,0,0,03","Rural"
"1455","46",10,22,1,"1","1",0.068,NA,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"0","3,3,0,4,24","Rural"
"1456","46",3,38,2,"2","3",0.018,0.032,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"8,1,4,3,0","2,7,0,0,0","Rural"
"1457","46",15,5,3,"4","3",0.672,0,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"0,0,0,0,0","4,36,100,98,98","Rural"
"1458","46",7,14,1,"5","5",0.722,0,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"0,---","100,100,16,45,100","Rural"
"1459","46",18,5,3,"4","5",0.054,0.002,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"0,0,0,0,1","0,0,0,27,0","Rural"
"1460","46",17,8,3,"3","4",0.006,0.034,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"17,0,0,0,0","0,0,0,0,03","Rural"
"1461","46",4,46,2,"4","1",0.024,0.012,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"1,0,0,5,0","0,6,6,0,0","Rural"
"1462","46",18,40,4,"2","1",0,0.08,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"0,15,0,0,25","0,0,0,0,0","Rural"
"1463","46",14,21,3,"4","2",0.098,0.026,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"0,4,7,2,0","0,38,2,9,0","Rural"
"1464","46",8,25,2,"2","5",0.452,0.024,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"0,0,0,0,012","0,50,8,68,100","Rural"
"1465","46",12,13,3,"3","2",0.14,NA,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"0","0,8,2,45,15","Rural"
"1466","46",3,42,2,"2","2",0.012,0.042,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"7,5,4,3,2","2,0,1,3,0","Rural"
"1467","46",6,17,1,"1","3",NA,NA,"2020","AS059",43.343046,-79.959704,"Rural",58.3143855323293,-2.26854,NA,NA,"0","0","Rural"
"1468","47",5,17,1,"3","3",0,0,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,0,0,0,0","0,0,0,0,0","Rural"
"1469","47",5,21,1,"4","5",0.176,0.018,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"6,3,0,0,0","5,14,0,67,2","Rural"
"1470","47",7,11,1,"4","4",0,0.004,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,0,0,0,02","0,0,0,0,0","Rural"
"1471","47",8,19,1,"5","1",0.278,0.028,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"7,7,0,0,0","54,18,8,34,25","Rural"
"1472","47",4,5,1,"1","1",0.084,0.034,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"2,10,5,0,0","0,5,7,30,0","Rural"
"1473","47",21,14,3,"3","1",0,0,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0, 0, 0, 0, 0","0,0,0,0,0","Rural"
"1474","47",5,16,1,"1","5",0.026,0.03,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"10,2,3,0,0","3,4,0,1,5","Rural"
"1475","47",18,23,3,"3","4",0.11,0.032,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,4,0,0,12","7,0,42,6,0","Rural"
"1476","47",19,15,3,"1","2",0.03,0,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,0,0,0,0","10,0,0,5,0","Rural"
"1477","47",7,4,1,"2","2",1,0.092,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,8,10,28,0","100,100,100,100,100","Rural"
"1478","47",21,46,4,"2","5",0,0.41,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0, 55, 50, 0, 100","0,0,0,0,0","Rural"
"1479","47",10,31,2,"4","1",0.198,0,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,0,0,0,0","14,22,42,15,6","Rural"
"1480","47",14,30,4,"2","1",0.202,0.002,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,0,0,0,01","48,0,22,28,3","Rural"
"1481","47",14,17,3,"3","2",0.024,0.004,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,0,0,0,02","3,0,4,3,2","Rural"
"1482","47",12,42,4,"5","3",0.8,0,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,0,0,0,0","100,100,100,100,0","Rural"
"1483","47",4,4,1,"3","5",0.48,0.002,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,0,0,0,01","100,100,40,0,0","Rural"
"1484","47",20,39,4,"1","3",0.018,0,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,0,0,0,0","0,0,0,0,9","Rural"
"1485","47",21,19,3,"5","5",0.018,0.06,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"19, 6, 0, 5, 0","4,5,0,0,0","Rural"
"1486","47",12,3,3,"4","3",0.028,0.054,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,17,0,10,0","10,4,0,0,0","Rural"
"1487","47",10,46,4,"4","2",0.622,0.044,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,0,0,0,22","7,4,100,100,100","Rural"
"1488","47",2,40,2,"2","4",0.044,0.038,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"11,0,1,2,5","4,5,7,3,3","Rural"
"1489","47",10,21,1,"5","2",NA,0.062,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"23,8,0,0,0","0","Rural"
"1490","47",2,24,2,"2","3",0.008,0.038,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"3,1,2,9,4","2,2,0,0,0","Rural"
"1491","47",12,11,3,"1","4",0.048,0.05,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"0,0,0,0,25","22,0,0,0,2","Rural"
"1492","47",9,42,2,"5","4",0.044,0.058,"2020","AS060",43.519441,-79.750471,"Rural",33.4685354488643,-2.66342,NA,NA,"29,0,0,0,0","10,4,8,0,0","Rural"
"1493","49",9,35,2,"3","1",0.022,0.016,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"4,3,0,0,1","5,2,0,0,4","Urban"
"1494","49",3,11,1,"3","4",0.23,0.112,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"20,20,8,0,8","33,0,12,16,54","Urban"
"1495","49",5,14,1,"2","3",0.052,0.05,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"22,0,0,0,3","0,0,22,0,4","Urban"
"1496","49",3,39,2,"5","3",0.006,0.004,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"0,0,0,0,02","0,0,2,1,0","Urban"
"1497","49",6,10,1,"4","5",0,0.286,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"65,0,36,42,0","0,0,0,0,0","Urban"
"1498","49",9,6,1,"5","5",0.236,0.004,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"0,0,0,0,02","0,38,80,0,0","Urban"
"1499","49",2,5,1,"3","5",0.024,0,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"0,0,0,0,0","6,2,0,3,1","Urban"
"1500","49",18,18,3,"3","2",0.06,NA,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"0","5,0,0,25,0","Urban"
"1501","49",16,14,3,"2","2",0,0,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"0,0,0,0,0","0,0,0,0,0","Urban"
"1502","49",13,10,3,"1","1",0,0.04,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"0,0,0,0,20","0,0,0,0,0","Urban"
"1503","49",17,30,4,"2","5",0.124,0.012,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"6,0,0,0,0","15,0,42,4,1","Urban"
"1504","49",13,11,3,"2","4",0.154,NA,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"0","12,40,25,0,0","Urban"
"1505","49",2,36,2,"4","3",0.218,0.11,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"0,30,0,0,25","0,54,2,50,3","Urban"
"1506","49",13,26,4,"1","2",0.02,0.114,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"2,55,0,0,0","0,0,0,0,10","Urban"
"1507","49",14,23,3,"4","1",0.044,0,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"0,0,0,0,0","0,9,6,0,7","Urban"
"1508","49",14,22,3,"3","3",0.032,0.024,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"3,3,4,2,0","7,3,0,6,0","Urban"
"1509","49",19,43,4,"2","1",0.006,0.012,"2020","AS062",43.534939,-79.732912,"South",31.4318593230486,0.2286,NA,NA,"0,0,0,6,0","0,0,0,0,03","Urban"
"1510","51",4,34,2,"4","3",0.062,0.05,"2020","AS064",43.669676,-79.422881,"South",3.69260866191731,2.67139,NA,NA,"22,1,1,0,1","0,5,3,5,18","Urban"
"1511","51",20,25,3,"4","4",0.136,0.016,"2020","AS064",43.669676,-79.422881,"South",3.69260866191731,2.67139,NA,NA,"0,0,0,0,8","1,4,3,55,5","Urban"
"1512","51",12,31,4,"4","1",0.118,0.008,"2020","AS064",43.669676,-79.422881,"South",3.69260866191731,2.67139,NA,NA,"0,0,0,0,04","3,3,53,0,0","Urban"
"1513","51",9,12,1,"4","2",0.006,0.08,"2020","AS064",43.669676,-79.422881,"South",3.69260866191731,2.67139,NA,NA,"20,18,2,0,0","0,0,0,3,0","Urban"
"1514","51",6,16,1,"2","1",0.022,0,"2020","AS064",43.669676,-79.422881,"South",3.69260866191731,2.67139,NA,NA,"0,0,0,0,0","11,0,0,0,0","Urban"
"1515","51",21,15,3,"4","5",0.038,0.016,"2020","AS064",43.669676,-79.422881,"South",3.69260866191731,2.67139,NA,NA,"0, 0, 0, 0, 8","0,0,3,13,3","Urban"
"1516","54",17,15,3,"1","5",NA,NA,"2020","AS067",43.67876,-79.431977,"South",4.81140388831811,3.17675,NA,NA,"0","0","Urban"
"1517","56",15,38,4,"4","5",0.176,0.12,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"60,0,0,0,0","3,1,48,30,6","Urban"
"1518","56",10,4,1,"4","1",0.012,0.03,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"0,0,0,0,015","0,5,1,0,0","Urban"
"1519","56",13,40,4,"2","2",NA,NA,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"0","0","Urban"
"1520","56",3,37,2,"2","1",0.096,0.012,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"0,0,0,3,3","0,30,2,7,9","Urban"
"1521","56",4,26,2,"2","3",0.01,0.028,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"0,7,2,5,0","0,0,0,0,05","Urban"
"1522","56",20,2,3,"3","1",NA,0,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"0,0,0,0,0","0","Urban"
"1523","56",7,30,2,"3","5",0.056,0.08,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"10,0,0,0,30","0,0,0,0,28","Urban"
"1524","56",13,23,3,"4","3",0.2,0.024,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"0,0,3,1,8","0,62,20,0,18","Urban"
"1525","56",2,7,1,"3","4",0.506,0.01,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"0,0,0,0,05","48,0,100,100,5","Urban"
"1526","56",21,44,4,"2","5",0.06,0,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"0, 0, 0, 0, 0","9,6,0,8,7","Urban"
"1527","56",4,17,1,"4","2",0.02,0.032,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"3,5,3,5,0","0,10,0,0,0","Urban"
"1528","56",3,31,2,"4","4",0,0.014,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"0,0,0,0,07","0,0,0,0,0","Urban"
"1529","56",10,35,2,"2","4",0.008,0.048,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"2,18,4,0,0","0,0,0,0,04","Urban"
"1530","56",18,12,3,"3","2",0.076,0.014,"2020","AS069",43.671068,-79.452408,"South",5.98740587556773,2.24942,NA,NA,"1,2,0,2,2","35,0,3,0,0","Urban"
"1531","57",2,43,2,"1","4",0.008,0.006,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"0,0,0,0,03","1,0,2,1,0","Urban"
"1532","57",8,17,1,"3","2",1,0.024,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"9,0,0,3,0","100,100,100,100,100","Urban"
"1533","57",12,25,4,"4","4",0.026,NA,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"0","5,0,2,1,5","Urban"
"1534","57",19,33,4,"4","3",0.03,0.01,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"3,0,2,0,0","9,2,2,2,0","Urban"
"1535","57",10,37,2,"1","1",0,0.044,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"0,0,0,22,0","0,0,0,0,0","Urban"
"1536","57",12,38,4,"2","5",0,0.08,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"25,15,0,0,0","0,0,0,0,0","Urban"
"1537","57",9,38,2,"5","4",0.02,0.026,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"8,1,0,4,0","0,0,0,0,10","Urban"
"1538","57",7,34,2,"4","5",0.096,0.038,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"18,0,0,1,0","28,0,6,2,12","Urban"
"1539","57",11,24,4,"2","1",0.02,0,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"0,0,0,0,0","9,0,0,1,0","Urban"
"1540","57",12,19,3,"5","5",0.064,0.01,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"0,0,0,0,05","5,0,8,7,12","Urban"
"1541","57",17,39,4,"3","3",NA,NA,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"0","0","Urban"
"1542","57",15,8,3,"2","4",0.042,0.006,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"2,0,0,0,1","18,0,0,0,3","Urban"
"1543","57",15,17,3,"3","4",0.032,0.036,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"0,0,0,0,18","12,4,0,0,0","Urban"
"1544","57",8,2,1,"1","2",0.046,0.03,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"0,1,2,4,8","0,1,2,20,0","Urban"
"1545","57",6,7,1,"5","3",0,0.018,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"0,0,0,7,2","0,0,0,0,0","Urban"
"1546","57",14,1,3,"2","3",0.048,0.07,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"0,0,0,0,035","0,0,12,12,0","Urban"
"1547","57",10,38,2,"1","3",0.154,0,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"0,0,0,0,0","11,26,0,30,10","Urban"
"1548","57",2,42,2,"5","1",0.146,0.044,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"5,3,0,5,9","22,32,3,16,0","Urban"
"1549","57",20,22,3,"2","2",1,0,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"0,0,0,0,0","100,100,100,100,100","Urban"
"1550","57",15,35,4,"4","1",0.01,0.04,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"15,1,3,0,1","0,0,0,0,5","Urban"
"1551","57",14,10,3,"3","1",0.006,0.022,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"8,3,0,0,0","0,0,0,0,03","Urban"
"1552","57",16,2,3,"4","2",NA,1,"2020","AS070",43.67024,-79.462135,"South",6.72234816456428,2.71762,NA,NA,"100,100,100,100,100","0","Urban"
"1553","61",19,24,3,"3","5",0.006,0.022,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"7,4,0,0,0","0,0,1,2,0","Urban"
"1554","61",19,9,3,"5","2",0.022,0.004,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0,0,0,0,2","5,0,0,4,2","Urban"
"1555","61",18,3,3,"1","4",0.064,0,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0,0,0,0,0","1,0,0,5,26","Urban"
"1556","61",13,14,3,"5","3",0.6,0.24,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"70,0,0,0,50","0,0,100,100,100","Urban"
"1557","61",17,27,4,"3","2",0.082,0.096,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0,48,0,0,0","26,8,0,4,3","Urban"
"1558","61",6,2,1,"4","5",0.018,0,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0,0,0,0,0","4,5,0,0,0","Urban"
"1559","61",19,29,4,"3","1",0.2,0.05,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"23,2,0,0,0","35,65,0,0,0","Urban"
"1560","61",16,21,3,"4","2",0,0.138,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0,0,0,50,19","0,0,0,0,0","Urban"
"1561","61",17,42,4,"5","4",NA,NA,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0","0","Urban"
"1562","61",13,32,4,"3","4",0.024,0.006,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0,0,0,0,03","0,2,5,5,0","Urban"
"1563","61",10,15,1,"3","3",0.094,0,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0,0,0,0,0","9,25,3,4,6","Urban"
"1564","61",11,13,1,"1","5",0.24,0,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0,0,0,0,0","8,6,6,0,100","Urban"
"1565","61",10,28,2,"4","1",0.046,0.036,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0,11,0,7,0","2,1,14,6,0","Urban"
"1566","61",10,44,4,"1","1",0.62,0.046,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0,14,9,0,0","100,100,100,6,4","Urban"
"1567","61",12,34,4,"1","2",0.016,0.138,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0,1,28,0,40","0,4,4,0,0","Urban"
"1568","61",4,44,2,"4","4",0.1,0.042,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"3,12,4,2,0","0,30,0,18,2","Urban"
"1569","61",13,16,3,"4","3",0.12,0.002,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"0,0,0,0,01","0,0,25,35,0","Urban"
"1570","61",12,4,3,"1","3",0.006,0.018,"2020","AS074",43.654607,-79.607519,"North",18.2525904969498,0.644411,NA,NA,"3,0,0,6,0","0,0,0,0,03","Urban"
"1571","62",18,24,3,"3","2",0.064,0,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0,0,0,0,0","0,6,0,8,18","Urban"
"1572","62",10,2,1,"4","5",0.194,0.026,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0,0,7,6,0","36,26,35,0,0","Urban"
"1573","62",3,26,2,"3","1",0.05,0.072,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"6,0,20,5,5","6,16,0,0,3","Urban"
"1574","62",8,31,2,"4","4",0.012,0.016,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0,2,4,0,2","0,0,0,0,6","Urban"
"1575","62",8,44,2,"1","3",0.006,0.038,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"11,0,0,0,8","0,0,0,3,0","Urban"
"1576","62",10,6,1,"4","2",0,0.072,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0,29,1,0,6","0,0,0,0,0","Urban"
"1577","62",6,39,2,"4","1",0.012,0.006,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0,0,0,0,03","0,4,0,2,0","Urban"
"1578","62",19,32,4,"5","3",0.14,0.012,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0,3,3,0,0","0,18,4,0,48","Urban"
"1579","62",7,31,2,"2","3",0.046,0.018,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"5,0,4,0,0","3,16,2,0,2","Urban"
"1580","62",8,14,1,"2","5",0.038,NA,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0","0,1,3,15,0","Urban"
"1581","62",14,18,3,"4","3",0.07,0.016,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"4,0,0,4,0","0,0,0,0,035","Urban"
"1582","62",1,45,2,"2","1",0.044,0,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0,0,0,0,0","21,0,0,1,0","Urban"
"1583","62",1,32,2,"5","2",NA,0.024,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"5,0,2,2,3","0","Urban"
"1584","62",7,5,1,"1","5",0.022,0,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0,0,0,0,0","0,6,5,0,0","Urban"
"1585","62",12,12,3,"2","2",NA,0.12,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"44,9,0,7,0","0","Urban"
"1586","62",13,15,3,"1","4",0.05,0.04,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0,5,0,0,15","0,0,0,0,25","Urban"
"1587","62",17,3,3,"5","1",0.056,0.006,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0,0,0,0,3","0,0,24,1,3","Urban"
"1588","62",8,18,1,"1","2",0.412,0,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0,0,0,0,0","100,100,6,0,0","Urban"
"1589","62",9,40,2,"5","5",0.072,0.042,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"17,4,0,0,0","3,1,20,0,12","Urban"
"1590","62",6,29,2,"3","4",0.026,0.014,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"2,0,0,0,5","5,0,2,0,6","Urban"
"1591","62",13,25,3,"2","4",0.112,0.022,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"4,6,0,1,0","8,12,8,0,28","Urban"
"1592","62",5,24,2,"1","1",NA,0.016,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"0,0,0,2,6","0","Urban"
"1593","62",18,14,3,"5","4",0.03,0.06,"2020","AS075",43.651476,-79.617876,"North",19.0938744133194,0.697666,NA,NA,"25,5,0,0,0","3,4,0,4,4","Urban"
"1594","64",18,4,3,"5","4",0.062,0.024,"2020","AS077",43.628807,-79.652009,"North",22.0533186692026,1.05287,NA,NA,"8,4,0,0,0","2,0,28,1,0","Urban"
"1595","64",7,38,2,"3","4",0.098,0.004,"2020","AS077",43.628807,-79.652009,"North",22.0533186692026,1.05287,NA,NA,"0,0,0,0,02","15,4,5,0,25","Urban"
"1596","64",9,25,2,"5","3",0.062,0.024,"2020","AS077",43.628807,-79.652009,"North",22.0533186692026,1.05287,NA,NA,"0,0,0,0,12","18,0,2,10,1","Urban"
"1597","64",11,10,1,"5","1",0.08,0.056,"2020","AS077",43.628807,-79.652009,"North",22.0533186692026,1.05287,NA,NA,"1,6,0,21,0","7,25,5,0,3","Urban"
"1598","64",11,8,1,"1","4",0.022,0,"2020","AS077",43.628807,-79.652009,"North",22.0533186692026,1.05287,NA,NA,"0,0,0,0,0","2,5,0,4,0","Urban"
"1599","64",18,31,4,"1","5",0.126,0.082,"2020","AS077",43.628807,-79.652009,"North",22.0533186692026,1.05287,NA,NA,"1,0,0,30,10","22,10,15,5,11","Urban"
"1600","64",11,1,1,"1","1",NA,0.088,"2020","AS077",43.628807,-79.652009,"North",22.0533186692026,1.05287,NA,NA,"44,0,0,0,0","0","Urban"
"1601","64",3,15,1,"3","2",0.216,0.05,"2020","AS077",43.628807,-79.652009,"North",22.0533186692026,1.05287,NA,NA,"0,0,0,0,25","5,26,40,13,24","Urban"
"1602","64",2,41,2,"1","3",0.096,0.026,"2020","AS077",43.628807,-79.652009,"North",22.0533186692026,1.05287,NA,NA,"0,0,4,7,2","3,15,30,0,0","Urban"
"1603","64",8,41,2,"2","2",0.178,0,"2020","AS077",43.628807,-79.652009,"North",22.0533186692026,1.05287,NA,NA,"0,0,0,0,0","0,42,18,5,24","Urban"
