Row,Column,Block,Population,Family,Replicate,Comment,Date,Dead,Leaf_not_coll,Extra_leaf_for_DNA_Needed,Date_weighed_Soaked,Leaf_weight_g_Soaked,Photographed,Date_processed_ImageJ,Area_mm_sq,Length_mm,Width_mm,Len_div_wid,Comment,Dates_dried,Date_weighed_dried,Leaf_weight_g_Dried,Weighed_by,SLA,LDMC
7,7,1,67,2,1,,,0,,,8/7/2020,1.0095,yes,20200919,3225.711,112.12,41.77,2.6842,,5/15/21-5/17/21,5/18/2021,0.1874,Olivia,17.21297225,0.185636454
7,8,1,5,5,4,,,0,,,8/7/2020,1.5528,yes,20200919,4575.427,131.13,46.62,2.8127,,5/15/21-5/17/21,5/18/2021,0.339,Olivia,13.49683481,0.218315301
7,9,1,39,2,4,,,0,,,8/7/2020,0.411,yes,20200919,1580.357,69.2,32.36,2.1384,,5/15/21-5/17/21,5/18/2021,0.0979,Olivia,16.14256384,0.238199513
7,10,1,79,3,4,,,0,,,8/7/2020,0.6056,yes,20200919,1949.516,89.21,28.14,3.1702,,5/15/21-5/17/21,5/18/2021,0.1237,Olivia,15.76003234,0.204260238
7,11,1,47,4,4,,,0,,,8/7/2020,0.8804,yes,20200919,2563.309,100.98,33.36,3.027,,5/15/21-5/17/21,5/18/2021,0.1613,Olivia,15.89156231,0.183212176
7,12,1,4,4,2,,,0,,,8/7/2020,0.5063,yes,20200919,1731.345,84.01,28.36,2.9623,,5/15/21-5/17/21,5/18/2021,0.1123,Olivia,15.41714159,0.221805254
7,13,1,19,2,2,,,0,,,8/7/2020,0.9808,yes,20200919,3589.063,115.74,42.07,2.7511,,5/15/21-5/17/21,5/18/2021,0.1684,Olivia,21.31272565,0.171696574
7,14,1,46,5,5,,,0,,,8/7/2020,0.3353,yes,20200919,1277.022,75.27,23.19,3.2458,,5/15/21-5/17/21,5/18/2021,0.0548,Olivia,23.30332117,0.163435729
7,15,1,7,4,4,,,0,,1,8/7/2020,0.1081,yes,20200919,600.15,49.65,17.08,2.9069,,5/15/21-5/17/21,5/18/2021,0.0581,Olivia,10.32960413,0.53746531
7,16,1,68,1,5,,,0,,,8/7/2020,1.1414,yes,20200919,3212.39,101.64,41.92,2.4246,,5/15/21-5/17/21,5/18/2021,0.1671,Olivia,19.22435667,0.146399159
7,17,1,5,2,4,,,0,,,8/7/2020,0.5233,yes,20200919,1838.862,93.22,27.31,3.4134,,5/15/21-5/17/21,5/18/2021,0.1184,Olivia,15.53092905,0.22625645
7,18,1,5,3,2,,,0,,,8/7/2020,0.7598,yes,20200919,2069.221,96.3,28.7,3.3554,,5/15/21-5/17/21,5/18/2021,0.1393,Olivia,14.85442211,0.183337721
7,19,1,29,1,2,,,0,,1,8/7/2020,0.1818,yes,20200919,661.237,50.24,17.61,2.8529,,5/15/21-5/17/21,5/18/2021,0.044,Olivia,15.02811364,0.242024202
7,20,1,79,3,3,,,0,,,8/7/2020,2.584,yes,20200919,5461.289,139.11,56.23,2.4739, the leaf had noticeable herbivory,5/15/21-5/17/21,5/18/2021,0.4592,Olivia,11.89305096,0.177708978
7,21,1,35,3,2,,,0,,,8/7/2020,2.0033,yes,20200919,6049.671,137.08,58.95,2.3254,,5/15/21-5/17/21,5/18/2021,0.365,Olivia,16.5744411,0.182199371
7,22,1,35,4,4,,,0,,,8/7/2020,0.5423,yes,20200919,1790.115,90.8,24.93,3.6422,,5/15/21-5/17/21,5/18/2021,0.1578,Olivia,11.34420152,0.290982851
7,23,2,14,4,4,,,1,,1,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,24,2,7,2,3,,,0,,,8/7/2020,1.2648,yes,20200921,4466.776,128.22,45.05,2.8462,,5/15/21-5/17/21,5/18/2021,0.3525,Olivia,12.67170496,0.27870019
7,25,2,12,2,4,,,0,,,,no viable leaves,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,26,2,67,1,5,,,0,,,8/7/2020,1.5054,yes,20200921,4672.891,126.91,51.24,2.4768,,5/15/21-5/17/21,5/18/2021,0.2264,Olivia,20.63997792,0.150391922
7,27,2,30,2,4,,,0,,,8/7/2020,2.0094,yes,20200921,4994.821,118.48,54.33,2.1807,,5/15/21-5/17/21,5/18/2021,0.3227,Olivia,15.47821816,0.160595203
7,28,2,8,2,2,,,0,,,8/7/2020,3.2817,yes,20200921,6501.921,120.58,71.96,1.6757,,5/15/21-5/17/21,5/18/2021,0.433,Olivia,15.01598383,0.13194381
7,29,2,39,2,5,,,0,,,8/7/2020,3.5682,yes,20200921,8512.721,178.24,65.73,2.7117,,5/15/21-5/17/21,5/18/2021,0.4949,Olivia,17.20089109,0.138697382
7,30,2,56,3,5,,,0,,,8/7/2020,0.3508,yes,20200921,1192.569,72.86,23.08,3.1568,,5/15/21-5/17/21,5/18/2021,0.1008,Olivia,11.83104167,0.287343216
7,31,2,62,2,3,,,0,,,8/6/2020,2.114,yes,20200921,5217.471,118.25,55.53,2.1295, the leaf had noticeable herbivory,5/22/21-5/24/21,5/31/2021,0.3159,Olivia ,16.51621083,0.149432356
7,32,2,5,1,4,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,33,2,12,2,2,,,0,,,8/6/2020,2.6285,yes,20200921,8210.549,165.73,71.32,2.3238,,5/22/21-5/24/21,5/31/2021,0.4044,Olivia ,20.30303907,0.153852007
7,34,2,57,4,5,,,0,,,8/6/2020,3.7824,yes,20200921,11063.06,180.89,77.08,2.3468,,5/22/21-5/24/21,5/31/2021,0.5933,Olivia ,18.64665431,0.15685808
7,35,2,62,3,5,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,36,2,79,5,1,,,0,,,8/6/2020,0.3111,yes,20200921,1022.144,64.88,22.54,2.8784,,5/22/21-5/24/21,5/31/2021,0.059,Olivia ,17.32447458,0.18964963
7,37,2,1,1,1,,,0,,,8/6/2020,2.8777,yes,20200921,7567.548,156.61,65.25,2.4002,,5/22/21-5/24/21,5/31/2021,0.5486,Olivia ,13.79429092,0.190638357
7,38,2,64,3,4,,,0,,,8/6/2020,2.232,yes,20200921,4959.665,141.74,43.64,3.2479,,5/22/21-5/24/21,5/31/2021,0.3519,Olivia ,14.09396135,0.15766129
7,39,2,19,5,3,,,0,,,8/6/2020,3.0218,yes,20200921,5411.206,158.09,45.83,3.4495,,5/22/21-5/24/21,5/31/2021,0.4881,Olivia ,11.08626511,0.161526243
7,40,2,30,4,4,,,0,,,8/6/2020,2.3274,yes,20200918,7604.083,174.14,60.61,2.8731,,5/22/21-5/24/21,5/31/2021,0.3504,Olivia ,21.70115011,0.150554267
7,41,2,16,3,5,,,0,,,8/6/2020,3.6757,yes,20200918,8762.789,157.19,72.95,2.1548,,5/22/21-5/24/21,5/31/2021,0.6316,Olivia ,13.87395345,0.171831216
7,42,2,13,3,1,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,43,2,27,4,3,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,44,2,11,2,5,,,0,,,,no viable leaves,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,45,2,2,5,4,,,0,,,8/6/2020,no living tissue,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,46,2,29,5,2,,,0,,,8/6/2020,1.7909,yes,20200918,4455.799,120.43,45.35,2.6556,,5/22/21-5/24/21,5/31/2021,0.3413,Olivia ,13.05537357,0.190574571
8,1,1,9,2,1,,,0,,,8/7/2020,0.8885,yes,20200918,1936.038,91.37,28.28,3.2309,,5/15/21-5/17/21,5/25/2021,0.1425,Samer,13.58623158,0.160382667
8,2,1,57,1,2,,,0,,,8/7/2020,0.4968,yes,20200918,1217.026,76.09,20.82,3.6547,,5/15/21-5/17/21,5/25/2021,0.128,Samer,9.508015625,0.257648953
8,3,1,67,3,2,,,0,,,8/7/2020,0.6356,yes,20200918,2196.845,93.53,31.97,2.9256,,5/15/21-5/17/21,5/25/2021,0.0974,Samer,22.5548768,0.153241032
8,4,1,21,5,1,,,0,,,8/7/2020,0.2808,yes,20200918,990.024,70.98,18.73,3.7896,,5/18/21-5/20/21,5/25/2021,0.0545,Samer,18.16557798,0.194088319
8,5,1,13,5,4,,,0,,,8/7/2020,0.4236,yes,20200918,1760.456,89.88,28.14,3.194,,5/15/21-5/17/21,5/25/2021,0.0813,Samer,21.65382534,0.191926346
8,6,1,74,1,3,,,0,,,8/7/2020,0.3054,yes,20200921,905.622,71.55,16.8,4.2589,,5/15/21-5/17/21,5/25/2021,0.0459,Samer,19.7303268,0.150294696
8,7,1,17,1,4,,,0,,,8/7/2020,0.2041,yes,20200921,722.223,50.65,20.14,2.5149,,5/15/21-5/17/21,5/25/2021,0.0325,Samer,22.22224615,0.159235669
8,8,1,15,4,4,,,0,,,8/7/2020,0.8018,yes,20200921,2777.702,101.24,41.64,2.4313,,5/15/21-5/17/21,5/25/2021,0.1321,Samer,21.02726722,0.164754303
8,9,1,7,3,2,,,0,,,8/7/2020,1.5222,yes,20200921,3837.862,111.44,45.84,2.4311,,5/15/21-5/17/21,5/25/2021,0.2685,Samer,14.29371322,0.176389436
8,10,1,12,3,2,,,0,,,8/7/2020,0.4836,yes,20200921,1553.619,83.4,27.37,3.0471,,5/15/21-5/17/21,5/25/2021,0.0803,Samer,19.34768369,0.166046319
8,11,1,11,4,5,,,0,,,8/7/2020,1.0832,yes,20200921,2938.81,101.3,39.81,2.5446,,5/15/21-5/17/21,5/25/2021,0.1956,Samer,15.024591,0.180576071
8,12,1,20,5,1,,,0,,,8/7/2020,0.4122,yes,20200921,920.858,66.38,20.29,3.2716,,5/15/21-5/17/21,5/25/2021,0.0978,Samer,9.415725971,0.237263464
8,13,1,72,4,5,,,0,,,8/7/2020,0.4382,yes,20200921,1166.329,76.32,21.68,3.5203,,5/15/21-5/17/21,5/25/2021,0.0707,Samer,16.49687412,0.161341853
8,14,1,62,2,5,,,0,,,8/7/2020,0.2713,yes,20200921,862.197,60.44,18.44,3.2777,,5/15/21-5/17/21,5/25/2021,0.0373,Samer ,23.11520107,0.137486178
8,15,1,15,1,5,,,0,,,8/7/2020,0.7392,yes,20200921,2403.145,91.7,38.3,2.3943,,5/15/21-5/17/21,5/25/2021,0.0769,Samer,31.25026008,0.104031385
8,16,1,14,3,2,,,0,,,8/7/2020,0.9715,yes,20200922,2223.417,92.13,32.02,2.8773,,5/15/21-5/17/21,5/25/2021,0.1898,Samer,11.71452582,0.195367988
8,17,1,57,3,2,,,0,,,8/7/2020,0.2549,yes,20200922,777.951,68.42,15.04,4.5492,,5/15/21-5/17/21,5/25/2021,0.065,Samer,11.96847692,0.255001962
8,18,1,62,1,2,,,0,,,8/7/2020,0.1092,yes,20200922,417.019,54.12,11.57,4.6776,,5/15/21-5/17/21,5/25/2021,0.0179,Samer,23.29715084,0.163919414
8,19,1,47,5,1,,,0,,,8/7/2020,0.3499,yes,20200922,1010.891,59.86,22.55,2.6545,,5/15/21-5/17/21,5/25/2021,0.0504,Samer,20.05736111,0.144041155
8,20,1,15,5,1,,,0,,,8/7/2020,0.7529,yes,20200922,2088.716,79.68,37.53,2.1231,,5/15/21-5/17/21,5/25/2021,0.1223,Samer,17.07862633,0.162438571
8,21,1,16,2,1,,,0,,,8/7/2020,0.0637,yes,20200922,210.445,37.14,9.36,3.9679,,5/15/21-5/17/21,5/20/2021,0.0082,Olivia,25.66402439,0.128728414
8,22,1,29,4,3,,,0,,,8/7/2020,0.4188,yes,20200922,1274.085,76.93,22.44,3.4283,,5/15/21-5/17/21,5/20/2021,0.0795,Olivia,16.02622642,0.18982808
8,23,2,68,5,2,,,0,,,8/7/2020,0.4914,yes,20200922,1282.079,75.62,23.89,3.1653,,5/15/21-5/17/21,5/25/2021,0.0777,Samer,16.50037323,0.158119658
8,24,2,4,2,2,,,0,,,8/7/2020,0.7241,yes,20200922,2276.166,101.34,30.13,3.3634,,5/15/21-5/17/21,5/25/2021,0.1017,Samer,22.38117994,0.140450214
8,25,2,46,2,5,,,0,,,8/7/2020,0.3482,yes,20200922,1215.834,70.17,24.1,2.9116,,5/15/21-5/17/21,5/28/2021,0.055,Olivia,22.10607273,0.157955198
8,26,2,68,4,1,,,0,,,8/7/2020,1.3218,yes,20200922,4113.288,125.33,44.91,2.7907,,5/18/21-5/20/21,5/20/2021,0.2838,Olivia,14.49361522,0.214707217
8,27,2,6,3,5,,,0,,,8/7/2020,1.2907,yes,20200922,3215.83,111.93,42.23,2.6505,,5/18/21-5/20/21,5/20/2021,0.1704,Olivia,18.87224178,0.132021384
8,28,2,7,1,2,,,0,,,8/7/2020,0.5013,yes,20200922,1880.931,78.71,33.88,2.3232,,5/18/21-5/20/21,5/20/2021,0.0702,Olivia,26.79388889,0.140035907
8,29,2,35,3,5,,,0,,,8/7/2020,0.8939,yes,20200922,2574.002,101.85,33.09,3.078,,5/15/21-5/17/21,5/18/2021,0.161,Olivia,15.98759006,0.180109632
8,30,2,39,3,3,,,0,,,8/7/2020,0.6454,yes,20200922,1492.62,80.22,25.34,3.1657,,5/15/21-5/17/21,5/18/2021,0.0874,Olivia,17.07803204,0.135419895
8,31,2,62,4,4,,,0,,,8/7/2020,1.1639,yes,20200922,2500.943,89.96,35.06,2.5659,,5/15/21-5/17/21,5/18/2021,0.1702,Olivia,14.69414219,0.146232494
8,32,2,4,3,3,,,0,,,8/7/2020,1.7155,yes,20200922,3864.624,112.33,47.11,2.3844, the leaf had noticeable herbivory,5/15/21-5/17/21,5/18/2021,0.2511,Olivia,15.39077658,0.14637132
8,33,2,21,1,2,,,0,,,8/7/2020,0.5859,yes,20200922,1855.09,82.92,30.79,2.6931,,5/15/21-5/17/21,5/18/2021,0.105,Olivia,17.66752381,0.17921147
8,34,2,77,4,3,,,0,,,8/7/2020,0.8348,yes,20200922,2619.786,101.28,38.39,2.6382,,5/15/21-5/17/21,5/18/2021,0.1645,Olivia,15.92575076,0.197053186
8,35,2,17,4,2,,,0,,,8/7/2020,1.4317,yes,20200923,3743.216,103.93,49.62,2.0945,,5/15/21-5/17/21,5/20/2021,0.1814,Olivia,20.63514884,0.126702522
8,36,2,27,5,2,,,0,,,8/7/2020,0.6023,yes,20200923,1585.324,79.79,27.54,2.8972,,5/15/21-5/17/21,5/18/2021,0.0985,Olivia,16.0946599,0.163539764
8,37,2,26,1,1,,,0,,,8/7/2020,0.7503,yes,20200923,2062.771,79.77,36.02,2.2146,,5/15/21-5/17/21,5/18/2021,0.1192,Olivia,17.30512584,0.158869785
8,38,2,17,3,1,,,0,,,8/7/2020,1.6125,yes,20200923,4361.942,107.81,53.41,2.0185,,5/15/21-5/17/21,5/18/2021,0.2672,Olivia,16.32463323,0.165705426
8,39,2,5,4,1,,,0,,1,8/7/2020,no leaves,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,40,2,39,3,5,,,0,,,8/7/2020,0.43,yes,20200923,1567.17,86.4,28.01,3.0846,,5/15/21-5/17/21,5/18/2021,0.0907,Olivia,17.2786108,0.210930233
8,41,2,64,2,2,,,0,,,8/7/2020,0.1009,yes,20200923,315.01,40.6,10.12,4.0119,,5/15/21-5/17/21,5/18/2021,0.0325,Olivia,9.692615385,0.32210109
8,42,2,64,3,3,,,0,,,8/7/2020,0.4199,yes,20200923,1165.103,75.34,20.56,3.6644,,5/15/21-5/17/21,5/25/2021,0.058,Samer,20.08798276,0.138128126
8,43,2,39,4,1,,,0,,,8/7/2020,0.9523,yes,20200923,2141.906,95.01,31.48,3.0181,,5/15/21-5/17/21,5/18/2021,0.1745,Olivia,12.27453295,0.183240575
8,44,2,62,1,3,,,0,,,8/7/2020,no leaves,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,45,2,67,2,2,,,0,,,8/7/2020,0.3164,yes,20200923,1011.992,69.62,20.48,3.3994,,5/15/21-5/17/21,5/25/2021,0.0631,Samer,16.03790808,0.1994311
8,46,2,67,5,3,,,1,,1,,dead,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,1,28,1,5,,,0,,,8/7/2020,2.7846,yes,20200923,8476.867,170.28,63.07,2.6999,,5/18/21-5/20/21,5/20/2021,0.4473,Olivia,18.95118936,0.160633484
9,2,1,4,3,1,,,0,,,8/7/2020,3.4403,yes,20200923,10395.929,186.35,72.32,2.5767,,5/18/21-5/20/21,5/20/2021,0.4785,Olivia,21.72607941,0.139086708
9,3,1,12,3,1,,,1,,1,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,1,27,4,1,,,0,,,8/7/2020,1.3406,yes,20200924,4326.317,123.1,41.85,2.9415,,5/18/21-5/20/21,5/20/2021,0.2188,Olivia,19.77292962,0.163210503
9,5,1,1,4,3,,,0,,,8/7/2020,1.6634,yes,20200924,5844.26,153.64,51.71,2.9712,,5/18/21-5/20/21,5/20/2021,0.2469,Olivia,23.67055488,0.148430925
9,6,1,49,5,5,,,0,,,8/7/2020,1.5024,yes,20200924,4120.533,124.82,42.58,2.9314,,5/18/21-5/20/21,5/20/2021,0.2757,Olivia,14.94571273,0.18350639
9,7,1,39,3,4,,,0,,,8/7/2020,2.7874,yes,20200924,9156.423,169.71,67.75,2.5049,,5/18/21-5/20/21,5/20/2021,0.4653,Olivia,19.67853643,0.166929755
9,8,1,77,3,1,,,0,,,8/7/2020,2.4173,yes,20200924,9483.818,164.04,78.3,2.095,,5/18/21-5/20/21,5/20/2021,0.4281,Olivia,22.15327727,0.177098416
9,9,1,3,2,2,,,0,,,8/7/2020,1.0382,yes,20200924,4038.715,118.9,44.77,2.6558,,5/18/21-5/20/21,5/20/2021,0.2034,Olivia,19.85602262,0.195916009
9,10,1,69,2,4,,,1,,1,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,11,1,17,2,5,,,0,,1,8/7/2020,0.4814,yes,20200924,2142.15,89.17,31.99,2.7874,,5/18/21-5/20/21,5/20/2021,0.0881,Olivia,24.31498297,0.183007894
9,12,1,51,4,2,,,0,,,8/7/2020,0.69,yes,20200924,2653.113,102.22,35.72,2.8617,,5/18/21-5/20/21,5/20/2021,0.1309,Olivia,20.26824293,0.189710145
9,13,1,79,1,1,,,0,,,8/7/2020,2.0269,yes,20200924,6310.285,135.9,59.71,2.276,,5/18/21-5/20/21,5/20/2021,0.322,Olivia,19.59715839,0.158863289
9,14,1,5,5,5,,,1,,1,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,15,1,13,5,2,,,0,,,8/7/2020,0.3264,yes,20200924,1154.656,69.09,20.32,3.4001,,5/18/21-5/20/21,5/20/2021,0.0603,Olivia,19.14852405,0.184742647
9,16,1,30,5,3,,,0,,,8/7/2020,1.0092,yes,20200924,3717.384,108.94,47.47,2.2949,,5/18/21-5/20/21,5/20/2021,0.1659,Olivia,22.40737794,0.164387634
9,17,1,39,3,2,,,0,,,8/7/2020,1.0541,yes,20200924,4550.099,139.15,45.37,3.067,,5/18/21-5/20/21,5/20/2021,0.1661,Olivia,27.39373269,0.157575183
9,18,1,20,1,2,,,1,,1,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,19,1,72,3,1,,,0,,,8/7/2020,1.679,yes,20200924,4245.233,120.97,51.68,2.3408,,5/18/21-5/20/21,5/20/2021,0.2347,Olivia,18.08791223,0.139785587
9,20,1,7,3,3,,,0,,,8/7/2020,1.8374,yes,20200924,3894.015,132.49,42.84,3.0927,,5/18/21-5/20/21,5/20/2021,0.3418,Olivia,11.39267115,0.186023729
9,21,1,79,4,2,,,0,,,8/7/2020,3.1065,yes,20200924,8126.532,149.47,70.61,2.1168,,5/18/21-5/20/21,5/20/2021,0.38,Olivia,21.38561053,0.122324159
9,22,1,15,3,5,,,1,,1,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,23,2,45,2,1,,,0,,,8/7/2020,1.1432,yes,20200924,3322.052,102.47,43.12,2.3764,,5/18/21-5/20/21,5/20/2021,0.1551,Olivia,21.41877498,0.135671799
9,24,2,27,4,5,,,0,,,8/7/2020,0.3788,yes,20200924,1396.491,78.07,22.63,3.4498,,5/18/21-5/20/21,5/20/2021,0.0569,Olivia,24.54289982,0.150211193
9,25,2,64,5,3,,,0,,,8/7/2020,0.5116,yes,20200924,1840.186,89.75,30.27,2.965,,5/18/21-5/20/21,5/20/2021,0.0559,Olivia,32.91924866,0.109265051
9,26,2,77,1,2,,,0,,,8/7/2020,1.978,yes,20200924,6332.236,135.13,65.9,2.0505,,5/18/21-5/20/21,5/20/2021,0.304,Olivia,20.82972368,0.153690597
9,27,2,64,2,4,,,1,,1,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,28,2,7,3,5,,,0,,,8/7/2020,2.7344,yes,20200924,9111.265,155.25,75.69,2.0511, the leaf had noticeable herbivory,5/18/21-5/20/21,5/20/2021,0.3407,Olivia,26.74277957,0.124597718
9,29,2,35,4,1,,,0,,,8/7/2020,3.4969,yes,20200925,8629.83,159.58,73.89,2.1597,,5/18/21-5/20/21,5/20/2021,0.4809,Olivia,17.94516532,0.137521805
9,30,2,36,4,1,,,0,,,8/7/2020,1.4521,yes,20200925,4689.656,125.84,48.17,2.6124, the leaf had noticeable herbivory,5/18/21-5/20/21,5/20/2021,0.1673,Olivia,28.03141662,0.115212451
9,31,2,45,2,4,,,0,,,,no viable leaves,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,32,2,15,3,1,,,0,,,8/7/2020,2.3272,yes,20200925,7123.906,162.74,61.26,2.6565,,5/18/21-5/20/21,5/20/2021,0.3212,Olivia,22.17903487,0.138019938
9,33,2,77,5,3,,,0,,,8/7/2020,2.2803,yes,20200925,5970.127,132.29,62.3,2.1234,,5/18/21-5/20/21,5/20/2021,0.3051,Olivia,19.56777122,0.133798184
9,34,2,36,3,1,,,1,,1,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,35,2,49,3,1,,,0,,,8/7/2020,2.5577,yes,20200925,7167.884,172.54,52.44,3.2902,,5/18/21-5/20/21,5/20/2021,0.3392,Olivia,21.13173349,0.13261915
9,36,2,39,5,2,,,0,,1,8/7/2020,0.2177,yes,20200925,765.83,53.74,19.51,2.7545, the leaf had noticeable herbivory,5/18/21-5/20/21,5/20/2021,0.0236,Olivia,32.45042373,0.108406063
9,37,2,6,4,4,,,0,,,8/7/2020,3.1606,yes,20200925,9100.973,168.44,71.81,2.3456, the leaf had noticeable herbivory,5/18/21-5/20/21,5/20/2021,0.4317,Olivia,21.0817072,0.13658799
9,38,2,57,5,4,,,0,,,8/7/2020,0.5451,yes,20200925,1907.748,90.18,30.51,2.9558,,5/18/21-5/20/21,5/20/2021,0.0887,Olivia,21.50786922,0.162722436
9,39,2,15,5,4,,,0,,,8/7/2020,0.4758,yes,20200925,1463.823,83.87,25.69,3.2647, the leaf had noticeable herbivory,5/18/21-5/20/21,5/20/2021,0.0853,Olivia,17.16087925,0.179277007
9,40,2,62,5,5,,,0,,,8/7/2020,2.8515,yes,20200925,8210.206,163.97,64.92,2.5257,,5/18/21-5/20/21,5/20/2021,0.3717,Olivia,22.08825935,0.130352446
9,41,2,17,3,5,,,0,,,8/7/2020,1.4193,yes,20200925,5356.055,135.57,56.14,2.4149,,5/18/21-5/20/21,5/20/2021,0.2001,Olivia,26.76689155,0.140984993
9,42,2,47,5,4,,,0,,,8/7/2020,1.5313,yes,20200925,6196.086,149.91,51.24,2.9256,,5/18/21-5/20/21,5/20/2021,0.2263,Olivia,27.37996465,0.14778293
9,43,2,35,2,2,,,0,,,8/7/2020,0.4107,yes,20200926,1140.768,69.37,23.23,2.9862,,5/3/2021-5/5/2021,5/5/2021,0.062,Sophie,18.39948387,0.150961773
9,44,2,5,2,3,,,0,,,8/7/2020,1.277,yes,20200926,4086.151,121.78,45.4,2.6824,,5/3/2021-5/5/2021,5/5/2021,0.1806,Sophie,22.62542082,0.141425215
9,45,2,72,3,4,,,0,,,8/7/2020,0.0336,yes,20200926,120.789,26.05,6.28,4.1481,,5/3/2021-5/5/2021,5/5/2021,0.0065,Sophie,18.58292308,0.193452381
9,46,2,1,1,4,,,0,,,8/7/2020,0.5451,yes,20200926,1483.222,81.04,24.12,3.3599,,5/3/2021-5/5/2021,5/5/2021,0.0644,Sophie,23.03139752,0.11814346
10,1,1,14,4,5,,,0,,,8/7/2020,0.4684,yes,20201001,1472.526,73.61,26.06,2.8246, the leaf had noticeable herbivory,5/22/21-5/24/21,5/31/2021,0.0719,Olivia ,20.48019471,0.153501281
10,2,1,62,4,5,,,0,,,8/7/2020,1.7173,yes,20201001,5260.396,122.41,57.56,2.1267, folded and the leaf had noticeable herbivory,5/22/21-5/24/21,5/31/2021,0.2286,Olivia ,23.01135608,0.133115938
10,3,1,79,3,1,,,0,,,8/7/2020,1.0896,yes,20201001,2547.706,90.59,40.36,2.2445,,5/22/21-5/24/21,5/31/2021,0.2182,Olivia ,11.67601283,0.200256975
10,4,1,56,4,1,,,0,,,8/7/2020,0.8403,yes,20201001,2442.7,98.71,29.32,3.3666,,5/22/21-5/24/21,5/31/2021,0.2112,Olivia ,11.56581439,0.251338808
10,5,1,1,5,2,,,0,,,8/7/2020,1.3322,yes,20200923,3495.946,132.65,32.33,4.103,,5/22/21-5/24/21,5/31/2021,0.2167,Olivia ,16.13265344,0.162663264
10,6,1,62,4,2,,,0,,,8/7/2020,0.8737,yes,20200923,3056.211,108.26,42.32,2.5581,,5/22/21-5/24/21,5/31/2021,0.153,Olivia ,19.97523529,0.175117317
10,7,1,7,3,4,,,1,,1,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,1,42,1,1,,,0,,,8/7/2020,0.4387,yes,20200923,1357.297,72.81,28.24,2.5783,,5/22/21-5/24/21,5/31/2021,0.0662,Olivia ,20.50297583,0.150900388
10,9,1,69,1,2,,,0,,,8/7/2020,0.7966,yes,20200923,1628.749,75.81,29.57,2.5637,,5/22/21-5/24/21,5/31/2021,0.1055,Olivia ,15.43837915,0.132437861
10,10,1,67,4,5,,,0,,,8/7/2020,1.3275,yes,20200923,3711.606,110.71,48.89,2.2645,,5/22/21-5/24/21,5/31/2021,0.2038,Olivia ,18.21200196,0.153521657
10,11,1,16,3,3,,,0,,1,8/7/2020,0.3421,yes,20200926,1477.966,68.13,31.52,2.1615,,5/3/2021-5/5/2021,5/5/2021,0.0494,Sophie,29.91834008,0.144402222
10,12,1,72,4,4,,,0,,,8/7/2020,1.365,yes,20200926,3514.11,115.71,39.04,2.9639, the leaf had noticeable herbivory,5/15/21-5/17/21,5/19/2021,0.2566,Olivia,13.69489478,0.187985348
10,13,1,12,3,4,,,0,,,8/7/2020,0.4821,yes,20200926,1458.554,75.2,27.63,2.7217,,5/3/2021-5/5/2021,5/5/2021,0.0612,Sophie,23.8325817,0.126944617
10,14,1,42,2,1,,,0,,,8/7/2020,0.245,yes,20200927,884.241,65.76,18.76,3.5053,,5/3/2021-5/5/2021,5/5/2021,0.0353,Sophie,25.04932011,0.144081633
10,15,1,61,3,3,,,0,,1,8/7/2020,0.4476,yes,20200927,1312.712,51.66,33.33,1.55,,5/3/2021-5/5/2021,5/5/2021,0.0555,Sophie,23.65246847,0.123994638
10,16,1,23,1,4,,,0,,,8/7/2020,1.0584,yes,20200927,3175.034,100.47,43.52,2.3086,,5/3/2021-5/5/2021,5/5/2021,0.1552,Sophie,20.4576933,0.146636432
