Row,Column,Block,Population,Family,Replicate,Alive_DC1,Comment,Date,Herbivory,Surveyor
17,8,3,46,3,4,1,,7/16/2020,"17,0,0,0,0",Sophie
17,9,3,79,1,5,1,,7/16/2020,"5,2,0,1,3",Sophie
17,10,3,39,4,5,1,,7/16/2020,"0,0,0,0,0",Sophie
17,11,3,69,2,3,1,,7/16/2020,"0,0,0,1,1",Sophie
17,12,3,67,4,4,1,,7/16/2020,"10,3,0,0,0",Sophie
17,13,3,11,2,1,1,,7/16/2020,"3,0,8,3,0",Sophie
17,14,3,13,5,1,1,,7/16/2020,"0,0,2,1,3",Sophie
17,15,3,54,1,5,1,,7/16/2020,0,Sophie
17,16,3,40,2,1,1,,7/16/2020,"0,0,0,0,0",Sophie
17,17,3,12,2,5,1,,7/16/2020,"12,0,0,0,0",Sophie
17,18,3,15,4,5,1,,7/16/2020,"0,0,0,0,0",Sophie
17,19,3,77,5,2,1,,7/16/2020,"40,0,4,0,0",Sophie
17,20,3,40,1,1,1,,7/16/2020,"2,3,0,0,0",Sophie
17,21,3,69,1,5,0,,7/16/2020,0,Sophie
17,22,3,67,3,1,1,,7/16/2020,"1,0,0,0,0",Sophie
17,23,3,36,4,5,0,,7/16/2020,0,Sophie
17,24,3,16,1,3,1,,7/16/2020,"47,0,0,0,0",Sophie
17,25,3,13,1,1,1,,7/16/2020,"5,0,0,0,0",Sophie
17,26,4,18,1,5,1,,7/16/2020,"1,1,2,60,0",Sophie
17,27,4,61,3,2,1,,7/16/2020,"0,48,0,0,0",Sophie
17,28,4,12,4,3,0,,7/16/2020,"1,0,0,0,0",Sophie
17,29,4,5,5,1,1,,7/16/2020,"8,9,10,0,0",Sophie
17,30,4,49,2,5,1,,7/16/2020,"6,0,0,0,0",Sophie
17,31,4,74,1,1,1,,7/16/2020,"3,0,0,0,0",Sophie
17,32,4,36,4,3,1,,7/16/2020,"1,3,4,0,2",Sophie
17,33,4,67,3,4,0,,7/16/2020,"0,0,0,0,0",Sophie
17,34,4,15,1,3,0,,7/16/2020,0,Sophie
17,35,4,5,3,4,1,,7/16/2020,0,Sophie
17,36,4,16,3,2,1,,7/16/2020,0,Sophie
17,37,4,7,2,5,1,,7/16/2020,0,Sophie
17,38,4,26,1,5,1,,7/16/2020,0,Sophie
17,39,4,57,3,3,1,,7/16/2020,0,Sophie
17,40,4,68,2,4,0,,7/16/2020,0,Sophie
17,41,4,19,2,3,1,,7/16/2020,"0,0,0,0,0",Sophie
17,42,4,61,5,4,0,,7/16/2020,0,Sophie
17,43,4,30,3,2,1,,7/16/2020,"0,0,0,0,0",Sophie
17,44,4,5,4,2,1,,7/16/2020,"0,0,0,0,-",Sophie
17,45,4,27,5,5,1,,7/16/2020,"0,0,0,25,12",Sophie
17,46,4,1,4,4,1,,7/16/2020,"4,4,1,0,0",Sophie
18,1,3,5,1,2,1,,7/16/2020,"10,11,0,0,8",Sophie
18,2,3,39,2,3,1,,7/16/2020,"0,0,0,0,12",Sophie
18,3,3,61,1,4,1,,7/16/2020,"0,0,0,0,0",Sophie
18,4,3,64,5,4,1,,7/16/2020,"8,4,0,0,0",Sophie
18,5,3,46,4,5,1,,7/16/2020,"0,0,0,0,1",Sophie
18,6,3,2,3,3,1,,7/16/2020,"0,0,0,0,2",Sophie
18,7,3,17,2,2,0,,7/16/2020,0,Sophie
18,8,3,68,1,3,1,,7/16/2020,"4,0,0,0,0",Sophie
18,9,3,4,4,3,1,,7/16/2020,"0,0,0,0,0",Sophie
18,10,3,3,5,2,1,,7/16/2020,"0,0,0,0,0",Sophie
18,11,3,18,3,2,1,,7/16/2020,"15,0,0,0,0",Sophie
18,12,3,56,3,2,1,,7/16/2020,"1,2,0,2,2",Sophie
18,13,3,42,1,3,1,,7/16/2020,"6,8,4,0,2",Sophie
18,14,3,62,5,4,1,,7/16/2020,"25,5,0,0,0",Sophie
18,15,3,14,3,4,1,,7/16/2020,"0,0,0,0,0",Sophie
18,16,3,28,4,2,1,,7/16/2020,"20,1,0,0,5",Sophie
18,17,3,11,1,5,1,,7/16/2020,"2,0,0,0,0",Sophie
18,18,3,49,3,2,1,,7/16/2020,0,Sophie
18,19,3,7,4,5,1,,7/16/2020,"3,0,0,0,0",Sophie
18,20,3,15,1,1,1,,7/16/2020,"0,23,0,0,0",Sophie
18,21,3,69,1,3,1,,7/16/2020,"1,3,0,0,0",Sophie
18,22,3,74,5,3,1,,7/16/2020,0,Sophie
18,23,3,47,3,4,1,,7/16/2020,"0,4,0,0,12",Sophie
18,24,3,62,3,2,1,,7/16/2020,"0,0,0,0,0",Sophie
18,25,3,39,1,3,1,,7/16/2020,"2,2,0,0,7",Sophie
18,26,4,36,5,5,1,,7/16/2020,"8,8,1,0,0",Sophie
18,27,4,6,3,2,1,,7/16/2020,"0,6,6,0,0",Sophie
18,28,4,39,1,1,1,,7/16/2020,"4,0,0,0,0",Sophie
18,29,4,20,1,1,1,,7/16/2020,"10,0,0,3,0",Sophie
18,30,4,21,1,5,1,,7/16/2020,"50,1,3,1,0",Sophie
18,31,4,64,1,5,1,,7/16/2020,"1,0,0,30,10",Sophie
18,32,4,5,3,3,1,,7/16/2020,"20,2,0,0,0",Sophie
18,33,4,18,5,4,1,,7/16/2020,"10,18,4,0,0",Sophie
18,34,4,21,1,1,1,,7/16/2020,"0,50,0,1,0",Sophie
18,35,4,6,5,5,0,,7/16/2020,0,Sophie
18,36,4,35,2,3,1,,7/16/2020,"40,0,0,0,0",Sophie
18,37,4,69,2,5,1,,7/16/2020,"0,0,0,0,-",Sophie
18,38,4,31,4,1,0,,7/16/2020,"0,0,0,0,30",Sophie
18,39,4,30,3,5,1,,7/16/2020,0,Sophie
18,40,4,46,2,1,1,,7/16/2020,"0,15,0,0,25",Sophie
18,41,4,3,5,5,1,,7/16/2020,"0,0,0,0,0",Sophie
18,42,4,18,2,3,1,,7/16/2020,"0,0,0,0,0",Sophie
18,43,4,40,5,4,1,,7/16/2020,"0,0,0,0,0",Sophie
18,44,4,20,3,1,1,,7/16/2020,"27,23,0,0,0",Sophie
18,45,4,3,1,1,1,,7/16/2020,"0,0,0,0,0",Sophie
18,46,4,2,2,4,1,,7/16/2020,"20,1,3,0,0",Sophie
19,1,3,2,2,1,1,,7/16/2020,"0,0,0,0,04",Sophie
19,2,3,31,3,1,1,,7/16/2020,"0,0,0,0,28",Sophie
19,3,3,40,4,3,1,,7/16/2020,"0,0,0,0,8",Sophie
19,4,3,4,2,5,1,,7/16/2020,"0,0,22,0,0",Sophie
19,5,3,72,2,5,1,,7/16/2020,"0,0,0,3,10",Sophie
19,6,3,64,5,5,1,,7/16/2020,"0,0,0,0,03",Sophie
19,7,3,69,2,2,1,,7/16/2020,"0,0,0,0,0",Sophie
19,8,3,26,1,3,1,,7/16/2020,"1,3,0,5,4",Sophie
19,9,3,61,5,2,1,,7/16/2020,"0,0,0,0,2",Sophie
19,10,3,45,1,3,0,,7/16/2020,0,Sophie
19,11,3,72,4,1,1,,7/16/2020,"0,0,0,0,0",Sophie
19,12,3,18,3,4,1,,7/16/2020,"0,0,0,0,013",Sophie
19,13,3,19,2,1,1,,7/16/2020,"0,3,20,0,0",Sophie
19,14,3,64,3,1,1,,7/16/2020,"18,2,0,0,0",Sophie
19,15,3,47,1,2,1,,7/16/2020,"0,0,0,0,0",Sophie
19,16,3,2,5,1,0,,7/16/2020,0,Sophie
19,17,3,6,3,3,1,,7/16/2020,"0,0,0,0,0",Sophie
19,18,3,12,1,1,1,,7/16/2020,"1,3,0,0,0",Sophie
19,19,3,46,2,4,1,,7/16/2020,"0,0,0,0,01",Sophie
19,20,3,28,4,3,1,,7/16/2020,"0,0,0,0,02",Sophie
19,21,3,74,1,4,1,,7/16/2020,"0,22,0,3,2",Sophie
19,22,3,46,3,1,1,,7/16/2020,"0,0,0,0,0",Sophie
19,23,3,6,1,4,1,,7/16/2020,"0,0,0,0,03",Sophie
19,24,3,61,3,5,1,,7/16/2020,"7,4,0,0,0",Sophie
19,25,3,15,2,2,1,,7/16/2020,"0,0,0,0,0",Sophie
19,26,4,8,1,5,1,,7/16/2020,"0,1,2,0,0",Sophie
19,27,4,1,5,1,1,,7/16/2020,"0,0,0,0,0",Sophie
19,28,4,13,2,2,1,,7/16/2020,"2,5,2,0,0",Sophie
19,29,4,61,3,1,1,,7/16/2020,"23,2,0,0,0",Sophie
19,30,4,7,2,1,1,,7/16/2020,"2,0,8,0,0",Sophie
19,31,4,1,4,2,1,,7/16/2020,0,Sophie
19,32,4,62,5,3,1,,7/16/2020,"0,3,3,0,0",Sophie
19,33,4,57,4,3,1,,7/16/2020,"3,0,2,0,0",Sophie
19,34,4,29,5,5,1,,7/16/2020,"0,0,0,0,25",Sophie
19,35,4,28,1,1,1,,7/16/2020,"20,0,0,0,15",Sophie
19,36,4,11,4,1,0,,7/16/2020,0,Sophie
19,37,4,27,5,1,1,,7/16/2020,"13,22,0,0,0",Sophie
19,38,4,79,3,2,1,,7/16/2020,"0,2,2,0,28",Sophie
19,39,4,21,2,4,1,,7/16/2020,"33,0,0,0,13",Sophie
19,40,4,15,1,2,1,,7/16/2020,"1,3,0,0,0",Sophie
19,41,4,19,2,5,1,,7/16/2020,"28,2,3,2,0",Sophie
19,42,4,9,2,3,1,,7/16/2020,"0,0,0,0,1",Sophie
19,43,4,49,2,1,1,,7/16/2020,"0,0,0,6,0",Sophie
19,44,4,20,3,3,1,,7/16/2020,"0,0,0,0,0",Sophie
19,45,4,15,3,2,1,,7/16/2020,"0,0,2,0,3",Sophie
19,46,4,46,3,5,1,,7/16/2020,"10,0,0,0,20",Sophie
20,1,3,2,3,4,1,,7/16/2020,"0,0,0,25,25",Sophie
20,2,3,56,3,1,1,,7/16/2020,"0,0,0,0,0",Sophie
20,3,3,3,3,2,1,,7/16/2020,"0,0,0,0,25",Sophie
20,4,3,46,5,4,1,,7/16/2020,"0,0,0,0,0",Sophie
20,5,3,29,1,1,1,,7/16/2020,"0,15,12,5,0",Sophie
20,6,3,19,5,3,1,,7/16/2020,"0,0,0,0,0",Sophie
20,7,3,49,1,3,0,,7/16/2020,0,Sophie
20,8,3,27,2,2,1,,7/16/2020,"50,8,17,15,8",Sophie
20,9,3,36,5,4,1,,7/16/2020,"15,0,1,3,0",Sophie
20,10,3,21,5,2,1,,7/16/2020,"1,3,0,5,0",Sophie
20,11,3,1,5,4,1,,7/16/2020,"0,0,0,0,15",Sophie
20,12,3,67,5,2,1,,7/16/2020,"0,0,0,0,0",Sophie
20,13,3,3,4,4,1,,7/16/2020,"65,70,3,2,3",Sophie
20,14,3,30,4,1,1,,7/16/2020,"6,0,0,2,0",Sophie
20,15,3,1,3,3,1,,7/16/2020,"2,0,1,0,0",Sophie
20,16,3,72,1,4,1,,7/16/2020,"50,25,0,12,-",Sophie
20,17,3,6,1,5,1,,7/16/2020,"0,0,10,6,1",Sophie
20,18,3,67,3,3,1,,7/16/2020,"21,27,0,0,1",Sophie
20,19,3,5,3,1,1,,7/16/2020,"3,7,2,1,1",Sophie
20,20,3,11,2,2,1,,7/16/2020,"55,10,0,1,5",Sophie
20,21,3,18,1,3,1,,7/16/2020,"0,0,0,0,1",Sophie
20,22,3,57,2,2,1,,7/16/2020,"0,0,0,0,0",Sophie
20,23,3,18,4,4,1,,7/16/2020,"1,0,0,2,0",Sophie
20,24,3,8,3,4,1,,7/16/2020,"0,0,0,0,0",Sophie
20,25,3,51,4,4,1,,7/16/2020,"0,0,0,0,8",Sophie
20,26,4,31,4,5,1,,7/16/2020,"42,0,0,5,3",Sophie
20,27,4,19,3,3,1,,7/16/2020,"0,0,0,0,12",Sophie
20,28,4,5,2,5,1,,7/16/2020,"0,0,0,0,0",Sophie
20,29,4,36,2,3,1,,7/16/2020,"25,12,3,2,0",Sophie
20,30,4,18,4,2,1,,7/16/2020,"12,5,0,2,7",Sophie
20,31,4,30,2,3,1,,7/16/2020,"3,0,0,0,8",Sophie
20,32,4,79,1,2,1,,7/16/2020,"0,0,2,0,0",Sophie
20,33,4,36,1,3,1,,7/16/2020,"0,0,0,0,3",Sophie
20,34,4,2,5,2,1,,7/16/2020,too small,Sophie
20,35,4,28,4,1,1,,7/16/2020,"0,4,0,0,0",Sophie
20,36,4,77,1,3,1,,7/16/2020,"0,0,13,4,0",Sophie
20,37,4,40,2,3,1,,7/16/2020,"45,0,0,2,0",Sophie
20,38,4,15,4,3,1,,7/16/2020,"0,0,0,4,0",Sophie
20,39,4,47,1,3,1,,7/16/2020,"0,0,0,0,0",Sophie
20,40,4,3,5,3,1,,7/16/2020,"0,50,0,0,0",Sophie
20,41,4,30,5,1,1,,7/16/2020,"0,12,0,0,70",Sophie
20,42,4,27,4,4,1,,7/16/2020,"0,0,35,90,0",Sophie
20,43,4,18,5,5,0,,7/16/2020,0,Sophie
20,44,4,2,3,5,1,,7/16/2020,"3,0,0,0,15",Sophie
20,45,4,36,3,2,0,,7/16/2020,0,Sophie
20,46,4,35,3,4,1,,7/16/2020,"0,0,0,0,0",Sophie
21,1,3,30,2,2,1,,7/13/2020,"0, 0, 0, 0, 0",Kavya
21,2,3,8,3,1,1,,7/13/2020,"13, 1, 0, 3, 3",Kavya
21,3,3,31,1,4,1,,7/13/2020,"0, 4, 0, 0, 0",Kavya
21,4,3,2,1,4,1,,7/13/2020,"0, 0, 6, 5, 0",Kavya
21,5,3,16,3,1,0,,7/13/2020,0,Kavya
21,6,3,29,5,1,1,,7/13/2020,"0, 0, 5, 0, 2",Kavya
21,7,3,8,2,4,1,,7/13/2020,"0, 0, 0, 0, 7",Kavya
21,8,3,16,1,5,0,,7/13/2020,0,Kavya
21,9,3,67,2,3,1,,7/13/2020,"3, 0, 0, 0, 0",Kavya
21,10,3,46,1,4,1,,7/13/2020,"0, 0, 0, 0, 0",Kavya
21,11,3,72,5,2,1,,7/13/2020,"0, 10, 0, 0, 0",Kavya
21,12,3,3,1,2,0,,7/13/2020,0,Kavya
21,13,3,2,4,4,0,,7/13/2020,0,Kavya
21,14,3,47,3,1,1,,7/13/2020,"0, 0, 0, 0, 0",Kavya
21,15,3,51,4,5,1,,7/13/2020,"0, 0, 0, 0, 8",Kavya
21,16,3,14,2,4,0,,7/13/2020,0,Kavya
21,17,3,42,2,3,1,,7/13/2020,"0, 0, 0, 57, 78",Kavya
21,18,3,13,5,3,0,,7/13/2020,0,Kavya
21,19,3,47,5,5,1,,7/13/2020,"19, 6, 0, 5, 0",Kavya
21,20,3,77,4,1,1,,7/13/2020,"5, 15, 0, 0, 0",Kavya
21,21,3,30,3,4,1,,7/13/2020,"1, 0, 1, 0, 0",Kavya
21,22,3,6,5,1,1,,7/13/2020,"0, 0, 0, 8, 7",Kavya
21,23,3,18,4,1,1,,7/13/2020,"0, 0, 0, 0, 3",Kavya
21,24,3,35,5,4,1,,7/13/2020,"2, 3, 0, 2, 0",Kavya
21,25,3,35,3,1,1,,7/13/2020,0,Kavya
21,26,4,30,5,5,1,,7/13/2020,"1, 3, 2, 2, 0",Kavya
21,27,4,18,2,2,1,,7/13/2020,"0, 0, 0, 0, 0",Kavya
21,28,4,8,2,3,1,,7/13/2020,"0, 5, 0, 0, 5",Kavya
21,29,4,68,2,1,1,,7/13/2020,"0, 4, 4, 1, 0",Kavya
21,30,4,6,4,1,1,,7/13/2020,"0, 0, 0, 2, 0",Kavya
21,31,4,4,5,3,0,,7/13/2020,0,Kavya
21,32,4,39,4,3,1,,7/13/2020,"5, 1, 0, 1, 0",Kavya
21,33,4,35,4,2,1,,7/13/2020,"15, 0, 0, 0, 5",Kavya
21,34,4,7,1,4,1,,7/13/2020,"2, 0, 0, 0, 0",Kavya
21,35,4,19,5,4,1,,7/13/2020,"0, 0, 0, 0, 0",Kavya
21,36,4,27,3,5,1,,7/13/2020,"6, 4, 0, 0, 1",Kavya
21,37,4,23,1,3,1,,7/13/2020,"2, 0, 0, 1, 0",Kavya
21,38,4,3,3,3,1,,7/13/2020,"0, 0, 0, 0, 0",Kavya
21,39,4,40,4,4,1,,7/13/2020,"0, 5, 0, 0, 4",Kavya
21,40,4,27,1,3,0,,7/13/2020,"0, 0, 0, 0, 3",Kavya
21,41,4,12,3,3,1,,7/13/2020,"0, 3, 0, 4, 0",Kavya
21,42,4,31,2,5,1,,7/13/2020,"0, 0, 0, 0, 7",Kavya
21,43,4,3,4,2,1,,7/13/2020,"7, 0, 0, 0, 0",Kavya
21,44,4,56,2,5,1,,7/13/2020,"0, 0, 0, 0, 0",Kavya
21,45,4,11,3,3,1,,7/13/2020,"0, 0, 0, 0, 0",Kavya
21,46,4,47,2,5,1,,7/13/2020,"0, 55, 50, 0, 100",Kavya
